SalesID,OrderDate,StoreID,CustomerID,ProductID,Quantity,UnitPrice,DiscountPct,SalesAmount,CostAmount
S00977,2023-05-17,ST07,C0064,P021,6,130.5,0.15,665.55,123.3
S00978,2023-05-24,ST05,C0026,P009,3,128.46,0.0,385.38,54.18
S00979,2024-07-02,ST07,C0015,P039,4,108.79,0.0,435.16,106.6
S00980,2025-01-14,ST05,C0007,P004,2,112.08,0.0,224.16,23.78
S00981,2024-08-25,ST05,C0149,P034,2,77.23,0.0,154.46,83.3
S00982,2024-01-13,ST07,C0097,P019,6,49.2,0.0,295.2,284.64
S00983,2023-10-28,ST07,C0143,P048,4,131.28,0.05,498.86,74.04
S00984,2023-04-14,ST06,C0013,P027,4,121.52,0.0,486.08,53.64
S00985,2024-09-07,ST05,C0004,P011,3,96.17,0.05,274.08,137.25
S00986,2024-03-12,ST08,C0126,P024,3,52.66,0.1,142.18,128.04
S00987,2024-06-22,ST08,C0147,P002,3,87.83,0.0,263.49,84.81
S00988,2024-08-12,ST01,C0050,P015,4,36.23,0.0,144.92,94.16
S00989,2024-01-10,ST05,C0095,P016,4,134.43,0.05,510.83,63.96
S00990,2023-08-10,ST03,C0163,P009,4,128.46,0.0,513.84,72.24
S00991,2023-04-27,ST01,C0075,P045,1,128.71,0.05,122.27,46.47
S00992,2024-06-23,ST06,C0086,P041,2,102.52,0.0,205.04,88.7
S00993,2023-05-03,ST07,C0178,P001,2,144.68,0.0,289.36,44.96
S00994,2024-04-12,ST03,C0045,P008,3,103.99,0.0,311.97,146.67
S00995,2025-03-22,ST07,C0116,P049,4,76.91,0.15,261.49,102.08
S00996,2023-05-14,ST05,C0122,P043,4,121.53,0.0,486.12,188.68
S00997,2023-06-01,ST02,C0081,P049,4,76.91,0.0,307.64,102.08
S00998,2025-04-20,ST03,C0021,P007,3,124.91,0.15,318.52,143.28
S00999,2024-04-15,ST06,C0024,P007,5,124.91,0.0,624.55,238.8
S01000,2024-01-05,ST07,C0133,P035,1,24.85,0.0,24.85,52.9
S01001,2025-06-01,ST01,C0138,P049,1,76.91,0.05,73.06,25.52
S01002,2024-08-03,ST07,C0133,P038,4,124.25,0.15,422.45,223.48
S01003,2025-03-11,ST03,C0144,P032,2,112.21,0.0,224.42,76.34
S01004,2024-10-25,ST06,C0148,P012,4,107.39,0.0,429.56,124.24
S01005,2025-01-18,ST03,C0115,P018,6,75.37,0.05,429.61,243.6
S01006,2025-05-12,ST07,C0043,P017,1,25.33,0.0,25.33,57.37
S01007,2023-07-17,ST03,C0029,P047,1,84.64,0.0,84.64,24.27
S01008,2024-07-06,ST04,C0065,P034,6,77.23,0.05,440.21,249.9
S01009,2024-03-05,ST07,C0059,P022,3,102.95,0.15,262.52,89.79
S01010,2024-03-14,ST07,C0187,P038,5,124.25,0.0,621.25,279.35
S01011,2023-07-19,ST06,C0142,P030,6,128.97,0.0,773.82,81.66
S01012,2024-01-10,ST03,C0068,P024,3,52.66,0.0,157.98,128.04
S01013,2023-05-11,ST04,C0172,P008,5,103.99,0.0,519.95,244.45
S01014,2024-06-14,ST05,C0093,P017,1,25.33,0.0,25.33,57.37
S01015,2024-11-30,ST05,C0110,P044,3,63.39,0.15,161.64,157.65
S01016,2024-07-21,ST08,C0074,P024,3,52.66,0.15,134.28,128.04
S01017,2024-04-10,ST02,C0051,P010,1,55.91,0.0,55.91,58.09
S01018,2023-06-02,ST08,C0040,P013,3,87.68,0.1,236.74,123.33
S01019,2024-09-16,ST08,C0196,P040,6,121.88,0.1,658.15,134.28
S01020,2025-04-20,ST08,C0022,P047,4,84.64,0.05,321.63,97.08
S01021,2024-06-27,ST04,C0053,P049,6,76.91,0.0,461.46,153.12
S01022,2023-03-04,ST03,C0165,P042,4,132.25,0.0,529.0,148.16
S01023,2023-12-11,ST07,C0050,P002,6,87.83,0.0,526.98,169.62
S01024,2023-05-01,ST06,C0122,P005,6,99.71,0.0,598.26,336.0
S01025,2023-01-16,ST01,C0139,P042,1,132.25,0.1,119.03,37.04
S01026,2024-04-21,ST01,C0064,P025,3,112.7,0.0,338.1,26.01
S01027,2025-04-08,ST04,C0163,P046,1,33.17,0.05,31.51,51.09
S01028,2024-09-15,ST06,C0059,P039,6,108.79,0.1,587.47,159.9
S01029,2025-01-22,ST05,C0038,P033,5,113.38,0.0,566.9,251.95
S01030,2024-07-05,ST05,C0059,P022,1,102.95,0.0,102.95,29.93
S01031,2023-06-11,ST02,C0163,P045,5,128.71,0.0,643.55,232.35
S01032,2025-04-01,ST08,C0102,P046,4,33.17,0.1,119.41,204.36
S01033,2024-06-30,ST02,C0132,P019,4,49.2,0.0,196.8,189.76
S01034,2025-03-10,ST05,C0072,P012,3,107.39,0.15,273.84,93.18
S01035,2024-04-29,ST05,C0067,P024,4,52.66,0.0,210.64,170.72
S01036,2024-11-16,ST06,C0054,P035,6,24.85,0.0,149.1,317.4
S01037,2023-03-26,ST04,C0155,P031,4,145.67,0.15,495.28,51.76
S01038,2024-08-23,ST01,C0028,P036,6,23.33,0.15,118.98,256.74
S01039,2025-04-01,ST06,C0194,P042,2,132.25,0.15,224.82,74.08
S01040,2024-05-06,ST03,C0032,P039,5,108.79,0.05,516.75,133.25
S01041,2023-01-02,ST05,C0132,P033,5,113.38,0.15,481.86,251.95
S01042,2025-05-04,ST07,C0160,P025,5,112.7,0.1,507.15,43.35
S01043,2024-09-10,ST03,C0199,P033,6,113.38,0.1,612.25,302.34
S01044,2024-01-29,ST06,C0079,P004,4,112.08,0.1,403.49,47.56
S01045,2024-01-19,ST08,C0035,P045,1,128.71,0.0,128.71,46.47
S01046,2025-03-07,ST03,C0175,P029,3,106.78,0.05,304.32,159.78
S01047,2024-09-27,ST02,C0010,P015,6,36.23,0.1,195.64,141.24
S01048,2024-01-26,ST07,C0192,P035,6,24.85,0.0,149.1,317.4
S01049,2025-05-04,ST03,C0069,P012,2,107.39,0.1,193.3,62.12
S01050,2024-03-15,ST08,C0058,P042,2,132.25,0.1,238.05,74.08
S01051,2024-12-01,ST02,C0061,P016,2,134.43,0.0,268.86,31.98
S01052,2023-11-16,ST08,C0169,P042,1,132.25,0.05,125.64,37.04
S01053,2025-01-03,ST04,C0146,P011,2,96.17,0.1,173.11,91.5
S01054,2025-04-07,ST04,C0013,P033,2,113.38,0.0,226.76,100.78
S01055,2025-02-01,ST02,C0012,P008,1,103.99,0.0,103.99,48.89
S01056,2024-06-08,ST01,C0045,P015,1,36.23,0.0,36.23,23.54
S01057,2024-01-23,ST07,C0134,P045,4,128.71,0.05,489.1,185.88
S01058,2023-08-20,ST01,C0030,P025,1,112.7,0.1,101.43,8.67
S01059,2024-11-28,ST08,C0153,P041,6,102.52,0.05,584.36,266.1
S01060,2025-04-09,ST02,C0003,P008,3,103.99,0.0,311.97,146.67
S01061,2023-03-18,ST02,C0099,P024,3,52.66,0.0,157.98,128.04
S01062,2024-06-29,ST05,C0061,P047,3,84.64,0.15,215.83,72.81
S01063,2024-05-10,ST02,C0165,P016,5,134.43,0.1,604.94,79.95
S01064,2023-08-23,ST08,C0013,P049,3,76.91,0.05,219.19,76.56
S01065,2023-01-05,ST03,C0197,P049,2,76.91,0.0,153.82,51.04
S01066,2024-11-08,ST06,C0105,P020,6,98.43,0.0,590.58,359.28
S01067,2023-01-07,ST04,C0001,P003,6,37.7,0.0,226.2,194.04
S01068,2024-04-21,ST07,C0193,P030,2,128.97,0.0,257.94,27.22
S01069,2024-04-18,ST06,C0072,P024,6,52.66,0.1,284.36,256.08
S01070,2023-12-08,ST02,C0113,P025,3,112.7,0.0,338.1,26.01
S01071,2023-07-07,ST07,C0012,P045,4,128.71,0.15,437.61,185.88
S01072,2025-01-02,ST05,C0109,P025,1,112.7,0.0,112.7,8.67
S01073,2024-01-08,ST07,C0166,P001,3,144.68,0.0,434.04,67.44
S01074,2023-04-08,ST02,C0182,P006,6,38.24,0.0,229.44,283.62
S01075,2024-01-24,ST08,C0001,P019,5,49.2,0.0,246.0,237.2
S01076,2024-06-17,ST05,C0103,P007,5,124.91,0.05,593.32,238.8
S01077,2023-08-27,ST01,C0134,P003,3,37.7,0.1,101.79,97.02
S01078,2024-05-03,ST07,C0050,P049,4,76.91,0.1,276.88,102.08
S01079,2024-05-29,ST03,C0076,P013,4,87.68,0.1,315.65,164.44
S01080,2024-07-11,ST07,C0146,P047,2,84.64,0.05,160.82,48.54
S01081,2025-06-22,ST01,C0118,P039,5,108.79,0.0,543.95,133.25
S01082,2023-12-29,ST02,C0111,P035,4,24.85,0.1,89.46,211.6
S01083,2023-07-05,ST08,C0170,P044,5,63.39,0.0,316.95,262.75
S01084,2024-05-17,ST06,C0008,P024,5,52.66,0.05,250.13,213.4
S01085,2024-05-22,ST08,C0093,P012,1,107.39,0.1,96.65,31.06
S01086,2023-06-12,ST01,C0097,P030,6,128.97,0.1,696.44,81.66
S01087,2024-05-24,ST01,C0033,P016,1,134.43,0.0,134.43,15.99
S01088,2024-03-16,ST06,C0180,P028,4,93.53,0.15,318.0,158.2
S01089,2025-06-19,ST03,C0148,P034,4,77.23,0.0,308.92,166.6
S01090,2024-06-10,ST01,C0021,P020,5,98.43,0.0,492.15,299.4
S01091,2024-12-06,ST08,C0019,P009,3,128.46,0.0,385.38,54.18
S01092,2023-12-29,ST02,C0081,P033,4,113.38,0.05,430.84,201.56
S01093,2023-05-06,ST02,C0075,P030,6,128.97,0.15,657.75,81.66
S01094,2025-02-25,ST05,C0125,P009,4,128.46,0.1,462.46,72.24
S01095,2023-04-19,ST02,C0020,P012,5,107.39,0.15,456.41,155.3
S01096,2023-07-29,ST03,C0142,P042,3,132.25,0.0,396.75,111.12
S01097,2024-12-14,ST07,C0183,P039,2,108.79,0.05,206.7,53.3
S01098,2025-05-14,ST03,C0046,P018,2,75.37,0.1,135.67,81.2
S01099,2023-04-02,ST02,C0086,P031,4,145.67,0.0,582.68,51.76
S01100,2024-04-08,ST06,C0068,P046,3,33.17,0.0,99.51,153.27
S01101,2024-12-17,ST06,C0142,P007,6,124.91,0.0,749.46,286.56
S01102,2024-12-30,ST01,C0125,P024,3,52.66,0.05,150.08,128.04
S01103,2024-07-13,ST03,C0130,P050,1,61.96,0.1,55.76,57.88
S01104,2024-09-15,ST06,C0033,P010,4,55.91,0.0,223.64,232.36
S01105,2023-02-17,ST01,C0148,P046,6,33.17,0.0,199.02,306.54
S01106,2023-12-21,ST07,C0162,P005,2,99.71,0.15,169.51,112.0
S01107,2024-08-02,ST05,C0105,P022,1,102.95,0.05,97.8,29.93
S01108,2025-01-02,ST03,C0055,P011,3,96.17,0.05,274.08,137.25
S01109,2025-01-19,ST03,C0129,P012,5,107.39,0.1,483.26,155.3
S01110,2024-03-05,ST05,C0185,P021,1,130.5,0.0,130.5,20.55
S01111,2024-06-30,ST03,C0125,P006,2,38.24,0.15,65.01,94.54
S01112,2023-03-22,ST08,C0184,P017,2,25.33,0.0,50.66,114.74
S01113,2023-08-28,ST02,C0108,P009,4,128.46,0.1,462.46,72.24
S01114,2023-12-04,ST01,C0096,P050,4,61.96,0.0,247.84,231.52
S01115,2024-07-08,ST01,C0090,P004,1,112.08,0.0,112.08,11.89
S01116,2024-10-22,ST01,C0096,P037,5,142.97,0.0,714.85,46.3
S01117,2025-04-27,ST02,C0028,P030,3,128.97,0.0,386.91,40.83
S01118,2023-12-31,ST01,C0021,P028,6,93.53,0.0,561.18,237.3
S01119,2024-08-20,ST01,C0113,P015,5,36.23,0.0,181.15,117.7
S01120,2023-09-18,ST01,C0012,P013,4,87.68,0.0,350.72,164.44
S01121,2025-05-27,ST06,C0152,P028,6,93.53,0.0,561.18,237.3
S01122,2023-02-22,ST05,C0124,P001,6,144.68,0.15,737.87,134.88
S01123,2024-12-05,ST05,C0130,P006,5,38.24,0.15,162.52,236.35
S01124,2023-06-09,ST05,C0179,P021,2,130.5,0.15,221.85,41.1
S01125,2024-03-26,ST08,C0146,P010,4,55.91,0.1,201.28,232.36
S01126,2023-01-10,ST04,C0147,P036,4,23.33,0.0,93.32,171.16
S01127,2025-02-13,ST05,C0153,P009,3,128.46,0.05,366.11,54.18
S01128,2025-04-27,ST07,C0030,P050,6,61.96,0.0,371.76,347.28
S01129,2024-04-17,ST03,C0185,P040,4,121.88,0.0,487.52,89.52
S01130,2023-06-27,ST02,C0138,P020,2,98.43,0.15,167.33,119.76
S01131,2024-12-15,ST01,C0019,P050,3,61.96,0.0,185.88,173.64
S01132,2024-04-10,ST06,C0040,P003,5,37.7,0.15,160.22,161.7
S01133,2024-09-28,ST04,C0104,P040,6,121.88,0.0,731.28,134.28
S01134,2024-07-14,ST05,C0120,P005,2,99.71,0.15,169.51,112.0
S01135,2024-09-06,ST05,C0113,P024,5,52.66,0.0,263.3,213.4
S01136,2023-11-24,ST07,C0039,P022,5,102.95,0.0,514.75,149.65
S01137,2024-08-19,ST07,C0070,P026,1,48.78,0.15,41.46,38.46
S01138,2025-06-07,ST04,C0115,P028,5,93.53,0.1,420.88,197.75
S01139,2023-03-21,ST05,C0184,P015,3,36.23,0.1,97.82,70.62
S01140,2023-09-09,ST05,C0050,P033,2,113.38,0.0,226.76,100.78
S01141,2023-12-30,ST05,C0098,P015,4,36.23,0.0,144.92,94.16
S01142,2024-09-02,ST06,C0013,P035,3,24.85,0.0,74.55,158.7
S01143,2024-01-05,ST05,C0114,P029,6,106.78,0.0,640.68,319.56
S01144,2023-07-02,ST08,C0093,P026,5,48.78,0.0,243.9,192.3
S01145,2023-01-14,ST06,C0021,P023,4,103.23,0.0,412.92,220.2
S01146,2024-10-02,ST03,C0145,P014,6,97.8,0.0,586.8,288.78
S01147,2025-04-17,ST06,C0009,P039,3,108.79,0.0,326.37,79.95
S01148,2024-05-15,ST05,C0127,P003,6,37.7,0.0,226.2,194.04
S01149,2024-10-23,ST02,C0154,P043,2,121.53,0.0,243.06,94.34
S01150,2024-05-24,ST08,C0026,P006,5,38.24,0.05,181.64,236.35
S01151,2024-06-15,ST01,C0154,P007,2,124.91,0.0,249.82,95.52
S01152,2023-11-13,ST08,C0181,P019,6,49.2,0.05,280.44,284.64
S01153,2025-01-12,ST03,C0176,P004,2,112.08,0.15,190.54,23.78
S01154,2023-07-26,ST06,C0104,P002,2,87.83,0.0,175.66,56.54
S01155,2025-05-27,ST02,C0179,P018,6,75.37,0.0,452.22,243.6
S01156,2024-02-19,ST03,C0022,P001,2,144.68,0.05,274.89,44.96
S01157,2024-01-04,ST06,C0145,P021,1,130.5,0.0,130.5,20.55
S01158,2023-01-05,ST01,C0107,P011,1,96.17,0.0,96.17,45.75
S01159,2023-06-09,ST04,C0087,P008,6,103.99,0.0,623.94,293.34
S01160,2024-04-06,ST05,C0168,P023,4,103.23,0.15,350.98,220.2
S01161,2024-05-23,ST01,C0087,P040,4,121.88,0.0,487.52,89.52
S01162,2024-04-03,ST02,C0127,P003,4,37.7,0.15,128.18,129.36
S01163,2023-11-06,ST08,C0034,P013,5,87.68,0.1,394.56,205.55
S01164,2023-04-17,ST06,C0091,P004,6,112.08,0.0,672.48,71.34
S01165,2024-04-12,ST02,C0171,P015,1,36.23,0.0,36.23,23.54
S01166,2023-08-23,ST04,C0074,P026,3,48.78,0.15,124.39,115.38
S01167,2024-05-05,ST02,C0053,P001,1,144.68,0.0,144.68,22.48
S01168,2024-12-23,ST01,C0033,P023,2,103.23,0.05,196.14,110.1
S01169,2023-08-16,ST05,C0130,P003,1,37.7,0.0,37.7,32.34
S01170,2024-02-08,ST02,C0077,P035,2,24.85,0.15,42.25,105.8
S01171,2023-12-10,ST03,C0158,P022,5,102.95,0.0,514.75,149.65
S01172,2024-03-16,ST04,C0195,P023,3,103.23,0.15,263.24,165.15
S01173,2023-08-10,ST03,C0088,P037,1,142.97,0.0,142.97,9.26
S01174,2023-11-06,ST01,C0019,P025,1,112.7,0.05,107.06,8.67
S01175,2024-12-07,ST01,C0146,P032,6,112.21,0.0,673.26,229.02
S01176,2024-09-12,ST07,C0147,P026,5,48.78,0.0,243.9,192.3
S01177,2025-03-27,ST07,C0140,P005,6,99.71,0.05,568.35,336.0
S01178,2025-02-24,ST01,C0068,P031,6,145.67,0.0,874.02,77.64
S01179,2024-03-15,ST05,C0129,P031,6,145.67,0.15,742.92,77.64
S01180,2023-08-23,ST04,C0184,P009,6,128.46,0.0,770.76,108.36
S01181,2023-12-15,ST05,C0074,P037,5,142.97,0.15,607.62,46.3
S01182,2024-12-19,ST01,C0058,P024,1,52.66,0.05,50.03,42.68
S01183,2023-07-20,ST07,C0118,P032,2,112.21,0.0,224.42,76.34
S01184,2024-09-30,ST04,C0003,P021,2,130.5,0.15,221.85,41.1
S01185,2024-12-29,ST02,C0003,P023,4,103.23,0.0,412.92,220.2
S01186,2024-01-11,ST05,C0081,P025,2,112.7,0.05,214.13,17.34
S01187,2023-11-18,ST02,C0074,P012,4,107.39,0.1,386.6,124.24
S01188,2024-05-02,ST01,C0048,P017,6,25.33,0.0,151.98,344.22
S01189,2024-09-30,ST03,C0147,P043,2,121.53,0.0,243.06,94.34
S01190,2023-08-28,ST02,C0085,P020,1,98.43,0.0,98.43,59.88
S01191,2023-09-19,ST01,C0009,P048,6,131.28,0.05,748.3,111.06
S01192,2023-12-30,ST06,C0012,P044,2,63.39,0.0,126.78,105.1
S01193,2024-11-13,ST07,C0196,P041,5,102.52,0.0,512.6,221.75
S01194,2023-11-08,ST03,C0004,P016,1,134.43,0.0,134.43,15.99
S01195,2024-05-20,ST08,C0101,P025,2,112.7,0.0,225.4,17.34
S01196,2023-06-12,ST05,C0002,P040,6,121.88,0.0,731.28,134.28
S01197,2023-10-13,ST08,C0086,P030,3,128.97,0.1,348.22,40.83
S01198,2023-07-19,ST03,C0023,P012,5,107.39,0.15,456.41,155.3
S01199,2024-06-06,ST07,C0198,P038,3,124.25,0.0,372.75,167.61
S01200,2023-06-16,ST04,C0012,P026,2,48.78,0.05,92.68,76.92
S01201,2024-11-10,ST01,C0046,P043,6,121.53,0.0,729.18,283.02
S01202,2025-04-27,ST06,C0095,P030,5,128.97,0.0,644.85,68.05
S01203,2023-06-23,ST08,C0066,P005,4,99.71,0.0,398.84,224.0
S01204,2024-11-02,ST03,C0153,P045,1,128.71,0.05,122.27,46.47
S01205,2023-08-02,ST06,C0024,P008,2,103.99,0.0,207.98,97.78
S01206,2023-08-09,ST01,C0193,P046,2,33.17,0.0,66.34,102.18
S01207,2023-08-30,ST03,C0180,P028,1,93.53,0.15,79.5,39.55
S01208,2023-07-28,ST03,C0186,P039,1,108.79,0.0,108.79,26.65
S01209,2025-01-30,ST08,C0032,P034,6,77.23,0.0,463.38,249.9
S01210,2025-01-31,ST02,C0094,P044,4,63.39,0.0,253.56,210.2
S01211,2023-11-21,ST07,C0029,P050,2,61.96,0.1,111.53,115.76
S01212,2024-12-10,ST02,C0086,P024,6,52.66,0.1,284.36,256.08
S01213,2023-04-20,ST08,C0146,P021,6,130.5,0.05,743.85,123.3
S01214,2023-03-13,ST02,C0181,P011,4,96.17,0.1,346.21,183.0
S01215,2025-05-20,ST01,C0012,P034,3,77.23,0.0,231.69,124.95
S01216,2024-03-24,ST04,C0137,P031,1,145.67,0.1,131.1,12.94
S01217,2023-01-07,ST03,C0156,P025,5,112.7,0.1,507.15,43.35
S01218,2025-02-19,ST05,C0045,P031,3,145.67,0.0,437.01,38.82
S01219,2025-05-22,ST02,C0169,P004,5,112.08,0.0,560.4,59.45
S01220,2025-02-11,ST08,C0185,P011,2,96.17,0.0,192.34,91.5
S01221,2023-12-05,ST04,C0046,P004,5,112.08,0.0,560.4,59.45
S01222,2023-10-15,ST04,C0033,P035,2,24.85,0.15,42.25,105.8
S01223,2025-03-29,ST05,C0016,P010,1,55.91,0.0,55.91,58.09
S01224,2025-03-13,ST05,C0125,P018,6,75.37,0.0,452.22,243.6
S01225,2024-06-07,ST02,C0034,P047,1,84.64,0.05,80.41,24.27
S01226,2023-09-08,ST04,C0148,P024,6,52.66,0.0,315.96,256.08
S01227,2023-06-16,ST01,C0033,P044,2,63.39,0.0,126.78,105.1
S01228,2024-11-27,ST01,C0054,P041,3,102.52,0.15,261.43,133.05
S01229,2024-04-10,ST04,C0039,P045,2,128.71,0.0,257.42,92.94
S01230,2023-12-29,ST08,C0113,P046,3,33.17,0.0,99.51,153.27
S01231,2024-11-14,ST04,C0027,P045,3,128.71,0.15,328.21,139.41
S01232,2023-04-27,ST03,C0011,P013,5,87.68,0.0,438.4,205.55
S01233,2024-04-23,ST01,C0086,P027,4,121.52,0.0,486.08,53.64
S01234,2024-01-21,ST01,C0051,P026,6,48.78,0.0,292.68,230.76
S01235,2025-05-06,ST04,C0184,P023,4,103.23,0.05,392.27,220.2
S01236,2023-01-30,ST07,C0092,P030,5,128.97,0.0,644.85,68.05
S01237,2023-11-13,ST04,C0138,P040,2,121.88,0.0,243.76,44.76
S01238,2025-02-22,ST03,C0006,P044,5,63.39,0.0,316.95,262.75
S01239,2024-12-07,ST02,C0175,P027,4,121.52,0.0,486.08,53.64
S01240,2024-02-21,ST01,C0156,P025,2,112.7,0.1,202.86,17.34
S01241,2023-04-20,ST04,C0136,P048,1,131.28,0.0,131.28,18.51
S01242,2024-04-17,ST05,C0064,P017,1,25.33,0.1,22.8,57.37
S01243,2023-10-15,ST03,C0101,P025,2,112.7,0.1,202.86,17.34
S01244,2023-01-08,ST02,C0052,P006,4,38.24,0.05,145.31,189.08
S01245,2024-09-06,ST01,C0129,P001,3,144.68,0.05,412.34,67.44
S01246,2023-12-12,ST07,C0095,P036,4,23.33,0.05,88.65,171.16
S01247,2023-04-02,ST07,C0011,P049,2,76.91,0.15,130.75,51.04
S01248,2023-11-26,ST02,C0040,P026,5,48.78,0.1,219.51,192.3
S01249,2025-02-24,ST06,C0093,P026,1,48.78,0.0,48.78,38.46
S01250,2023-06-20,ST05,C0074,P038,3,124.25,0.15,316.84,167.61
S01251,2023-08-28,ST07,C0113,P003,4,37.7,0.0,150.8,129.36
S01252,2023-09-03,ST04,C0079,P044,6,63.39,0.0,380.34,315.3
S01253,2025-05-23,ST06,C0107,P037,1,142.97,0.0,142.97,9.26
S01254,2023-11-09,ST07,C0155,P042,2,132.25,0.05,251.27,74.08
S01255,2023-06-17,ST03,C0034,P013,4,87.68,0.0,350.72,164.44
S01256,2024-01-22,ST02,C0031,P028,3,93.53,0.0,280.59,118.65
S01257,2024-01-17,ST07,C0056,P017,6,25.33,0.0,151.98,344.22
S01258,2024-11-16,ST06,C0088,P048,3,131.28,0.15,334.76,55.53
S01259,2023-11-29,ST01,C0026,P010,5,55.91,0.15,237.62,290.45
S01260,2023-12-31,ST02,C0153,P032,6,112.21,0.1,605.93,229.02
S01261,2024-02-15,ST04,C0038,P027,6,121.52,0.0,729.12,80.46
S01262,2024-06-04,ST07,C0022,P046,3,33.17,0.0,99.51,153.27
S01263,2025-06-11,ST06,C0144,P013,2,87.68,0.0,175.36,82.22
S01264,2024-09-16,ST08,C0073,P047,2,84.64,0.0,169.28,48.54
S01265,2025-01-11,ST06,C0015,P043,5,121.53,0.0,607.65,235.85
S01266,2024-10-18,ST05,C0063,P015,2,36.23,0.0,72.46,47.08
S01267,2025-01-02,ST02,C0062,P045,1,128.71,0.15,109.4,46.47
S01268,2024-05-20,ST08,C0172,P024,4,52.66,0.0,210.64,170.72
S01269,2025-02-19,ST05,C0185,P024,3,52.66,0.05,150.08,128.04
S01270,2023-06-28,ST07,C0187,P050,6,61.96,0.1,334.58,347.28
S01271,2024-12-29,ST08,C0069,P044,3,63.39,0.05,180.66,157.65
S01272,2024-11-03,ST05,C0151,P026,6,48.78,0.15,248.78,230.76
S01273,2024-03-06,ST06,C0052,P022,2,102.95,0.05,195.6,59.86
S01274,2023-01-09,ST08,C0145,P024,3,52.66,0.05,150.08,128.04
S01275,2024-01-20,ST07,C0187,P025,1,112.7,0.05,107.06,8.67
S01276,2023-05-03,ST03,C0072,P014,1,97.8,0.0,97.8,48.13
S01277,2025-03-24,ST06,C0074,P022,1,102.95,0.1,92.66,29.93
S01278,2024-07-28,ST06,C0003,P045,5,128.71,0.0,643.55,232.35
S01279,2024-05-01,ST06,C0023,P033,2,113.38,0.05,215.42,100.78
S01280,2023-10-15,ST06,C0037,P039,3,108.79,0.1,293.73,79.95
S01281,2024-03-19,ST05,C0102,P025,4,112.7,0.0,450.8,34.68
S01282,2023-08-17,ST01,C0062,P008,4,103.99,0.0,415.96,195.56
S01283,2025-02-21,ST06,C0062,P009,6,128.46,0.1,693.68,108.36
S01284,2023-02-13,ST03,C0069,P008,4,103.99,0.0,415.96,195.56
S01285,2023-04-01,ST05,C0014,P019,6,49.2,0.1,265.68,284.64
S01286,2023-05-29,ST04,C0051,P038,2,124.25,0.05,236.07,111.74
S01287,2023-07-16,ST06,C0078,P008,3,103.99,0.0,311.97,146.67
S01288,2023-08-20,ST08,C0015,P046,5,33.17,0.05,157.56,255.45
S01289,2025-02-03,ST08,C0169,P015,2,36.23,0.0,72.46,47.08
S01290,2023-03-29,ST01,C0005,P044,5,63.39,0.15,269.41,262.75
S01291,2024-11-09,ST02,C0188,P044,4,63.39,0.1,228.2,210.2
S01292,2023-08-25,ST03,C0043,P023,1,103.23,0.0,103.23,55.05
S01293,2023-11-25,ST08,C0187,P024,1,52.66,0.1,47.39,42.68
S01294,2024-05-22,ST03,C0082,P018,2,75.37,0.0,150.74,81.2
S01295,2025-01-07,ST03,C0072,P043,4,121.53,0.1,437.51,188.68
S01296,2023-11-10,ST05,C0067,P030,6,128.97,0.15,657.75,81.66
S01297,2024-01-11,ST01,C0128,P044,1,63.39,0.05,60.22,52.55
S01298,2023-11-16,ST03,C0165,P013,6,87.68,0.15,447.17,246.66
S01299,2024-09-11,ST07,C0178,P002,3,87.83,0.15,223.97,84.81
S01300,2024-07-05,ST08,C0057,P010,4,55.91,0.05,212.46,232.36
S01301,2024-06-09,ST07,C0148,P009,4,128.46,0.15,436.76,72.24
S01302,2024-08-15,ST04,C0105,P021,2,130.5,0.05,247.95,41.1
S01303,2024-05-05,ST05,C0029,P001,1,144.68,0.15,122.98,22.48
S01304,2025-06-11,ST06,C0196,P003,2,37.7,0.05,71.63,64.68
S01305,2023-09-17,ST01,C0017,P035,3,24.85,0.0,74.55,158.7
S01306,2023-10-24,ST01,C0133,P042,1,132.25,0.0,132.25,37.04
S01307,2024-04-10,ST03,C0124,P010,6,55.91,0.0,335.46,348.54
S01308,2024-12-06,ST03,C0080,P005,3,99.71,0.05,284.17,168.0
S01309,2024-02-12,ST02,C0050,P043,4,121.53,0.0,486.12,188.68
S01310,2023-03-13,ST04,C0078,P039,5,108.79,0.15,462.36,133.25
S01311,2024-07-13,ST04,C0197,P008,4,103.99,0.1,374.36,195.56
S01312,2024-02-27,ST02,C0178,P041,4,102.52,0.0,410.08,177.4
S01313,2025-05-21,ST02,C0051,P003,2,37.7,0.05,71.63,64.68
S01314,2025-03-01,ST06,C0089,P040,6,121.88,0.0,731.28,134.28
S01315,2024-08-06,ST07,C0199,P034,2,77.23,0.15,131.29,83.3
S01316,2025-04-25,ST03,C0154,P002,5,87.83,0.15,373.28,141.35
S01317,2024-01-20,ST04,C0125,P041,3,102.52,0.0,307.56,133.05
S01318,2024-07-11,ST06,C0096,P047,6,84.64,0.15,431.66,145.62
S01319,2024-01-04,ST03,C0061,P014,2,97.8,0.0,195.6,96.26
S01320,2025-04-06,ST08,C0178,P041,2,102.52,0.15,174.28,88.7
S01321,2023-03-14,ST03,C0049,P040,1,121.88,0.0,121.88,22.38
S01322,2023-11-10,ST04,C0122,P024,3,52.66,0.0,157.98,128.04
S01323,2023-10-13,ST07,C0059,P009,4,128.46,0.0,513.84,72.24
S01324,2024-08-17,ST01,C0090,P033,4,113.38,0.05,430.84,201.56
