OrderID,OrderDate,ProductID,Quantity,UnitPrice,SalesAmount,Channel,Region
ORD00397,2023-12-15,PRD028,1,153.88,153.88,Website,West
ORD00398,2024-08-23,PRD021,2,128.81,257.62,Marketplace,South
ORD00399,2023-10-20,PRD014,2,135.15,270.3,Website,East
ORD00400,2023-02-24,PRD025,4,29.76,119.04,Website,West
ORD00401,2024-04-04,PRD014,1,135.15,135.15,Website,South
ORD00402,2023-02-09,PRD029,2,127.64,255.28,Marketplace,West
ORD00403,2023-04-19,PRD016,4,193.43,773.72,Website,West
ORD00404,2024-02-15,PRD019,2,198.86,397.72,Website,East
ORD00405,2023-08-10,PRD019,4,198.86,795.44,Website,East
ORD00406,2024-12-26,PRD001,1,246.2,246.2,Marketplace,West
ORD00407,2023-03-28,PRD014,4,135.15,540.6,Marketplace,East
ORD00408,2024-07-12,PRD002,4,243.82,975.28,Mobile App,West
ORD00409,2024-03-18,PRD017,4,44.19,176.76,Website,North
ORD00410,2024-07-31,PRD017,1,44.19,44.19,Mobile App,East
ORD00411,2023-06-14,PRD018,1,214.78,214.78,Mobile App,West
ORD00412,2024-01-17,PRD029,4,127.64,510.56,Website,West
ORD00413,2023-11-25,PRD020,3,65.35,196.05,Mobile App,West
ORD00414,2023-11-20,PRD001,2,246.2,492.4,Mobile App,South
ORD00415,2024-09-19,PRD016,3,193.43,580.29,Mobile App,South
ORD00416,2024-12-23,PRD017,2,44.19,88.38,Marketplace,East
ORD00417,2023-08-11,PRD030,4,210.91,843.64,Website,East
ORD00418,2024-03-29,PRD024,4,191.91,767.64,Mobile App,East
ORD00419,2024-03-21,PRD026,4,271.02,1084.08,Website,South
ORD00420,2024-06-24,PRD010,1,287.73,287.73,Marketplace,West
ORD00421,2024-11-22,PRD005,2,35.21,70.42,Website,South
ORD00422,2023-06-01,PRD020,4,65.35,261.4,Website,West
ORD00423,2023-06-04,PRD016,3,193.43,580.29,Website,South
ORD00424,2024-04-27,PRD018,1,214.78,214.78,Website,East
ORD00425,2023-04-25,PRD029,3,127.64,382.92,Mobile App,South
ORD00426,2023-05-07,PRD006,1,149.92,149.92,Website,East
ORD00427,2023-02-24,PRD014,1,135.15,135.15,Marketplace,South
ORD00428,2023-01-02,PRD004,2,86.63,173.26,Mobile App,East
ORD00429,2023-11-25,PRD011,3,94.78,284.34,Website,East
ORD00430,2024-03-09,PRD029,2,127.64,255.28,Marketplace,North
ORD00431,2023-08-01,PRD023,1,200.74,200.74,Mobile App,West
ORD00432,2023-06-18,PRD027,1,94.6,94.6,Website,North
ORD00433,2024-05-31,PRD027,1,94.6,94.6,Marketplace,North
ORD00434,2024-05-28,PRD006,1,149.92,149.92,Website,East
ORD00435,2023-11-28,PRD006,3,149.92,449.76,Marketplace,West
ORD00436,2024-05-16,PRD025,4,29.76,119.04,Marketplace,North
ORD00437,2024-11-05,PRD005,3,35.21,105.63,Mobile App,South
ORD00438,2024-07-29,PRD004,2,86.63,173.26,Mobile App,West
ORD00439,2024-04-01,PRD025,1,29.76,29.76,Website,West
ORD00440,2024-04-27,PRD011,3,94.78,284.34,Marketplace,South
ORD00441,2024-11-12,PRD003,3,186.75,560.25,Mobile App,West
ORD00442,2023-11-07,PRD012,2,236.48,472.96,Website,West
ORD00443,2024-02-02,PRD026,2,271.02,542.04,Website,West
ORD00444,2024-04-17,PRD014,4,135.15,540.6,Mobile App,East
ORD00445,2024-10-25,PRD001,4,246.2,984.8,Website,North
ORD00446,2024-08-26,PRD023,1,200.74,200.74,Website,East
ORD00447,2023-02-22,PRD011,4,94.78,379.12,Website,West
ORD00448,2023-05-02,PRD002,4,243.82,975.28,Website,South
ORD00449,2023-08-13,PRD029,1,127.64,127.64,Marketplace,East
ORD00450,2024-06-30,PRD014,4,135.15,540.6,Marketplace,East
ORD00451,2024-02-20,PRD024,3,191.91,575.73,Mobile App,North
ORD00452,2023-07-30,PRD027,3,94.6,283.8,Marketplace,South
ORD00453,2023-04-01,PRD023,4,200.74,802.96,Mobile App,South
ORD00454,2024-05-17,PRD029,4,127.64,510.56,Marketplace,East
ORD00455,2024-05-25,PRD029,4,127.64,510.56,Website,East
ORD00456,2024-11-19,PRD003,1,186.75,186.75,Marketplace,East
ORD00457,2024-01-01,PRD013,2,107.72,215.44,Marketplace,East
ORD00458,2023-12-27,PRD007,1,126.34,126.34,Marketplace,East
ORD00459,2023-02-28,PRD017,3,44.19,132.57,Marketplace,South
ORD00460,2023-01-30,PRD001,1,246.2,246.2,Marketplace,East
ORD00461,2023-11-12,PRD008,3,168.52,505.56,Marketplace,West
ORD00462,2023-08-24,PRD017,1,44.19,44.19,Marketplace,North
ORD00463,2023-07-02,PRD027,3,94.6,283.8,Mobile App,East
ORD00464,2023-03-08,PRD004,1,86.63,86.63,Marketplace,North
ORD00465,2024-12-03,PRD015,3,223.07,669.21,Marketplace,North
ORD00466,2024-09-02,PRD015,3,223.07,669.21,Website,South
ORD00467,2024-02-24,PRD012,3,236.48,709.44,Mobile App,South
ORD00468,2024-11-25,PRD023,4,200.74,802.96,Marketplace,South
ORD00469,2024-12-30,PRD004,3,86.63,259.89,Marketplace,South
ORD00470,2024-05-05,PRD027,3,94.6,283.8,Mobile App,North
ORD00471,2023-07-16,PRD005,4,35.21,140.84,Mobile App,North
ORD00472,2023-01-30,PRD003,1,186.75,186.75,Mobile App,South
ORD00473,2024-07-06,PRD016,2,193.43,386.86,Mobile App,North
ORD00474,2023-12-10,PRD012,4,236.48,945.92,Marketplace,West
ORD00475,2024-04-20,PRD028,3,153.88,461.64,Marketplace,West
ORD00476,2024-10-30,PRD021,4,128.81,515.24,Mobile App,West
ORD00477,2023-05-13,PRD024,4,191.91,767.64,Website,South
ORD00478,2024-03-03,PRD017,2,44.19,88.38,Mobile App,West
ORD00479,2024-04-08,PRD005,1,35.21,35.21,Marketplace,South
ORD00480,2023-12-25,PRD015,4,223.07,892.28,Website,South
ORD00481,2023-03-08,PRD018,3,214.78,644.34,Website,West
ORD00482,2023-09-12,PRD004,1,86.63,86.63,Mobile App,East
ORD00483,2023-09-01,PRD002,2,243.82,487.64,Website,East
ORD00484,2024-05-04,PRD010,3,287.73,863.19,Mobile App,East
ORD00485,2024-09-18,PRD016,1,193.43,193.43,Website,South
ORD00486,2023-08-29,PRD026,4,271.02,1084.08,Website,East
ORD00487,2024-05-21,PRD029,3,127.64,382.92,Website,South
ORD00488,2023-07-30,PRD027,4,94.6,378.4,Website,North
ORD00489,2024-11-20,PRD018,3,214.78,644.34,Website,North
ORD00490,2024-08-16,PRD014,4,135.15,540.6,Marketplace,East
ORD00491,2024-02-06,PRD019,4,198.86,795.44,Mobile App,West
ORD00492,2023-11-29,PRD016,2,193.43,386.86,Website,West
ORD00493,2023-08-18,PRD025,4,29.76,119.04,Marketplace,West
ORD00494,2023-08-24,PRD005,3,35.21,105.63,Website,West
ORD00495,2024-12-09,PRD013,2,107.72,215.44,Mobile App,East
ORD00496,2023-10-23,PRD018,1,214.78,214.78,Marketplace,West
ORD00497,2024-01-11,PRD024,3,191.91,575.73,Marketplace,North
ORD00498,2024-12-22,PRD028,2,153.88,307.76,Marketplace,North
ORD00499,2024-04-25,PRD019,3,198.86,596.58,Marketplace,North
ORD00500,2024-02-01,PRD021,1,128.81,128.81,Website,North
ORD00501,2023-10-29,PRD019,2,198.86,397.72,Mobile App,North
ORD00502,2023-05-17,PRD004,2,86.63,173.26,Website,East
ORD00503,2023-09-22,PRD026,2,271.02,542.04,Website,West
ORD00504,2024-07-06,PRD003,3,186.75,560.25,Mobile App,North
ORD00505,2024-04-01,PRD016,1,193.43,193.43,Mobile App,West
ORD00506,2024-07-08,PRD006,4,149.92,599.68,Website,East
ORD00507,2023-05-29,PRD013,3,107.72,323.16,Website,North
ORD00508,2024-02-05,PRD004,2,86.63,173.26,Mobile App,South
ORD00509,2024-11-08,PRD006,3,149.92,449.76,Website,South
ORD00510,2023-11-16,PRD010,4,287.73,1150.92,Marketplace,South
ORD00511,2024-05-24,PRD002,3,243.82,731.46,Website,North
ORD00512,2023-03-30,PRD023,1,200.74,200.74,Mobile App,West
ORD00513,2024-12-11,PRD004,3,86.63,259.89,Website,West
ORD00514,2024-03-20,PRD029,3,127.64,382.92,Mobile App,West
ORD00515,2023-06-24,PRD027,1,94.6,94.6,Website,South
ORD00516,2023-04-26,PRD008,2,168.52,337.04,Mobile App,West
ORD00517,2024-02-07,PRD004,3,86.63,259.89,Website,East
ORD00518,2024-02-08,PRD015,4,223.07,892.28,Website,West
ORD00519,2023-03-10,PRD001,4,246.2,984.8,Marketplace,South
ORD00520,2024-12-25,PRD030,1,210.91,210.91,Mobile App,North
ORD00521,2024-10-28,PRD008,2,168.52,337.04,Mobile App,West
ORD00522,2023-12-03,PRD015,1,223.07,223.07,Marketplace,South
ORD00523,2023-03-27,PRD026,2,271.02,542.04,Mobile App,South
ORD00524,2024-08-30,PRD026,2,271.02,542.04,Marketplace,West
ORD00525,2023-12-30,PRD030,4,210.91,843.64,Website,North
ORD00526,2024-06-07,PRD027,4,94.6,378.4,Marketplace,East
ORD00527,2024-01-07,PRD021,2,128.81,257.62,Website,North
ORD00528,2023-07-19,PRD030,4,210.91,843.64,Mobile App,East
ORD00529,2024-09-01,PRD027,4,94.6,378.4,Mobile App,South
ORD00530,2024-12-16,PRD019,3,198.86,596.58,Website,South
ORD00531,2023-06-27,PRD024,1,191.91,191.91,Mobile App,North
ORD00532,2024-02-07,PRD013,1,107.72,107.72,Website,East
ORD00533,2023-10-08,PRD029,4,127.64,510.56,Website,East
ORD00534,2024-11-03,PRD029,3,127.64,382.92,Marketplace,East
ORD00535,2024-01-07,PRD025,4,29.76,119.04,Mobile App,South
ORD00536,2024-10-03,PRD022,3,143.36,430.08,Mobile App,South
ORD00537,2024-09-22,PRD015,3,223.07,669.21,Website,South
ORD00538,2023-07-21,PRD021,1,128.81,128.81,Marketplace,West
ORD00539,2024-07-30,PRD001,1,246.2,246.2,Marketplace,South
ORD00540,2023-10-30,PRD014,4,135.15,540.6,Mobile App,North
ORD00541,2024-11-13,PRD026,1,271.02,271.02,Marketplace,North
ORD00542,2024-01-06,PRD029,4,127.64,510.56,Marketplace,North
ORD00543,2024-08-22,PRD012,4,236.48,945.92,Marketplace,East
ORD00544,2023-07-26,PRD013,2,107.72,215.44,Marketplace,North
ORD00545,2023-08-06,PRD004,4,86.63,346.52,Mobile App,South
ORD00546,2024-03-04,PRD015,1,223.07,223.07,Website,North
ORD00547,2024-12-30,PRD025,3,29.76,89.28,Marketplace,East
ORD00548,2023-12-24,PRD007,1,126.34,126.34,Marketplace,East
ORD00549,2023-04-19,PRD026,2,271.02,542.04,Website,West
ORD00550,2024-01-29,PRD012,1,236.48,236.48,Mobile App,West
ORD00551,2023-09-09,PRD029,2,127.64,255.28,Website,South
ORD00552,2024-02-07,PRD027,4,94.6,378.4,Website,East
ORD00553,2024-02-01,PRD019,4,198.86,795.44,Website,South
ORD00554,2023-11-29,PRD022,2,143.36,286.72,Website,South
ORD00555,2023-08-23,PRD024,1,191.91,191.91,Website,East
ORD00556,2023-05-18,PRD030,2,210.91,421.82,Marketplace,East
ORD00557,2024-05-24,PRD007,1,126.34,126.34,Marketplace,East
ORD00558,2024-02-22,PRD022,4,143.36,573.44,Website,West
ORD00559,2023-06-20,PRD021,1,128.81,128.81,Mobile App,West
ORD00560,2024-07-20,PRD028,4,153.88,615.52,Mobile App,North
ORD00561,2023-02-01,PRD022,4,143.36,573.44,Mobile App,East
ORD00562,2024-06-27,PRD017,1,44.19,44.19,Marketplace,South
ORD00563,2024-05-29,PRD002,3,243.82,731.46,Mobile App,West
ORD00564,2024-08-15,PRD011,1,94.78,94.78,Mobile App,South
ORD00565,2023-10-09,PRD011,1,94.78,94.78,Marketplace,North
ORD00566,2024-04-29,PRD024,2,191.91,383.82,Marketplace,West
ORD00567,2024-08-22,PRD003,2,186.75,373.5,Website,South
ORD00568,2024-12-16,PRD011,3,94.78,284.34,Website,North
ORD00569,2023-12-28,PRD001,4,246.2,984.8,Mobile App,North
ORD00570,2023-01-28,PRD019,3,198.86,596.58,Mobile App,South
ORD00571,2024-01-02,PRD004,4,86.63,346.52,Website,East
ORD00572,2024-03-06,PRD027,1,94.6,94.6,Mobile App,South
ORD00573,2024-09-26,PRD003,4,186.75,747.0,Website,West
ORD00574,2024-09-30,PRD019,1,198.86,198.86,Website,North
ORD00575,2023-11-18,PRD030,1,210.91,210.91,Mobile App,East
ORD00576,2024-01-19,PRD029,1,127.64,127.64,Website,North
ORD00577,2023-11-30,PRD030,4,210.91,843.64,Website,East
ORD00578,2024-06-11,PRD020,4,65.35,261.4,Website,North
ORD00579,2023-10-27,PRD022,1,143.36,143.36,Marketplace,North
ORD00580,2024-04-22,PRD010,4,287.73,1150.92,Mobile App,North
ORD00581,2023-04-23,PRD020,4,65.35,261.4,Website,North
ORD00582,2023-12-09,PRD015,4,223.07,892.28,Mobile App,West
ORD00583,2024-12-08,PRD029,1,127.64,127.64,Mobile App,North
ORD00584,2023-09-05,PRD015,3,223.07,669.21,Marketplace,South
ORD00585,2024-05-20,PRD004,1,86.63,86.63,Website,North
ORD00586,2024-04-19,PRD019,2,198.86,397.72,Marketplace,South
ORD00587,2024-09-13,PRD021,3,128.81,386.43,Mobile App,West
ORD00588,2024-09-14,PRD016,4,193.43,773.72,Website,South
ORD00589,2024-09-19,PRD005,1,35.21,35.21,Website,South
ORD00590,2023-10-05,PRD010,4,287.73,1150.92,Marketplace,East
ORD00591,2023-08-20,PRD010,2,287.73,575.46,Website,West
ORD00592,2024-06-08,PRD010,3,287.73,863.19,Mobile App,East
ORD00593,2024-07-08,PRD001,2,246.2,492.4,Website,South
ORD00594,2024-09-28,PRD017,1,44.19,44.19,Mobile App,East
ORD00595,2023-01-27,PRD007,2,126.34,252.68,Marketplace,South
ORD00596,2023-02-19,PRD026,1,271.02,271.02,Mobile App,South
ORD00597,2024-04-05,PRD022,4,143.36,573.44,Marketplace,West
ORD00598,2024-11-03,PRD020,3,65.35,196.05,Marketplace,East
ORD00599,2024-12-29,PRD020,3,65.35,196.05,Mobile App,East
ORD00600,2024-06-29,PRD006,1,149.92,149.92,Mobile App,North
ORD00601,2023-11-13,PRD016,2,193.43,386.86,Website,South
ORD00602,2023-03-13,PRD023,2,200.74,401.48,Mobile App,South
ORD00603,2024-04-07,PRD008,4,168.52,674.08,Marketplace,East
ORD00604,2024-09-28,PRD026,4,271.02,1084.08,Website,West
ORD00605,2023-11-20,PRD006,1,149.92,149.92,Mobile App,North
ORD00606,2024-05-21,PRD003,3,186.75,560.25,Website,North
ORD00607,2024-10-21,PRD005,3,35.21,105.63,Mobile App,South
ORD00608,2023-02-03,PRD021,3,128.81,386.43,Website,North
ORD00609,2024-08-04,PRD007,2,126.34,252.68,Mobile App,South
ORD00610,2023-08-03,PRD008,3,168.52,505.56,Marketplace,South
ORD00611,2023-10-01,PRD011,2,94.78,189.56,Website,South
ORD00612,2023-04-17,PRD001,2,246.2,492.4,Mobile App,North
ORD00613,2024-01-23,PRD001,2,246.2,492.4,Mobile App,North
ORD00614,2024-02-18,PRD011,2,94.78,189.56,Mobile App,West
ORD00615,2024-08-01,PRD008,3,168.52,505.56,Mobile App,South
ORD00616,2023-05-05,PRD017,4,44.19,176.76,Marketplace,North
ORD00617,2023-02-27,PRD004,2,86.63,173.26,Website,South
ORD00618,2024-09-27,PRD007,4,126.34,505.36,Marketplace,East
ORD00619,2024-03-28,PRD011,4,94.78,379.12,Marketplace,South
ORD00620,2023-06-25,PRD030,1,210.91,210.91,Marketplace,South
ORD00621,2024-10-28,PRD028,3,153.88,461.64,Website,East
ORD00622,2023-04-15,PRD008,1,168.52,168.52,Marketplace,East
ORD00623,2023-12-03,PRD028,2,153.88,307.76,Marketplace,West
ORD00624,2023-07-05,PRD007,1,126.34,126.34,Mobile App,North
ORD00625,2023-07-06,PRD006,4,149.92,599.68,Marketplace,East
ORD00626,2023-01-07,PRD016,4,193.43,773.72,Website,East
ORD00627,2024-08-10,PRD023,3,200.74,602.22,Marketplace,West
ORD00628,2024-10-19,PRD023,4,200.74,802.96,Mobile App,East
ORD00629,2024-05-09,PRD019,4,198.86,795.44,Marketplace,North
ORD00630,2023-04-26,PRD007,2,126.34,252.68,Website,West
ORD00631,2023-11-19,PRD028,2,153.88,307.76,Mobile App,South
ORD00632,2023-09-10,PRD010,4,287.73,1150.92,Mobile App,South
ORD00633,2024-03-04,PRD030,3,210.91,632.73,Mobile App,North
ORD00634,2024-04-11,PRD005,1,35.21,35.21,Mobile App,West
ORD00635,2023-11-06,PRD017,3,44.19,132.57,Website,North
ORD00636,2023-07-02,PRD015,3,223.07,669.21,Mobile App,West
ORD00637,2024-09-09,PRD015,4,223.07,892.28,Mobile App,East
ORD00638,2023-05-26,PRD026,4,271.02,1084.08,Mobile App,East
ORD00639,2023-10-08,PRD013,1,107.72,107.72,Website,West
ORD00640,2023-12-19,PRD008,3,168.52,505.56,Marketplace,North
ORD00641,2023-06-23,PRD012,1,236.48,236.48,Mobile App,North
ORD00642,2024-02-22,PRD026,3,271.02,813.06,Website,North
ORD00643,2024-02-24,PRD004,1,86.63,86.63,Mobile App,North
ORD00644,2024-12-25,PRD018,2,214.78,429.56,Mobile App,South
ORD00645,2023-08-04,PRD022,3,143.36,430.08,Mobile App,East
ORD00646,2024-12-14,PRD024,3,191.91,575.73,Website,South
ORD00647,2024-04-25,PRD028,3,153.88,461.64,Website,East
ORD00648,2023-07-20,PRD010,3,287.73,863.19,Mobile App,West
ORD00649,2024-02-18,PRD027,1,94.6,94.6,Mobile App,South
ORD00650,2024-05-15,PRD028,4,153.88,615.52,Website,South
ORD00651,2024-06-27,PRD024,2,191.91,383.82,Mobile App,South
ORD00652,2023-02-05,PRD017,4,44.19,176.76,Marketplace,West
ORD00653,2024-03-18,PRD011,1,94.78,94.78,Mobile App,South
ORD00654,2023-12-29,PRD014,4,135.15,540.6,Website,West
ORD00655,2024-10-22,PRD015,1,223.07,223.07,Mobile App,South
ORD00656,2023-07-28,PRD019,2,198.86,397.72,Mobile App,North
ORD00657,2024-08-06,PRD016,3,193.43,580.29,Mobile App,South
ORD00658,2024-03-19,PRD014,4,135.15,540.6,Marketplace,West
ORD00659,2023-09-15,PRD025,3,29.76,89.28,Mobile App,North
ORD00660,2024-04-09,PRD019,1,198.86,198.86,Website,South
ORD00661,2024-03-29,PRD011,4,94.78,379.12,Mobile App,South
ORD00662,2024-05-09,PRD013,1,107.72,107.72,Marketplace,West
ORD00663,2024-06-10,PRD007,4,126.34,505.36,Website,East
ORD00664,2024-04-26,PRD019,4,198.86,795.44,Marketplace,East
ORD00665,2024-09-03,PRD003,2,186.75,373.5,Website,South
ORD00666,2024-04-03,PRD002,4,243.82,975.28,Website,South
ORD00667,2024-10-21,PRD007,1,126.34,126.34,Mobile App,East
ORD00668,2024-04-16,PRD007,2,126.34,252.68,Mobile App,North
ORD00669,2023-08-14,PRD015,1,223.07,223.07,Mobile App,North
ORD00670,2023-11-18,PRD006,3,149.92,449.76,Mobile App,West
ORD00671,2024-02-28,PRD006,1,149.92,149.92,Website,West
ORD00672,2024-06-18,PRD016,1,193.43,193.43,Mobile App,South
ORD00673,2023-03-07,PRD005,2,35.21,70.42,Mobile App,West
ORD00674,2023-08-04,PRD027,4,94.6,378.4,Website,East
ORD00675,2024-06-29,PRD019,2,198.86,397.72,Marketplace,West
ORD00676,2023-05-09,PRD009,2,126.96,253.92,Website,South
ORD00677,2023-04-07,PRD015,1,223.07,223.07,Mobile App,South
ORD00678,2024-01-29,PRD017,3,44.19,132.57,Marketplace,West
ORD00679,2024-12-10,PRD015,4,223.07,892.28,Marketplace,North
ORD00680,2024-01-23,PRD024,1,191.91,191.91,Mobile App,West
ORD00681,2024-10-28,PRD012,3,236.48,709.44,Mobile App,South
ORD00682,2024-08-29,PRD014,2,135.15,270.3,Website,West
ORD00683,2023-07-07,PRD015,4,223.07,892.28,Marketplace,South
ORD00684,2024-08-25,PRD023,1,200.74,200.74,Mobile App,North
ORD00685,2023-12-18,PRD008,2,168.52,337.04,Mobile App,East
ORD00686,2024-08-11,PRD022,1,143.36,143.36,Marketplace,South
ORD00687,2024-06-28,PRD030,4,210.91,843.64,Mobile App,North
ORD00688,2023-09-05,PRD012,1,236.48,236.48,Website,East
ORD00689,2023-03-26,PRD014,4,135.15,540.6,Website,East
ORD00690,2024-12-03,PRD007,1,126.34,126.34,Mobile App,North
ORD00691,2023-04-13,PRD003,4,186.75,747.0,Mobile App,East
ORD00692,2024-12-06,PRD024,4,191.91,767.64,Website,West
ORD00693,2024-09-19,PRD002,1,243.82,243.82,Mobile App,North
ORD00694,2024-06-12,PRD023,2,200.74,401.48,Mobile App,West
ORD00695,2024-12-16,PRD016,4,193.43,773.72,Website,North
ORD00696,2024-12-07,PRD018,2,214.78,429.56,Marketplace,West
ORD00697,2024-08-10,PRD005,4,35.21,140.84,Mobile App,South
ORD00698,2023-09-25,PRD006,1,149.92,149.92,Marketplace,North
ORD00699,2024-07-31,PRD006,3,149.92,449.76,Website,West
ORD00700,2023-01-11,PRD006,1,149.92,149.92,Marketplace,North
ORD00701,2024-01-27,PRD022,3,143.36,430.08,Website,West
ORD00702,2023-11-28,PRD012,2,236.48,472.96,Website,North
ORD00703,2024-05-06,PRD029,2,127.64,255.28,Mobile App,North
ORD00704,2024-05-05,PRD027,1,94.6,94.6,Mobile App,East
ORD00705,2024-03-02,PRD015,1,223.07,223.07,Marketplace,North
ORD00706,2024-08-23,PRD002,4,243.82,975.28,Website,South
ORD00707,2024-11-17,PRD012,2,236.48,472.96,Website,North
ORD00708,2023-03-21,PRD001,4,246.2,984.8,Website,North
ORD00709,2023-06-20,PRD011,2,94.78,189.56,Marketplace,North
ORD00710,2023-01-19,PRD008,1,168.52,168.52,Marketplace,South
ORD00711,2024-10-07,PRD024,2,191.91,383.82,Website,West
ORD00712,2024-02-14,PRD017,1,44.19,44.19,Mobile App,East
ORD00713,2024-10-30,PRD018,2,214.78,429.56,Marketplace,South
ORD00714,2023-06-11,PRD030,4,210.91,843.64,Mobile App,North
ORD00715,2023-02-16,PRD008,2,168.52,337.04,Website,East
ORD00716,2024-08-24,PRD011,2,94.78,189.56,Website,West
ORD00717,2024-10-25,PRD021,3,128.81,386.43,Website,West
ORD00718,2023-08-09,PRD007,4,126.34,505.36,Website,North
ORD00719,2023-10-26,PRD022,3,143.36,430.08,Marketplace,East
ORD00720,2023-04-13,PRD002,1,243.82,243.82,Website,West
ORD00721,2024-11-21,PRD010,4,287.73,1150.92,Website,South
ORD00722,2023-08-11,PRD009,1,126.96,126.96,Marketplace,East
ORD00723,2023-12-26,PRD021,4,128.81,515.24,Marketplace,South
ORD00724,2023-03-12,PRD011,2,94.78,189.56,Marketplace,East
ORD00725,2024-10-09,PRD028,4,153.88,615.52,Website,East
ORD00726,2023-04-10,PRD001,4,246.2,984.8,Mobile App,South
ORD00727,2023-11-28,PRD017,1,44.19,44.19,Website,North
ORD00728,2024-05-04,PRD020,1,65.35,65.35,Mobile App,South
ORD00729,2024-06-26,PRD024,4,191.91,767.64,Website,North
ORD00730,2024-11-21,PRD002,2,243.82,487.64,Mobile App,West
ORD00731,2023-11-02,PRD010,2,287.73,575.46,Website,West
ORD00732,2024-06-25,PRD007,1,126.34,126.34,Website,West
ORD00733,2023-04-23,PRD024,3,191.91,575.73,Website,East
ORD00734,2023-10-30,PRD011,1,94.78,94.78,Marketplace,West
ORD00735,2023-03-14,PRD021,3,128.81,386.43,Website,South
ORD00736,2023-12-24,PRD028,3,153.88,461.64,Mobile App,South
ORD00737,2023-10-25,PRD007,1,126.34,126.34,Marketplace,South
ORD00738,2024-11-25,PRD026,2,271.02,542.04,Marketplace,West
ORD00739,2023-01-24,PRD017,3,44.19,132.57,Website,West
ORD00740,2023-09-28,PRD021,1,128.81,128.81,Website,West
ORD00741,2023-11-20,PRD003,2,186.75,373.5,Website,South
ORD00742,2024-11-24,PRD007,2,126.34,252.68,Website,South
ORD00743,2024-09-16,PRD019,2,198.86,397.72,Website,North
ORD00744,2023-03-14,PRD014,4,135.15,540.6,Mobile App,South
ORD00745,2024-05-15,PRD024,2,191.91,383.82,Website,West
ORD00746,2024-02-02,PRD006,2,149.92,299.84,Mobile App,East
ORD00747,2024-12-14,PRD019,4,198.86,795.44,Marketplace,South
ORD00748,2023-09-19,PRD009,4,126.96,507.84,Website,East
ORD00749,2023-10-18,PRD013,4,107.72,430.88,Website,West
ORD00750,2023-05-19,PRD015,4,223.07,892.28,Marketplace,West
ORD00751,2023-03-31,PRD025,2,29.76,59.52,Mobile App,North
ORD00752,2024-09-11,PRD025,4,29.76,119.04,Mobile App,North
ORD00753,2023-11-28,PRD025,3,29.76,89.28,Marketplace,South
ORD00754,2024-04-28,PRD018,2,214.78,429.56,Mobile App,West
ORD00755,2024-04-13,PRD015,3,223.07,669.21,Mobile App,East
ORD00756,2024-03-11,PRD013,4,107.72,430.88,Website,East
ORD00757,2023-01-16,PRD005,4,35.21,140.84,Website,South
ORD00758,2024-07-28,PRD030,2,210.91,421.82,Website,North
ORD00759,2023-06-27,PRD028,3,153.88,461.64,Mobile App,West
ORD00760,2023-04-02,PRD030,4,210.91,843.64,Mobile App,East
ORD00761,2024-02-17,PRD013,4,107.72,430.88,Mobile App,North
ORD00762,2023-02-20,PRD014,1,135.15,135.15,Website,West
ORD00763,2024-07-12,PRD030,2,210.91,421.82,Website,West
ORD00764,2023-06-01,PRD009,3,126.96,380.88,Marketplace,West
ORD00765,2023-06-07,PRD021,3,128.81,386.43,Marketplace,North
ORD00766,2024-09-26,PRD021,4,128.81,515.24,Mobile App,South
ORD00767,2023-08-28,PRD008,4,168.52,674.08,Website,East
ORD00768,2023-04-18,PRD021,1,128.81,128.81,Marketplace,South
ORD00769,2024-10-19,PRD009,4,126.96,507.84,Marketplace,South
ORD00770,2023-01-03,PRD009,2,126.96,253.92,Marketplace,South
ORD00771,2024-09-18,PRD001,1,246.2,246.2,Website,West
ORD00772,2023-04-16,PRD013,1,107.72,107.72,Marketplace,South
ORD00773,2023-04-05,PRD029,4,127.64,510.56,Website,West
ORD00774,2023-07-02,PRD009,3,126.96,380.88,Marketplace,West
ORD00775,2023-05-08,PRD019,3,198.86,596.58,Marketplace,West
ORD00776,2024-04-27,PRD025,1,29.76,29.76,Website,East
ORD00777,2023-01-19,PRD027,2,94.6,189.2,Mobile App,South
ORD00778,2023-01-11,PRD030,4,210.91,843.64,Marketplace,East
ORD00779,2024-07-30,PRD001,2,246.2,492.4,Mobile App,North
ORD00780,2023-06-23,PRD004,1,86.63,86.63,Marketplace,West
ORD00781,2023-08-25,PRD017,4,44.19,176.76,Marketplace,East
ORD00782,2023-05-08,PRD024,4,191.91,767.64,Website,South
ORD00783,2023-02-08,PRD012,2,236.48,472.96,Marketplace,South
ORD00784,2024-06-25,PRD007,4,126.34,505.36,Website,North
ORD00785,2024-01-20,PRD015,2,223.07,446.14,Website,South
ORD00786,2024-06-28,PRD002,2,243.82,487.64,Website,East
ORD00787,2023-12-14,PRD029,4,127.64,510.56,Mobile App,North
ORD00788,2024-07-21,PRD028,2,153.88,307.76,Website,East
ORD00789,2024-01-10,PRD003,4,186.75,747.0,Website,East
ORD00790,2023-03-21,PRD003,3,186.75,560.25,Website,South
ORD00791,2024-01-03,PRD016,4,193.43,773.72,Marketplace,North
ORD00792,2024-11-21,PRD001,1,246.2,246.2,Mobile App,North
ORD00793,2023-02-01,PRD022,1,143.36,143.36,Website,South
ORD00794,2024-07-25,PRD017,1,44.19,44.19,Mobile App,East
ORD00795,2024-09-24,PRD030,4,210.91,843.64,Mobile App,East
ORD00796,2024-01-16,PRD020,4,65.35,261.4,Mobile App,East
