ReturnID,SalesID,ReturnDate,ProductID,StoreID,ReturnQuantity,RefundAmount,ReturnReason
RET0359,SAL05171,2024-05-10,PRD009,STR02,1,928.47,Not as Described
RET0360,SAL03909,2022-10-16,PRD050,STR12,1,213.28,Changed Mind
RET0361,SAL03913,2025-07-02,PRD004,STR04,1,392.33,Defective
RET0362,SAL01334,2024-09-17,PRD042,STR12,1,112.2,Not as Described
RET0363,SAL05676,2024-07-24,PRD008,STR06,1,334.57,Wrong Item
RET0364,SAL02412,2022-05-30,PRD046,STR11,1,453.32,Not as Described
RET0365,SAL01399,2024-08-29,PRD027,STR05,1,220.01,Damaged
RET0366,SAL04575,2025-03-05,PRD063,STR01,1,805.99,Wrong Item
RET0367,SAL01546,2023-06-13,PRD073,STR03,1,230.3,Changed Mind
RET0368,SAL03614,2022-11-22,PRD043,STR06,2,245.97,Changed Mind
RET0369,SAL03257,2023-06-17,PRD001,STR02,1,687.57,Changed Mind
RET0370,SAL01351,2022-07-10,PRD013,STR04,1,247.4,Defective
RET0371,SAL00806,2024-07-18,PRD001,STR09,1,837.18,Defective
RET0372,SAL04305,2023-09-19,PRD042,STR05,2,501.96,Defective
RET0373,SAL03486,2025-05-11,PRD043,STR09,1,132.37,Wrong Item
RET0374,SAL03773,2025-05-07,PRD052,STR06,1,909.95,Damaged
RET0375,SAL01921,2025-08-07,PRD058,STR01,1,216.39,Changed Mind
RET0376,SAL02947,2023-01-12,PRD079,STR10,1,867.72,Not as Described
RET0377,SAL00675,2022-02-08,PRD071,STR01,1,483.36,Damaged
RET0378,SAL02885,2025-05-07,PRD004,STR03,1,481.93,Changed Mind
RET0379,SAL03925,2022-09-26,PRD067,STR12,1,248.42,Damaged
RET0380,SAL05201,2025-06-20,PRD038,STR11,1,383.37,Defective
RET0381,SAL04789,2024-03-17,PRD009,STR03,1,515.75,Not as Described
RET0382,SAL05984,2024-04-02,PRD043,STR12,1,140.02,Not as Described
RET0383,SAL01912,2024-11-10,PRD063,STR05,1,363.07,Damaged
RET0384,SAL03871,2024-11-14,PRD011,STR01,1,240.78,Damaged
RET0385,SAL05680,2022-08-14,PRD022,STR05,1,702.84,Damaged
RET0386,SAL01152,2024-02-05,PRD028,STR11,1,96.17,Defective
RET0387,SAL01291,2025-07-22,PRD053,STR08,1,265.85,Defective
RET0388,SAL03606,2025-04-09,PRD053,STR03,1,237.7,Not as Described
RET0389,SAL05654,2024-04-07,PRD078,STR07,1,79.39,Defective
RET0390,SAL00891,2025-07-05,PRD003,STR12,1,287.27,Wrong Item
RET0391,SAL04142,2024-01-08,PRD069,STR07,1,713.36,Wrong Item
RET0392,SAL04485,2025-02-28,PRD059,STR12,1,595.04,Not as Described
RET0393,SAL04871,2022-12-19,PRD063,STR04,1,241.52,Not as Described
RET0394,SAL02061,2024-05-20,PRD017,STR01,2,184.81,Not as Described
RET0395,SAL04358,2024-10-28,PRD052,STR12,1,1647.83,Changed Mind
RET0396,SAL03729,2022-10-14,PRD078,STR07,1,107.59,Changed Mind
RET0397,SAL02309,2022-04-26,PRD057,STR11,1,73.45,Not as Described
RET0398,SAL05736,2025-02-10,PRD060,STR12,1,224.02,Wrong Item
RET0399,SAL04037,2022-01-28,PRD023,STR02,2,1153.19,Not as Described
RET0400,SAL02296,2025-01-17,PRD043,STR08,1,96.49,Changed Mind
RET0401,SAL04675,2023-05-14,PRD034,STR06,1,699.34,Not as Described
RET0402,SAL03342,2024-04-08,PRD067,STR05,1,281.67,Damaged
RET0403,SAL04330,2025-07-17,PRD011,STR09,1,581.56,Defective
RET0404,SAL03024,2024-02-24,PRD025,STR09,2,612.83,Wrong Item
RET0405,SAL03355,2022-08-19,PRD079,STR10,1,449.33,Wrong Item
RET0406,SAL01157,2022-07-16,PRD057,STR01,1,57.42,Wrong Item
RET0407,SAL03644,2024-06-12,PRD077,STR10,1,313.78,Changed Mind
RET0408,SAL05701,2024-10-23,PRD062,STR09,1,156.92,Damaged
RET0409,SAL04934,2022-11-30,PRD068,STR11,1,102.71,Damaged
RET0410,SAL04742,2025-02-01,PRD070,STR04,1,243.99,Damaged
RET0411,SAL03699,2022-07-31,PRD075,STR12,1,199.0,Changed Mind
RET0412,SAL02532,2022-08-05,PRD036,STR12,1,498.65,Not as Described
RET0413,SAL00208,2022-05-18,PRD075,STR12,1,1054.77,Changed Mind
RET0414,SAL04739,2024-02-14,PRD022,STR02,1,340.25,Not as Described
RET0415,SAL00565,2023-02-02,PRD047,STR11,1,484.73,Changed Mind
RET0416,SAL03868,2023-04-18,PRD069,STR10,3,1129.77,Changed Mind
RET0417,SAL04006,2024-11-22,PRD026,STR06,1,426.92,Changed Mind
RET0418,SAL04734,2024-04-21,PRD062,STR04,1,116.59,Wrong Item
RET0419,SAL04100,2023-01-22,PRD040,STR06,2,208.57,Not as Described
RET0420,SAL05628,2024-02-08,PRD013,STR03,1,463.57,Not as Described
RET0421,SAL05424,2023-04-16,PRD005,STR02,1,490.01,Wrong Item
RET0422,SAL04941,2025-03-19,PRD080,STR03,1,281.0,Defective
RET0423,SAL00454,2025-01-06,PRD033,STR12,2,114.14,Not as Described
RET0424,SAL04874,2024-10-15,PRD023,STR09,2,958.12,Wrong Item
RET0425,SAL03160,2024-03-26,PRD040,STR11,1,71.99,Not as Described
RET0426,SAL05467,2024-05-02,PRD029,STR01,1,997.51,Not as Described
RET0427,SAL02734,2023-03-29,PRD028,STR12,1,130.7,Damaged
RET0428,SAL05899,2022-08-08,PRD035,STR11,1,175.31,Defective
RET0429,SAL02067,2024-08-10,PRD032,STR01,1,513.05,Changed Mind
RET0430,SAL05930,2023-06-29,PRD028,STR07,1,98.67,Damaged
RET0431,SAL04187,2025-02-15,PRD033,STR12,1,146.65,Defective
RET0432,SAL05311,2025-08-02,PRD007,STR09,1,231.55,Changed Mind
RET0433,SAL05685,2022-10-03,PRD059,STR12,1,296.87,Damaged
RET0434,SAL01214,2022-12-28,PRD074,STR04,1,831.59,Changed Mind
RET0435,SAL02021,2025-06-21,PRD009,STR07,1,569.73,Not as Described
RET0436,SAL02865,2023-01-17,PRD072,STR04,1,270.48,Not as Described
RET0437,SAL04704,2025-05-25,PRD063,STR01,1,1407.28,Not as Described
RET0438,SAL02615,2022-09-11,PRD012,STR10,1,495.7,Changed Mind
RET0439,SAL00190,2024-09-22,PRD070,STR08,3,931.78,Defective
RET0440,SAL02766,2022-12-23,PRD007,STR01,1,465.6,Changed Mind
RET0441,SAL02291,2023-08-22,PRD004,STR02,2,389.67,Changed Mind
RET0442,SAL03211,2025-06-02,PRD026,STR06,1,308.8,Wrong Item
RET0443,SAL02735,2023-10-16,PRD019,STR08,1,326.86,Wrong Item
RET0444,SAL01452,2024-02-26,PRD078,STR09,1,239.7,Defective
RET0445,SAL00948,2024-02-05,PRD030,STR07,1,220.33,Damaged
RET0446,SAL01981,2023-10-12,PRD066,STR11,1,207.41,Changed Mind
RET0447,SAL03266,2022-06-19,PRD039,STR01,1,216.86,Wrong Item
RET0448,SAL04424,2023-06-26,PRD021,STR03,1,1164.58,Damaged
RET0449,SAL01501,2025-03-24,PRD071,STR02,1,311.96,Changed Mind
RET0450,SAL05110,2024-07-22,PRD047,STR11,1,259.21,Wrong Item
RET0451,SAL02292,2023-01-09,PRD006,STR10,1,551.93,Damaged
RET0452,SAL00981,2025-03-18,PRD002,STR01,1,303.76,Changed Mind
RET0453,SAL02225,2025-01-10,PRD056,STR09,1,353.17,Not as Described
RET0454,SAL04812,2023-05-22,PRD004,STR03,1,435.43,Wrong Item
RET0455,SAL02762,2022-05-13,PRD068,STR05,1,275.52,Damaged
RET0456,SAL03762,2024-03-27,PRD078,STR10,1,114.17,Wrong Item
RET0457,SAL00850,2024-11-02,PRD028,STR06,1,201.67,Defective
RET0458,SAL02973,2023-09-29,PRD005,STR05,1,191.98,Wrong Item
RET0459,SAL05047,2023-03-03,PRD007,STR01,1,199.0,Defective
RET0460,SAL01226,2025-01-05,PRD047,STR08,2,715.54,Damaged
RET0461,SAL05999,2023-11-04,PRD050,STR12,1,240.02,Changed Mind
RET0462,SAL04628,2023-06-10,PRD074,STR04,4,3737.86,Defective
RET0463,SAL02901,2022-01-14,PRD058,STR09,1,404.13,Not as Described
RET0464,SAL01331,2025-01-07,PRD024,STR11,2,2732.56,Wrong Item
RET0465,SAL05490,2024-03-13,PRD051,STR09,1,452.59,Wrong Item
RET0466,SAL02282,2024-03-10,PRD009,STR08,1,284.37,Defective
RET0467,SAL04062,2024-01-14,PRD003,STR05,1,430.29,Damaged
RET0468,SAL03795,2025-08-09,PRD072,STR11,1,254.19,Damaged
RET0469,SAL00729,2022-09-11,PRD058,STR06,1,360.11,Changed Mind
RET0470,SAL00050,2024-02-12,PRD051,STR11,1,1506.71,Changed Mind
RET0471,SAL02602,2024-02-03,PRD063,STR01,1,336.94,Changed Mind
RET0472,SAL03821,2022-07-27,PRD035,STR06,1,446.23,Not as Described
RET0473,SAL01849,2023-07-13,PRD040,STR02,1,193.0,Defective
RET0474,SAL00468,2024-05-17,PRD027,STR12,1,311.0,Wrong Item
RET0475,SAL00235,2024-12-08,PRD013,STR05,1,415.29,Defective
RET0476,SAL04246,2023-05-06,PRD049,STR06,1,433.26,Not as Described
RET0477,SAL01905,2023-01-21,PRD018,STR10,1,1098.31,Damaged
RET0478,SAL03411,2023-04-25,PRD013,STR09,1,206.89,Not as Described
RET0479,SAL03178,2022-05-22,PRD014,STR08,2,722.5,Wrong Item
RET0480,SAL02961,2025-04-08,PRD028,STR09,1,146.93,Not as Described
RET0481,SAL03647,2022-04-26,PRD046,STR09,1,530.55,Defective
RET0482,SAL03097,2022-07-04,PRD060,STR11,2,442.55,Defective
RET0483,SAL03550,2022-10-28,PRD078,STR07,1,255.55,Changed Mind
RET0484,SAL02199,2024-02-27,PRD020,STR12,1,142.72,Defective
RET0485,SAL02780,2023-10-12,PRD039,STR07,1,229.21,Changed Mind
RET0486,SAL04375,2025-05-03,PRD040,STR06,1,249.83,Wrong Item
RET0487,SAL01584,2025-02-12,PRD049,STR01,4,1968.92,Defective
RET0488,SAL03751,2022-08-12,PRD011,STR04,1,241.62,Changed Mind
RET0489,SAL05643,2022-10-26,PRD072,STR08,1,384.44,Changed Mind
RET0490,SAL01510,2023-08-24,PRD048,STR09,1,39.96,Damaged
RET0491,SAL05111,2025-01-17,PRD078,STR11,1,102.99,Changed Mind
RET0492,SAL05552,2023-01-23,PRD036,STR12,1,497.13,Defective
RET0493,SAL02778,2025-04-01,PRD048,STR02,1,63.21,Wrong Item
RET0494,SAL05817,2024-06-18,PRD032,STR07,1,482.3,Damaged
RET0495,SAL00420,2025-06-03,PRD002,STR12,1,345.34,Damaged
RET0496,SAL05261,2023-12-15,PRD063,STR04,1,442.55,Not as Described
RET0497,SAL04569,2024-06-24,PRD061,STR04,1,34.67,Defective
RET0498,SAL05179,2022-07-29,PRD069,STR09,1,233.28,Wrong Item
RET0499,SAL04887,2022-11-27,PRD074,STR06,1,648.42,Defective
RET0500,SAL01030,2023-08-09,PRD072,STR10,1,327.67,Wrong Item
RET0501,SAL04538,2024-01-30,PRD054,STR07,1,246.54,Changed Mind
RET0502,SAL01859,2022-07-11,PRD055,STR08,1,326.31,Damaged
RET0503,SAL04821,2023-10-17,PRD029,STR06,1,550.27,Defective
RET0504,SAL01615,2023-03-13,PRD076,STR11,1,700.51,Not as Described
RET0505,SAL00169,2023-12-24,PRD077,STR04,1,954.9,Not as Described
RET0506,SAL01021,2023-07-12,PRD041,STR02,1,431.41,Damaged
RET0507,SAL01799,2025-01-02,PRD066,STR10,1,139.48,Wrong Item
RET0508,SAL04629,2023-09-10,PRD027,STR08,1,287.9,Defective
RET0509,SAL04389,2025-08-27,PRD020,STR09,1,103.2,Wrong Item
RET0510,SAL00102,2022-02-08,PRD006,STR02,1,723.2,Defective
RET0511,SAL04018,2025-06-18,PRD071,STR04,1,464.08,Damaged
RET0512,SAL03324,2023-05-08,PRD013,STR11,1,663.49,Defective
RET0513,SAL03185,2024-11-09,PRD026,STR06,1,397.25,Damaged
RET0514,SAL02584,2025-05-02,PRD017,STR04,1,59.1,Defective
RET0515,SAL01473,2024-08-28,PRD023,STR11,1,883.09,Changed Mind
RET0516,SAL00901,2024-06-05,PRD059,STR09,1,383.9,Wrong Item
RET0517,SAL01424,2023-07-10,PRD025,STR03,1,562.53,Wrong Item
RET0518,SAL02544,2024-10-08,PRD042,STR01,1,113.43,Not as Described
RET0519,SAL04492,2023-05-31,PRD017,STR01,1,309.18,Wrong Item
RET0520,SAL05703,2023-08-05,PRD018,STR11,1,1629.32,Defective
RET0521,SAL02640,2025-04-03,PRD011,STR12,1,539.76,Damaged
RET0522,SAL00251,2022-12-21,PRD050,STR07,1,624.28,Changed Mind
RET0523,SAL05101,2025-07-17,PRD077,STR07,1,297.57,Not as Described
RET0524,SAL01937,2023-05-21,PRD016,STR05,1,279.8,Damaged
RET0525,SAL00223,2023-05-01,PRD060,STR12,1,58.67,Changed Mind
RET0526,SAL04932,2024-05-20,PRD063,STR04,1,563.03,Changed Mind
RET0527,SAL03038,2024-01-16,PRD051,STR10,1,400.61,Defective
RET0528,SAL05922,2023-01-25,PRD037,STR03,2,201.36,Changed Mind
RET0529,SAL05956,2025-08-01,PRD036,STR08,1,443.36,Defective
RET0530,SAL00888,2024-04-08,PRD071,STR09,1,323.7,Changed Mind
RET0531,SAL03359,2023-04-28,PRD053,STR07,1,109.97,Changed Mind
RET0532,SAL01247,2022-11-07,PRD077,STR12,1,747.24,Changed Mind
RET0533,SAL05975,2022-11-09,PRD041,STR06,1,338.82,Damaged
RET0534,SAL02423,2023-09-13,PRD009,STR09,2,948.34,Changed Mind
RET0535,SAL05507,2024-06-17,PRD055,STR06,1,195.55,Changed Mind
RET0536,SAL02830,2023-08-02,PRD014,STR06,1,641.98,Wrong Item
RET0537,SAL03802,2024-10-17,PRD069,STR03,1,193.68,Wrong Item
RET0538,SAL04762,2022-09-01,PRD079,STR12,1,984.44,Wrong Item
RET0539,SAL03489,2024-08-01,PRD001,STR09,1,667.9,Wrong Item
RET0540,SAL04274,2022-02-14,PRD049,STR02,1,771.32,Changed Mind
RET0541,SAL02563,2025-02-24,PRD063,STR12,1,1237.28,Wrong Item
RET0542,SAL04410,2022-05-29,PRD035,STR09,1,164.23,Changed Mind
RET0543,SAL00065,2022-12-05,PRD050,STR04,1,537.41,Wrong Item
RET0544,SAL00085,2022-04-19,PRD003,STR05,1,289.32,Defective
RET0545,SAL04576,2024-12-23,PRD053,STR05,1,233.69,Defective
RET0546,SAL03322,2024-12-26,PRD075,STR07,1,798.52,Wrong Item
RET0547,SAL04216,2025-04-27,PRD063,STR03,1,877.53,Damaged
RET0548,SAL02974,2025-04-27,PRD057,STR05,1,123.89,Not as Described
RET0549,SAL00243,2023-03-16,PRD071,STR08,1,1168.92,Damaged
RET0550,SAL00153,2025-01-24,PRD066,STR09,1,399.47,Wrong Item
RET0551,SAL04537,2023-01-24,PRD005,STR02,1,166.6,Not as Described
RET0552,SAL02127,2023-09-04,PRD075,STR06,1,262.4,Not as Described
RET0553,SAL02232,2022-02-14,PRD062,STR07,1,194.02,Wrong Item
RET0554,SAL03991,2025-02-23,PRD077,STR08,1,615.21,Damaged
RET0555,SAL00959,2023-09-21,PRD033,STR06,1,91.58,Changed Mind
RET0556,SAL03768,2022-01-24,PRD072,STR07,1,246.16,Not as Described
RET0557,SAL02618,2025-04-13,PRD063,STR12,1,376.65,Changed Mind
RET0558,SAL03985,2024-03-02,PRD043,STR11,1,192.45,Changed Mind
RET0559,SAL03633,2025-06-24,PRD075,STR12,1,592.53,Wrong Item
RET0560,SAL04446,2023-09-29,PRD015,STR10,1,526.71,Damaged
RET0561,SAL00029,2024-06-08,PRD027,STR07,1,149.64,Wrong Item
RET0562,SAL04024,2025-06-17,PRD024,STR08,1,438.42,Defective
RET0563,SAL04869,2022-08-20,PRD036,STR11,1,1701.83,Damaged
RET0564,SAL02893,2023-03-24,PRD027,STR09,2,289.31,Changed Mind
RET0565,SAL04143,2023-05-23,PRD034,STR04,1,362.38,Defective
RET0566,SAL01390,2022-07-18,PRD022,STR08,1,263.25,Wrong Item
RET0567,SAL02515,2025-04-30,PRD068,STR03,1,128.09,Changed Mind
RET0568,SAL05340,2025-08-16,PRD036,STR06,1,347.5,Wrong Item
RET0569,SAL00609,2023-05-13,PRD072,STR03,1,404.14,Not as Described
RET0570,SAL02793,2023-12-22,PRD076,STR07,2,1637.18,Defective
RET0571,SAL02951,2025-03-29,PRD033,STR08,1,146.7,Changed Mind
RET0572,SAL01974,2022-06-04,PRD053,STR08,2,210.4,Not as Described
RET0573,SAL03011,2022-03-23,PRD053,STR06,1,69.03,Not as Described
RET0574,SAL04352,2023-03-24,PRD004,STR04,1,533.56,Wrong Item
RET0575,SAL02956,2023-06-07,PRD004,STR12,1,226.42,Changed Mind
RET0576,SAL04623,2022-05-23,PRD020,STR04,1,108.71,Damaged
RET0577,SAL01931,2023-09-01,PRD036,STR01,1,316.9,Damaged
RET0578,SAL05646,2025-05-27,PRD073,STR09,2,514.78,Wrong Item
RET0579,SAL04270,2022-06-10,PRD060,STR02,1,101.06,Damaged
RET0580,SAL05503,2022-06-30,PRD047,STR03,1,1293.44,Defective
RET0581,SAL03304,2022-11-03,PRD054,STR06,2,416.84,Damaged
RET0582,SAL01316,2022-09-10,PRD047,STR05,1,1110.56,Not as Described
RET0583,SAL01982,2022-03-23,PRD053,STR07,1,95.46,Not as Described
RET0584,SAL01477,2023-11-13,PRD073,STR06,1,218.79,Wrong Item
RET0585,SAL04902,2023-11-30,PRD049,STR12,1,570.69,Wrong Item
RET0586,SAL00858,2025-07-20,PRD080,STR09,1,261.4,Changed Mind
RET0587,SAL02761,2022-10-15,PRD063,STR12,1,288.07,Changed Mind
RET0588,SAL02638,2025-02-26,PRD058,STR05,1,523.38,Defective
RET0589,SAL01432,2025-05-05,PRD052,STR02,1,416.55,Damaged
RET0590,SAL04916,2024-03-14,PRD039,STR06,1,388.29,Defective
RET0591,SAL03130,2022-01-25,PRD063,STR07,1,211.67,Defective
RET0592,SAL05994,2025-02-25,PRD033,STR11,1,78.93,Changed Mind
RET0593,SAL04392,2024-02-26,PRD033,STR08,1,78.07,Changed Mind
RET0594,SAL00849,2025-04-06,PRD015,STR01,1,166.72,Defective
RET0595,SAL03063,2022-09-29,PRD041,STR05,3,1549.83,Not as Described
RET0596,SAL03269,2024-08-11,PRD016,STR01,1,516.14,Changed Mind
RET0597,SAL03717,2022-10-02,PRD065,STR05,2,1646.11,Not as Described
RET0598,SAL02046,2023-09-16,PRD015,STR12,1,146.34,Not as Described
RET0599,SAL00758,2022-10-03,PRD077,STR05,1,342.24,Damaged
RET0600,SAL04637,2023-11-15,PRD078,STR07,1,233.47,Changed Mind
