SalesID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,Discount,SalesAmount
S0449,2024-10-08,C066,P201,4,85.48,0.0,341.92
S0450,2024-11-21,C007,P401,2,33.24,0.05,63.16
S0451,2024-11-03,C012,P101,2,69.16,0.05,131.4
S0452,2024-04-23,C012,P301,1,33.93,0.0,33.93
S0453,2024-07-15,C011,P203,5,33.07,0.0,165.35
S0454,2024-12-30,C079,P301,5,33.93,0.0,169.65
S0455,2024-08-12,C008,P401,2,33.24,0.05,63.16
S0456,2024-04-09,C026,P101,5,69.16,0.0,345.8
S0457,2024-12-23,C077,P101,5,69.16,0.1,311.22
S0458,2024-07-03,C079,P201,2,85.48,0.0,170.96
S0459,2024-05-21,C001,P201,2,85.48,0.0,170.96
S0460,2024-10-27,C046,P301,4,33.93,0.05,128.93
S0461,2024-02-16,C067,P201,1,85.48,0.0,85.48
S0462,2024-06-27,C037,P303,5,86.95,0.1,391.28
S0463,2024-04-09,C036,P203,2,33.07,0.1,59.53
S0464,2024-05-13,C052,P302,5,74.62,0.0,373.1
S0465,2024-10-13,C053,P103,5,67.34,0.0,336.7
S0466,2024-02-29,C065,P102,3,36.5,0.0,109.5
S0467,2024-05-08,C033,P303,5,86.95,0.1,391.28
S0468,2024-09-04,C057,P403,4,21.05,0.1,75.78
S0469,2024-10-27,C044,P201,4,85.48,0.05,324.82
S0470,2024-02-04,C062,P101,1,69.16,0.0,69.16
S0471,2024-07-30,C029,P301,2,33.93,0.0,67.86
S0472,2024-12-24,C067,P203,5,33.07,0.0,165.35
S0473,2024-07-23,C032,P202,3,83.85,0.0,251.55
S0474,2024-04-01,C044,P402,1,37.5,0.1,33.75
S0475,2024-10-20,C041,P302,3,74.62,0.0,223.86
S0476,2024-04-12,C024,P202,2,83.85,0.05,159.31
S0477,2024-04-27,C031,P201,3,85.48,0.0,256.44
S0478,2024-03-20,C032,P201,5,85.48,0.0,427.4
S0479,2024-11-10,C016,P102,1,36.5,0.05,34.67
S0480,2024-07-09,C070,P101,1,69.16,0.05,65.7
S0481,2024-05-20,C041,P401,4,33.24,0.1,119.66
S0482,2024-07-22,C024,P302,5,74.62,0.0,373.1
S0483,2024-09-26,C074,P201,2,85.48,0.0,170.96
S0484,2024-09-14,C062,P301,5,33.93,0.0,169.65
S0485,2024-03-02,C051,P203,2,33.07,0.05,62.83
S0486,2024-12-18,C067,P403,4,21.05,0.0,84.2
S0487,2024-10-24,C002,P101,2,69.16,0.05,131.4
S0488,2024-05-12,C042,P102,3,36.5,0.1,98.55
S0489,2024-05-17,C071,P103,3,67.34,0.0,202.02
S0490,2024-04-04,C079,P302,3,74.62,0.0,223.86
S0491,2024-12-24,C055,P302,2,74.62,0.05,141.78
S0492,2024-08-18,C047,P203,4,33.07,0.0,132.28
S0493,2024-12-17,C074,P103,2,67.34,0.1,121.21
S0494,2024-10-11,C013,P201,3,85.48,0.0,256.44
S0495,2024-03-17,C049,P301,2,33.93,0.0,67.86
S0496,2024-09-12,C002,P302,2,74.62,0.05,141.78
S0497,2024-09-06,C067,P103,5,67.34,0.0,336.7
S0498,2024-01-25,C033,P202,5,83.85,0.1,377.32
S0499,2024-04-20,C013,P301,2,33.93,0.0,67.86
S0500,2024-06-20,C061,P202,1,83.85,0.05,79.66
S0501,2024-10-12,C047,P202,3,83.85,0.1,226.39
S0502,2024-03-03,C045,P202,1,83.85,0.05,79.66
S0503,2024-10-21,C078,P203,2,33.07,0.1,59.53
S0504,2024-06-30,C069,P402,2,37.5,0.0,75.0
S0505,2024-02-10,C066,P203,4,33.07,0.05,125.67
S0506,2024-11-19,C079,P301,3,33.93,0.05,96.7
S0507,2024-11-19,C022,P103,3,67.34,0.05,191.92
S0508,2024-02-10,C074,P401,4,33.24,0.0,132.96
S0509,2024-06-11,C044,P103,2,67.34,0.0,134.68
S0510,2024-11-26,C038,P402,3,37.5,0.1,101.25
S0511,2024-10-27,C035,P301,4,33.93,0.0,135.72
S0512,2024-04-04,C058,P303,4,86.95,0.0,347.8
S0513,2024-12-24,C017,P101,2,69.16,0.0,138.32
S0514,2024-07-22,C011,P403,2,21.05,0.0,42.1
S0515,2024-10-07,C013,P102,1,36.5,0.05,34.67
S0516,2024-02-12,C004,P101,4,69.16,0.1,248.98
S0517,2024-02-13,C034,P102,5,36.5,0.0,182.5
S0518,2024-05-06,C050,P402,3,37.5,0.0,112.5
S0519,2024-03-08,C037,P403,4,21.05,0.0,84.2
S0520,2024-12-05,C022,P303,1,86.95,0.0,86.95
S0521,2024-10-03,C042,P203,4,33.07,0.05,125.67
S0522,2024-12-23,C071,P202,4,83.85,0.0,335.4
S0523,2024-08-21,C023,P303,5,86.95,0.1,391.28
S0524,2024-11-23,C073,P402,4,37.5,0.1,135.0
S0525,2024-09-03,C069,P402,3,37.5,0.0,112.5
S0526,2024-06-06,C030,P303,1,86.95,0.05,82.6
S0527,2024-06-04,C053,P203,3,33.07,0.0,99.21
S0528,2024-06-25,C001,P101,5,69.16,0.0,345.8
S0529,2024-12-18,C061,P202,5,83.85,0.0,419.25
S0530,2024-08-08,C062,P302,3,74.62,0.0,223.86
S0531,2024-10-07,C077,P202,2,83.85,0.0,167.7
S0532,2024-08-11,C025,P203,4,33.07,0.1,119.05
S0533,2024-07-12,C032,P301,2,33.93,0.05,64.47
S0534,2024-11-16,C034,P201,1,85.48,0.05,81.21
S0535,2024-05-25,C067,P201,5,85.48,0.0,427.4
S0536,2024-04-06,C069,P402,3,37.5,0.05,106.88
S0537,2024-02-26,C024,P102,2,36.5,0.0,73.0
S0538,2024-05-19,C059,P402,5,37.5,0.05,178.12
S0539,2024-06-13,C080,P403,4,21.05,0.0,84.2
S0540,2024-01-12,C020,P101,1,69.16,0.1,62.24
S0541,2024-03-05,C014,P103,3,67.34,0.0,202.02
S0542,2024-02-16,C057,P403,1,21.05,0.0,21.05
S0543,2024-06-24,C002,P103,4,67.34,0.0,269.36
S0544,2024-08-25,C040,P301,4,33.93,0.0,135.72
S0545,2024-03-15,C005,P403,3,21.05,0.0,63.15
S0546,2024-10-05,C035,P101,4,69.16,0.0,276.64
S0547,2024-07-14,C024,P302,2,74.62,0.0,149.24
S0548,2024-08-14,C016,P101,2,69.16,0.05,131.4
S0549,2024-02-18,C005,P201,2,85.48,0.05,162.41
S0550,2024-12-14,C027,P303,4,86.95,0.05,330.41
S0551,2024-10-08,C042,P202,2,83.85,0.0,167.7
S0552,2024-11-22,C016,P303,3,86.95,0.05,247.81
S0553,2024-12-07,C026,P202,3,83.85,0.0,251.55
S0554,2024-06-15,C015,P201,2,85.48,0.05,162.41
S0555,2024-03-02,C022,P101,3,69.16,0.1,186.73
S0556,2024-10-24,C032,P301,1,33.93,0.0,33.93
S0557,2024-07-09,C061,P403,5,21.05,0.0,105.25
S0558,2024-02-16,C032,P102,2,36.5,0.05,69.35
S0559,2024-01-31,C080,P402,3,37.5,0.0,112.5
S0560,2024-03-05,C020,P203,5,33.07,0.0,165.35
S0561,2024-11-26,C030,P302,3,74.62,0.1,201.47
S0562,2024-12-18,C057,P203,2,33.07,0.0,66.14
S0563,2024-01-21,C046,P301,2,33.93,0.0,67.86
S0564,2024-10-04,C057,P302,5,74.62,0.0,373.1
S0565,2024-04-05,C063,P403,2,21.05,0.1,37.89
S0566,2024-05-20,C045,P303,3,86.95,0.05,247.81
S0567,2024-09-28,C071,P401,2,33.24,0.0,66.48
S0568,2024-10-04,C058,P103,3,67.34,0.0,202.02
S0569,2024-07-13,C059,P203,1,33.07,0.1,29.76
S0570,2024-07-05,C024,P403,1,21.05,0.1,18.95
S0571,2024-12-03,C031,P401,3,33.24,0.0,99.72
S0572,2024-12-15,C050,P303,2,86.95,0.1,156.51
S0573,2024-05-24,C071,P302,2,74.62,0.1,134.32
S0574,2024-02-19,C053,P203,3,33.07,0.0,99.21
S0575,2024-04-01,C009,P303,1,86.95,0.0,86.95
S0576,2024-04-08,C026,P101,1,69.16,0.05,65.7
S0577,2024-12-02,C005,P102,5,36.5,0.05,173.38
S0578,2024-05-11,C068,P302,5,74.62,0.1,335.79
S0579,2024-02-06,C047,P101,2,69.16,0.1,124.49
S0580,2024-08-27,C027,P101,4,69.16,0.0,276.64
S0581,2024-07-31,C008,P402,3,37.5,0.1,101.25
S0582,2024-09-27,C008,P203,5,33.07,0.0,165.35
S0583,2024-04-20,C010,P101,3,69.16,0.0,207.48
S0584,2024-09-29,C013,P303,1,86.95,0.0,86.95
S0585,2024-12-02,C025,P301,2,33.93,0.1,61.07
S0586,2024-10-12,C073,P201,2,85.48,0.1,153.86
S0587,2024-12-11,C014,P301,5,33.93,0.0,169.65
S0588,2024-04-02,C055,P302,1,74.62,0.0,74.62
S0589,2024-12-02,C052,P303,5,86.95,0.0,434.75
S0590,2024-06-29,C069,P103,5,67.34,0.05,319.87
S0591,2024-07-30,C071,P203,3,33.07,0.0,99.21
S0592,2024-05-03,C056,P402,3,37.5,0.1,101.25
S0593,2024-10-08,C070,P401,2,33.24,0.05,63.16
S0594,2024-08-17,C033,P403,3,21.05,0.05,59.99
S0595,2024-11-01,C001,P301,1,33.93,0.0,33.93
S0596,2024-01-04,C067,P101,2,69.16,0.0,138.32
S0597,2024-01-12,C029,P202,2,83.85,0.0,167.7
S0598,2024-10-11,C036,P403,5,21.05,0.1,94.73
S0599,2024-01-20,C074,P401,2,33.24,0.0,66.48
S0600,2024-05-15,C046,P302,2,74.62,0.0,149.24
S0601,2024-05-11,C075,P203,2,33.07,0.0,66.14
S0602,2024-10-18,C012,P202,5,83.85,0.05,398.29
S0603,2024-03-29,C010,P201,3,85.48,0.05,243.62
S0604,2024-11-24,C074,P302,1,74.62,0.1,67.16
S0605,2024-02-10,C005,P202,5,83.85,0.05,398.29
S0606,2024-08-01,C043,P101,3,69.16,0.05,197.11
S0607,2024-11-20,C030,P102,5,36.5,0.0,182.5
S0608,2024-09-25,C049,P402,1,37.5,0.0,37.5
S0609,2024-03-17,C041,P101,5,69.16,0.1,311.22
S0610,2024-01-26,C065,P203,2,33.07,0.0,66.14
S0611,2024-10-21,C051,P402,4,37.5,0.1,135.0
S0612,2024-05-28,C012,P303,2,86.95,0.05,165.2
S0613,2024-02-12,C019,P301,2,33.93,0.0,67.86
S0614,2024-07-23,C074,P302,1,74.62,0.1,67.16
S0615,2024-08-10,C011,P202,4,83.85,0.1,301.86
S0616,2024-10-13,C017,P403,2,21.05,0.05,39.99
S0617,2024-04-10,C063,P201,4,85.48,0.1,307.73
S0618,2024-05-04,C079,P303,5,86.95,0.0,434.75
S0619,2024-12-16,C035,P102,4,36.5,0.0,146.0
S0620,2024-08-04,C012,P401,1,33.24,0.05,31.58
S0621,2024-06-25,C045,P203,2,33.07,0.0,66.14
S0622,2024-06-28,C004,P401,3,33.24,0.0,99.72
S0623,2024-08-13,C057,P401,5,33.24,0.0,166.2
S0624,2024-03-20,C030,P101,2,69.16,0.0,138.32
S0625,2024-05-04,C011,P403,1,21.05,0.0,21.05
S0626,2024-06-24,C019,P401,3,33.24,0.0,99.72
S0627,2024-08-29,C015,P403,3,21.05,0.05,59.99
S0628,2024-04-18,C043,P101,2,69.16,0.1,124.49
S0629,2024-10-07,C070,P201,5,85.48,0.0,427.4
S0630,2024-07-11,C080,P302,2,74.62,0.0,149.24
S0631,2024-03-28,C068,P401,1,33.24,0.0,33.24
S0632,2024-05-18,C037,P101,2,69.16,0.1,124.49
S0633,2024-07-17,C060,P101,1,69.16,0.0,69.16
S0634,2024-01-10,C035,P402,3,37.5,0.0,112.5
S0635,2024-09-17,C050,P202,2,83.85,0.05,159.31
S0636,2024-11-01,C013,P403,3,21.05,0.05,59.99
S0637,2024-09-13,C012,P303,2,86.95,0.0,173.9
S0638,2024-05-06,C072,P302,1,74.62,0.0,74.62
S0639,2024-07-20,C040,P303,3,86.95,0.05,247.81
S0640,2024-12-16,C021,P403,1,21.05,0.0,21.05
S0641,2024-09-13,C046,P203,3,33.07,0.0,99.21
S0642,2024-01-16,C008,P202,3,83.85,0.05,238.97
S0643,2024-06-23,C036,P303,2,86.95,0.0,173.9
S0644,2024-09-23,C018,P301,1,33.93,0.05,32.23
S0645,2024-05-03,C079,P402,2,37.5,0.05,71.25
S0646,2024-11-05,C020,P401,4,33.24,0.0,132.96
S0647,2024-04-15,C058,P203,5,33.07,0.0,165.35
S0648,2024-12-16,C018,P402,5,37.5,0.1,168.75
S0649,2024-03-10,C018,P201,3,85.48,0.1,230.8
S0650,2024-06-11,C019,P301,5,33.93,0.0,169.65
S0651,2024-04-04,C072,P102,5,36.5,0.0,182.5
S0652,2024-07-30,C019,P203,1,33.07,0.0,33.07
S0653,2024-03-18,C039,P301,4,33.93,0.0,135.72
S0654,2024-01-14,C014,P201,2,85.48,0.0,170.96
S0655,2024-10-17,C079,P401,3,33.24,0.1,89.75
S0656,2024-04-28,C030,P401,5,33.24,0.0,166.2
S0657,2024-12-18,C004,P402,3,37.5,0.0,112.5
S0658,2024-08-28,C018,P302,5,74.62,0.1,335.79
S0659,2024-09-08,C048,P403,2,21.05,0.05,39.99
S0660,2024-04-25,C018,P302,2,74.62,0.0,149.24
S0661,2024-07-30,C053,P101,1,69.16,0.0,69.16
S0662,2024-03-31,C026,P201,2,85.48,0.0,170.96
S0663,2024-08-22,C079,P302,4,74.62,0.0,298.48
S0664,2024-11-07,C055,P201,4,85.48,0.0,341.92
S0665,2024-11-09,C049,P403,3,21.05,0.05,59.99
S0666,2024-09-25,C074,P403,5,21.05,0.1,94.73
S0667,2024-08-19,C005,P402,5,37.5,0.0,187.5
S0668,2024-10-02,C006,P302,2,74.62,0.1,134.32
S0669,2024-09-21,C006,P301,5,33.93,0.05,161.17
S0670,2024-08-13,C007,P402,2,37.5,0.0,75.0
S0671,2024-03-26,C039,P301,3,33.93,0.05,96.7
S0672,2024-12-19,C038,P301,5,33.93,0.0,169.65
S0673,2024-02-16,C019,P303,4,86.95,0.05,330.41
S0674,2024-10-26,C065,P403,1,21.05,0.0,21.05
S0675,2024-07-30,C070,P403,2,21.05,0.05,39.99
S0676,2024-08-20,C058,P203,1,33.07,0.0,33.07
S0677,2024-05-08,C026,P401,4,33.24,0.0,132.96
S0678,2024-02-28,C021,P203,1,33.07,0.0,33.07
S0679,2024-09-25,C058,P403,3,21.05,0.0,63.15
S0680,2024-03-22,C050,P403,5,21.05,0.1,94.73
S0681,2024-03-28,C071,P301,4,33.93,0.0,135.72
S0682,2024-03-15,C073,P203,2,33.07,0.0,66.14
S0683,2024-06-07,C007,P103,4,67.34,0.0,269.36
S0684,2024-03-01,C058,P403,3,21.05,0.0,63.15
S0685,2024-05-09,C026,P103,1,67.34,0.1,60.61
S0686,2024-10-05,C059,P101,4,69.16,0.05,262.81
S0687,2024-04-21,C078,P101,4,69.16,0.0,276.64
S0688,2024-08-14,C061,P401,4,33.24,0.05,126.31
S0689,2024-05-05,C077,P102,5,36.5,0.0,182.5
S0690,2024-04-16,C036,P303,5,86.95,0.1,391.28
S0691,2024-11-30,C024,P101,2,69.16,0.0,138.32
S0692,2024-12-07,C005,P203,2,33.07,0.0,66.14
S0693,2024-02-14,C078,P401,3,33.24,0.0,99.72
S0694,2024-03-23,C014,P101,4,69.16,0.0,276.64
S0695,2024-10-20,C037,P402,5,37.5,0.1,168.75
S0696,2024-07-03,C023,P303,4,86.95,0.1,313.02
S0697,2024-07-07,C012,P101,3,69.16,0.0,207.48
S0698,2024-02-03,C009,P301,4,33.93,0.1,122.15
S0699,2024-12-21,C061,P202,2,83.85,0.0,167.7
S0700,2024-09-25,C043,P202,5,83.85,0.05,398.29
S0701,2024-02-25,C027,P201,5,85.48,0.0,427.4
S0702,2024-12-18,C068,P401,1,33.24,0.05,31.58
S0703,2024-06-11,C037,P401,4,33.24,0.1,119.66
S0704,2024-06-30,C068,P202,5,83.85,0.1,377.32
S0705,2024-09-23,C079,P103,5,67.34,0.05,319.87
S0706,2024-11-08,C064,P403,4,21.05,0.0,84.2
S0707,2024-03-01,C038,P201,2,85.48,0.0,170.96
S0708,2024-11-11,C060,P101,1,69.16,0.0,69.16
S0709,2024-06-28,C053,P301,1,33.93,0.0,33.93
S0710,2024-12-19,C028,P303,1,86.95,0.0,86.95
S0711,2024-06-02,C033,P202,1,83.85,0.0,83.85
S0712,2024-02-28,C071,P303,3,86.95,0.0,260.85
S0713,2024-10-18,C043,P402,3,37.5,0.05,106.88
S0714,2024-06-18,C004,P401,2,33.24,0.0,66.48
S0715,2024-11-26,C062,P203,4,33.07,0.0,132.28
S0716,2024-10-01,C062,P103,2,67.34,0.05,127.95
S0717,2024-09-23,C060,P203,4,33.07,0.0,132.28
S0718,2024-10-01,C073,P202,3,83.85,0.1,226.39
S0719,2024-06-30,C027,P101,5,69.16,0.0,345.8
S0720,2024-06-22,C020,P102,3,36.5,0.0,109.5
S0721,2024-11-06,C069,P301,2,33.93,0.1,61.07
S0722,2024-06-06,C024,P301,5,33.93,0.0,169.65
S0723,2024-07-30,C041,P403,1,21.05,0.0,21.05
S0724,2024-08-19,C064,P102,2,36.5,0.0,73.0
S0725,2024-03-30,C028,P202,5,83.85,0.0,419.25
S0726,2024-02-17,C048,P102,1,36.5,0.0,36.5
S0727,2024-09-13,C065,P302,1,74.62,0.05,70.89
S0728,2024-09-25,C025,P103,3,67.34,0.05,191.92
S0729,2024-09-21,C042,P202,2,83.85,0.0,167.7
S0730,2024-08-23,C017,P402,2,37.5,0.0,75.0
S0731,2024-06-08,C067,P301,1,33.93,0.0,33.93
S0732,2024-08-27,C077,P101,1,69.16,0.0,69.16
S0733,2024-01-12,C014,P101,5,69.16,0.0,345.8
S0734,2024-04-12,C040,P401,2,33.24,0.0,66.48
S0735,2024-06-12,C037,P201,3,85.48,0.1,230.8
S0736,2024-03-21,C016,P302,3,74.62,0.0,223.86
S0737,2024-10-13,C015,P202,1,83.85,0.1,75.47
S0738,2024-06-28,C014,P303,2,86.95,0.1,156.51
S0739,2024-12-26,C041,P303,3,86.95,0.0,260.85
S0740,2024-02-06,C074,P202,2,83.85,0.0,167.7
S0741,2024-08-15,C079,P202,3,83.85,0.1,226.39
S0742,2024-12-11,C017,P101,1,69.16,0.05,65.7
S0743,2024-02-14,C014,P101,4,69.16,0.0,276.64
S0744,2024-10-30,C051,P301,2,33.93,0.1,61.07
S0745,2024-06-08,C058,P402,5,37.5,0.0,187.5
S0746,2024-08-26,C026,P203,5,33.07,0.0,165.35
S0747,2024-02-19,C017,P401,1,33.24,0.05,31.58
S0748,2024-04-28,C040,P302,4,74.62,0.05,283.56
S0749,2024-07-05,C019,P201,5,85.48,0.0,427.4
S0750,2024-08-20,C024,P301,3,33.93,0.0,101.79
S0751,2024-02-27,C004,P302,1,74.62,0.05,70.89
S0752,2024-05-24,C062,P203,4,33.07,0.0,132.28
S0753,2024-09-17,C078,P203,5,33.07,0.0,165.35
S0754,2024-10-11,C052,P102,1,36.5,0.0,36.5
S0755,2024-08-24,C010,P402,3,37.5,0.1,101.25
S0756,2024-11-13,C076,P301,4,33.93,0.0,135.72
S0757,2024-07-15,C071,P201,2,85.48,0.05,162.41
S0758,2024-08-08,C044,P102,2,36.5,0.1,65.7
S0759,2024-12-21,C073,P301,3,33.93,0.1,91.61
S0760,2024-09-06,C023,P201,1,85.48,0.1,76.93
S0761,2024-06-15,C076,P102,5,36.5,0.05,173.38
S0762,2024-06-06,C013,P303,4,86.95,0.0,347.8
S0763,2024-12-16,C009,P301,5,33.93,0.0,169.65
S0764,2024-11-26,C049,P401,3,33.24,0.05,94.73
S0765,2024-03-12,C008,P402,1,37.5,0.0,37.5
S0766,2024-08-19,C001,P401,2,33.24,0.0,66.48
S0767,2024-10-22,C038,P303,4,86.95,0.1,313.02
S0768,2024-06-02,C026,P302,2,74.62,0.0,149.24
S0769,2024-02-15,C039,P401,4,33.24,0.0,132.96
S0770,2024-07-25,C002,P401,5,33.24,0.1,149.58
S0771,2024-10-08,C038,P103,1,67.34,0.0,67.34
S0772,2024-02-26,C001,P101,5,69.16,0.0,345.8
S0773,2024-12-25,C004,P202,2,83.85,0.05,159.31
S0774,2024-07-26,C051,P401,3,33.24,0.05,94.73
S0775,2024-12-05,C056,P301,5,33.93,0.0,169.65
S0776,2024-10-11,C061,P103,2,67.34,0.0,134.68
S0777,2024-05-27,C047,P301,4,33.93,0.0,135.72
S0778,2024-02-06,C017,P402,2,37.5,0.0,75.0
S0779,2024-12-02,C003,P402,2,37.5,0.05,71.25
S0780,2024-11-24,C018,P301,1,33.93,0.0,33.93
S0781,2024-11-15,C059,P301,5,33.93,0.05,161.17
S0782,2024-10-09,C059,P103,5,67.34,0.05,319.87
S0783,2024-04-05,C050,P302,3,74.62,0.0,223.86
S0784,2024-09-12,C078,P301,1,33.93,0.1,30.54
S0785,2024-07-29,C031,P403,5,21.05,0.0,105.25
S0786,2024-01-20,C074,P303,3,86.95,0.0,260.85
S0787,2024-10-24,C062,P401,3,33.24,0.0,99.72
S0788,2024-05-23,C011,P302,2,74.62,0.1,134.32
S0789,2024-11-08,C067,P302,1,74.62,0.1,67.16
S0790,2024-12-16,C032,P102,4,36.5,0.0,146.0
S0791,2024-11-09,C070,P402,5,37.5,0.0,187.5
S0792,2024-08-28,C044,P101,5,69.16,0.0,345.8
S0793,2024-06-18,C066,P302,4,74.62,0.1,268.63
S0794,2024-03-26,C046,P301,3,33.93,0.0,101.79
S0795,2024-05-13,C077,P101,3,69.16,0.1,186.73
S0796,2024-10-20,C061,P101,5,69.16,0.0,345.8
S0797,2024-05-26,C038,P101,5,69.16,0.0,345.8
S0798,2024-02-09,C011,P302,2,74.62,0.1,134.32
S0799,2024-05-23,C033,P202,2,83.85,0.1,150.93
S0800,2024-11-05,C033,P202,1,83.85,0.0,83.85
