SalesID,OrderDate,StoreID,CustomerID,ProductID,Quantity,SalesAmount,CostAmount,Profit,Channel
SAL01791,2025-07-12,ST02,CUS0037,PRD025,3,683.22,432.93,250.29,Mobile App
SAL01792,2024-11-10,ST08,CUS0289,PRD031,1,403.56,226.91,176.65,Retail Store
SAL01793,2022-12-14,ST04,CUS0249,PRD047,3,1053.33,643.59,409.74,Retail Store
SAL01794,2024-07-27,ST02,CUS0297,PRD041,2,396.26,207.92,188.34,Marketplace
SAL01795,2025-03-28,ST09,CUS0007,PRD055,2,696.52,377.5,319.02,Online
SAL01796,2024-07-30,ST07,CUS0367,PRD031,2,896.8,453.82,442.98,Retail Store
SAL01797,2023-10-03,ST01,CUS0204,PRD038,1,266.7,189.75,76.95,Marketplace
SAL01798,2025-06-17,ST05,CUS0074,PRD023,1,156.0,86.92,69.08,Online
SAL01799,2022-10-06,ST02,CUS0173,PRD019,1,251.05,189.52,61.53,Online
SAL01800,2023-04-12,ST02,CUS0329,PRD055,1,366.59,188.75,177.84,Mobile App
SAL01801,2022-12-02,ST03,CUS0213,PRD006,1,156.27,73.42,82.85,Retail Store
SAL01802,2025-05-07,ST01,CUS0149,PRD068,1,339.4,241.43,97.97,Mobile App
SAL01803,2024-06-26,ST10,CUS0315,PRD062,1,380.07,264.27,115.8,Retail Store
SAL01804,2023-11-20,ST12,CUS0070,PRD051,3,374.81,217.11,157.7,Retail Store
SAL01805,2024-02-28,ST10,CUS0289,PRD005,2,137.2,83.5,53.7,Mobile App
SAL01806,2024-08-05,ST09,CUS0217,PRD024,1,75.22,41.01,34.21,Marketplace
SAL01807,2025-03-28,ST09,CUS0026,PRD048,2,438.16,296.72,141.44,Marketplace
SAL01808,2023-07-22,ST07,CUS0048,PRD071,1,52.52,40.95,11.57,Online
SAL01809,2025-04-30,ST01,CUS0149,PRD015,2,1015.82,540.58,475.24,Online
SAL01810,2025-07-11,ST01,CUS0101,PRD061,3,948.73,510.96,437.77,Marketplace
SAL01811,2022-12-11,ST04,CUS0144,PRD011,1,375.64,195.47,180.17,Retail Store
SAL01812,2023-07-20,ST01,CUS0317,PRD025,2,409.93,288.62,121.31,Online
SAL01813,2024-06-12,ST06,CUS0027,PRD004,1,514.85,291.78,223.07,Online
SAL01814,2024-10-16,ST08,CUS0021,PRD051,1,138.82,72.37,66.45,Online
SAL01815,2025-02-13,ST05,CUS0253,PRD037,1,174.81,94.84,79.97,Mobile App
SAL01816,2024-04-06,ST09,CUS0320,PRD058,2,812.77,601.16,211.61,Online
SAL01817,2025-07-05,ST03,CUS0119,PRD009,1,37.75,20.42,17.33,Online
SAL01818,2024-12-09,ST06,CUS0061,PRD069,2,771.14,445.28,325.86,Online
SAL01819,2025-01-14,ST03,CUS0107,PRD077,3,1029.9,548.19,481.71,Marketplace
SAL01820,2023-09-20,ST06,CUS0395,PRD023,2,328.42,173.84,154.58,Retail Store
SAL01821,2025-01-13,ST10,CUS0152,PRD015,1,534.64,270.29,264.35,Mobile App
SAL01822,2025-03-18,ST06,CUS0395,PRD063,2,629.56,298.02,331.54,Online
SAL01823,2025-07-20,ST09,CUS0260,PRD011,1,396.51,195.47,201.04,Mobile App
SAL01824,2024-03-04,ST05,CUS0308,PRD047,1,333.55,214.53,119.02,Retail Store
SAL01825,2024-02-06,ST11,CUS0244,PRD008,1,256.4,130.68,125.72,Online
SAL01826,2024-04-08,ST07,CUS0386,PRD035,1,480.24,270.97,209.27,Marketplace
SAL01827,2023-04-13,ST09,CUS0307,PRD053,1,536.87,281.3,255.57,Marketplace
SAL01828,2024-03-11,ST11,CUS0185,PRD045,3,1071.33,535.08,536.25,Retail Store
SAL01829,2025-05-27,ST09,CUS0173,PRD036,2,664.6,398.06,266.54,Marketplace
SAL01830,2024-10-10,ST01,CUS0020,PRD047,2,667.11,429.06,238.05,Marketplace
SAL01831,2024-08-09,ST10,CUS0316,PRD005,1,72.21,41.75,30.46,Online
SAL01832,2024-12-03,ST03,CUS0228,PRD015,1,534.64,270.29,264.35,Retail Store
SAL01833,2024-01-02,ST06,CUS0393,PRD030,2,460.75,286.68,174.07,Retail Store
SAL01834,2023-07-02,ST04,CUS0099,PRD037,2,388.46,189.68,198.78,Retail Store
SAL01835,2025-01-27,ST07,CUS0345,PRD048,2,394.34,296.72,97.62,Marketplace
SAL01836,2023-08-25,ST02,CUS0010,PRD034,1,156.51,103.0,53.51,Retail Store
SAL01837,2025-05-20,ST01,CUS0208,PRD040,1,151.02,93.59,57.43,Online
SAL01838,2024-02-10,ST03,CUS0168,PRD027,1,578.41,291.25,287.16,Marketplace
SAL01839,2025-01-08,ST07,CUS0090,PRD022,1,179.9,89.78,90.12,Online
SAL01840,2023-03-04,ST12,CUS0199,PRD010,2,668.1,380.12,287.98,Online
SAL01841,2023-07-31,ST04,CUS0205,PRD050,2,254.22,153.28,100.94,Retail Store
SAL01842,2023-10-03,ST05,CUS0049,PRD049,2,919.6,519.3,400.3,Online
SAL01843,2024-10-24,ST01,CUS0054,PRD025,1,227.74,144.31,83.43,Marketplace
SAL01844,2022-10-28,ST08,CUS0354,PRD011,1,417.38,195.47,221.91,Mobile App
SAL01845,2024-06-21,ST12,CUS0239,PRD041,1,198.13,103.96,94.17,Retail Store
SAL01846,2023-11-23,ST02,CUS0391,PRD043,4,993.56,654.0,339.56,Mobile App
SAL01847,2025-01-25,ST02,CUS0284,PRD004,1,487.76,291.78,195.98,Retail Store
SAL01848,2025-04-04,ST06,CUS0388,PRD001,2,704.54,443.42,261.12,Marketplace
SAL01849,2023-01-29,ST06,CUS0327,PRD030,1,255.97,143.34,112.63,Marketplace
SAL01850,2022-07-01,ST10,CUS0187,PRD029,1,199.66,117.83,81.83,Retail Store
SAL01851,2024-12-10,ST04,CUS0222,PRD061,1,351.38,170.32,181.06,Online
SAL01852,2024-01-20,ST04,CUS0057,PRD034,1,156.51,103.0,53.51,Online
SAL01853,2022-10-30,ST07,CUS0270,PRD024,4,300.88,164.04,136.84,Retail Store
SAL01854,2022-12-10,ST07,CUS0204,PRD007,1,384.87,217.75,167.12,Marketplace
SAL01855,2022-09-20,ST05,CUS0087,PRD003,1,466.7,281.75,184.95,Online
SAL01856,2025-06-04,ST08,CUS0188,PRD025,2,432.71,288.62,144.09,Marketplace
SAL01857,2023-03-30,ST11,CUS0042,PRD037,1,194.23,94.84,99.39,Retail Store
SAL01858,2023-10-01,ST02,CUS0242,PRD048,2,416.25,296.72,119.53,Mobile App
SAL01859,2025-01-15,ST03,CUS0078,PRD025,3,649.06,432.93,216.13,Marketplace
SAL01860,2024-03-02,ST07,CUS0084,PRD045,1,357.11,178.36,178.75,Mobile App
SAL01861,2022-10-17,ST09,CUS0238,PRD068,1,305.46,241.43,64.03,Retail Store
SAL01862,2025-01-03,ST09,CUS0374,PRD052,1,330.06,174.32,155.74,Retail Store
SAL01863,2022-07-27,ST06,CUS0055,PRD062,1,400.07,264.27,135.8,Retail Store
SAL01864,2022-08-05,ST03,CUS0133,PRD009,3,119.22,61.26,57.96,Retail Store
SAL01865,2022-11-14,ST12,CUS0150,PRD021,1,148.63,117.72,30.91,Mobile App
SAL01866,2023-01-26,ST07,CUS0157,PRD047,3,1000.66,643.59,357.07,Online
SAL01867,2024-11-20,ST04,CUS0345,PRD010,1,317.35,190.06,127.29,Retail Store
SAL01868,2022-09-19,ST05,CUS0366,PRD061,1,351.38,170.32,181.06,Retail Store
SAL01869,2023-04-12,ST10,CUS0206,PRD053,1,536.87,281.3,255.57,Mobile App
SAL01870,2025-06-05,ST01,CUS0336,PRD041,1,178.32,103.96,74.36,Mobile App
SAL01871,2023-10-19,ST01,CUS0380,PRD061,4,1405.52,681.28,724.24,Mobile App
SAL01872,2023-08-07,ST11,CUS0063,PRD001,2,741.62,443.42,298.2,Marketplace
SAL01873,2023-09-27,ST08,CUS0046,PRD052,3,990.18,522.96,467.22,Marketplace
SAL01874,2024-08-24,ST11,CUS0106,PRD014,1,195.85,104.45,91.4,Retail Store
SAL01875,2023-06-04,ST03,CUS0345,PRD014,1,186.06,104.45,81.61,Online
SAL01876,2023-09-10,ST02,CUS0114,PRD069,2,694.03,445.28,248.75,Retail Store
SAL01877,2023-02-20,ST01,CUS0084,PRD059,1,310.62,162.6,148.02,Mobile App
SAL01878,2023-10-26,ST07,CUS0301,PRD061,2,702.76,340.64,362.12,Marketplace
SAL01879,2024-04-24,ST01,CUS0007,PRD034,1,156.51,103.0,53.51,Retail Store
SAL01880,2023-12-21,ST03,CUS0149,PRD041,2,376.45,207.92,168.53,Retail Store
SAL01881,2024-05-23,ST03,CUS0284,PRD057,2,883.8,407.06,476.74,Retail Store
SAL01882,2022-08-17,ST05,CUS0216,PRD016,1,337.8,178.49,159.31,Mobile App
SAL01883,2024-01-05,ST11,CUS0156,PRD023,1,164.21,86.92,77.29,Retail Store
SAL01884,2022-08-05,ST06,CUS0243,PRD033,2,712.66,472.34,240.32,Marketplace
SAL01885,2023-06-25,ST05,CUS0074,PRD056,2,743.49,539.24,204.25,Online
SAL01886,2022-08-04,ST01,CUS0118,PRD017,2,152.27,82.68,69.59,Mobile App
SAL01887,2024-08-27,ST02,CUS0381,PRD017,3,240.42,124.02,116.4,Marketplace
SAL01888,2025-02-24,ST07,CUS0134,PRD066,2,959.88,586.74,373.14,Online
SAL01889,2023-09-06,ST06,CUS0306,PRD067,1,494.84,263.6,231.24,Mobile App
SAL01890,2024-02-27,ST04,CUS0077,PRD079,2,212.06,129.16,82.9,Marketplace
SAL01891,2022-10-19,ST03,CUS0164,PRD051,2,277.64,144.74,132.9,Marketplace
SAL01892,2024-08-14,ST05,CUS0218,PRD037,1,194.23,94.84,99.39,Online
SAL01893,2024-05-29,ST07,CUS0051,PRD030,3,767.91,430.02,337.89,Mobile App
SAL01894,2023-07-31,ST01,CUS0221,PRD002,1,206.22,140.36,65.86,Mobile App
SAL01895,2025-06-28,ST12,CUS0050,PRD014,3,587.55,313.35,274.2,Marketplace
SAL01896,2024-01-04,ST11,CUS0115,PRD014,1,195.85,104.45,91.4,Marketplace
SAL01897,2022-07-31,ST02,CUS0324,PRD031,1,448.4,226.91,221.49,Marketplace
SAL01898,2022-08-13,ST11,CUS0307,PRD070,1,468.13,300.33,167.8,Marketplace
SAL01899,2023-12-31,ST10,CUS0220,PRD069,1,385.57,222.64,162.93,Marketplace
SAL01900,2025-04-16,ST02,CUS0028,PRD049,1,413.82,259.65,154.17,Online
SAL01901,2023-12-17,ST02,CUS0141,PRD002,1,206.22,140.36,65.86,Mobile App
SAL01902,2024-03-04,ST05,CUS0251,PRD037,1,184.52,94.84,89.68,Online
SAL01903,2022-10-02,ST12,CUS0137,PRD031,4,1793.6,907.64,885.96,Mobile App
SAL01904,2024-09-23,ST04,CUS0241,PRD078,1,335.63,173.39,162.24,Marketplace
SAL01905,2024-09-13,ST11,CUS0049,PRD005,2,137.2,83.5,53.7,Mobile App
SAL01906,2025-05-04,ST04,CUS0186,PRD020,1,357.7,203.54,154.16,Marketplace
SAL01907,2023-11-24,ST05,CUS0025,PRD041,3,594.39,311.88,282.51,Online
SAL01908,2024-10-21,ST02,CUS0010,PRD061,1,351.38,170.32,181.06,Mobile App
SAL01909,2023-03-29,ST09,CUS0204,PRD080,3,944.6,525.24,419.36,Marketplace
SAL01910,2025-07-12,ST01,CUS0330,PRD035,1,432.22,270.97,161.25,Mobile App
SAL01911,2022-08-08,ST01,CUS0290,PRD022,2,359.8,179.56,180.24,Mobile App
SAL01912,2023-06-14,ST06,CUS0307,PRD005,2,137.2,83.5,53.7,Online
SAL01913,2024-11-22,ST09,CUS0035,PRD065,2,522.0,314.42,207.58,Marketplace
SAL01914,2025-02-17,ST07,CUS0200,PRD020,4,1287.72,814.16,473.56,Retail Store
SAL01915,2023-03-01,ST12,CUS0106,PRD051,2,249.88,144.74,105.14,Online
SAL01916,2023-10-06,ST07,CUS0040,PRD037,1,194.23,94.84,99.39,Retail Store
SAL01917,2022-07-12,ST05,CUS0178,PRD077,2,686.6,365.46,321.14,Marketplace
SAL01918,2022-11-22,ST08,CUS0379,PRD023,1,147.79,86.92,60.87,Retail Store
SAL01919,2025-02-26,ST12,CUS0273,PRD066,1,479.94,293.37,186.57,Marketplace
SAL01920,2024-11-26,ST02,CUS0104,PRD065,3,783.0,471.63,311.37,Online
SAL01921,2025-05-19,ST10,CUS0236,PRD016,3,1013.4,535.47,477.93,Online
SAL01922,2023-11-13,ST03,CUS0077,PRD071,1,58.36,40.95,17.41,Online
SAL01923,2024-01-17,ST06,CUS0095,PRD011,2,793.02,390.94,402.08,Marketplace
SAL01924,2023-12-04,ST06,CUS0071,PRD064,1,170.11,103.2,66.91,Online
SAL01925,2024-08-23,ST07,CUS0177,PRD067,3,1484.52,790.8,693.72,Marketplace
SAL01926,2023-09-11,ST08,CUS0353,PRD023,1,164.21,86.92,77.29,Mobile App
SAL01927,2025-05-07,ST05,CUS0098,PRD012,1,451.66,294.94,156.72,Marketplace
SAL01928,2024-07-06,ST03,CUS0097,PRD064,2,340.22,206.4,133.82,Mobile App
SAL01929,2022-08-24,ST12,CUS0120,PRD063,2,598.08,298.02,300.06,Mobile App
SAL01930,2024-04-20,ST11,CUS0052,PRD024,1,79.18,41.01,38.17,Online
SAL01931,2024-08-25,ST05,CUS0312,PRD002,2,412.44,280.72,131.72,Retail Store
SAL01932,2024-01-04,ST04,CUS0305,PRD057,1,419.8,203.53,216.27,Mobile App
SAL01933,2025-04-11,ST11,CUS0190,PRD015,1,481.18,270.29,210.89,Marketplace
SAL01934,2023-05-27,ST12,CUS0317,PRD009,3,107.3,61.26,46.04,Mobile App
SAL01935,2022-12-31,ST01,CUS0176,PRD019,3,836.82,568.56,268.26,Online
SAL01936,2023-05-23,ST11,CUS0116,PRD043,1,275.99,163.5,112.49,Mobile App
SAL01937,2023-07-09,ST12,CUS0353,PRD046,1,441.1,263.91,177.19,Marketplace
SAL01938,2022-11-01,ST12,CUS0312,PRD064,1,153.1,103.2,49.9,Online
SAL01939,2022-12-22,ST11,CUS0152,PRD051,2,277.64,144.74,132.9,Marketplace
SAL01940,2025-01-28,ST10,CUS0236,PRD027,2,1156.82,582.5,574.32,Marketplace
SAL01941,2023-02-10,ST09,CUS0114,PRD020,3,1073.1,610.62,462.48,Marketplace
SAL01942,2023-12-30,ST10,CUS0066,PRD010,1,334.05,190.06,143.99,Retail Store
SAL01943,2022-07-07,ST02,CUS0165,PRD031,1,448.4,226.91,221.49,Retail Store
SAL01944,2024-11-20,ST04,CUS0336,PRD031,2,896.8,453.82,442.98,Retail Store
SAL01945,2024-12-25,ST06,CUS0244,PRD004,1,541.95,291.78,250.17,Mobile App
SAL01946,2025-04-15,ST05,CUS0092,PRD006,1,148.46,73.42,75.04,Mobile App
SAL01947,2024-11-16,ST05,CUS0398,PRD068,5,1697.0,1207.15,489.85,Online
SAL01948,2022-08-19,ST12,CUS0072,PRD028,1,213.33,140.6,72.73,Online
SAL01949,2023-01-22,ST01,CUS0088,PRD030,4,921.49,573.36,348.13,Marketplace
SAL01950,2023-07-18,ST06,CUS0269,PRD032,1,606.4,322.6,283.8,Retail Store
SAL01951,2024-08-08,ST04,CUS0156,PRD074,2,301.68,199.44,102.24,Retail Store
SAL01952,2025-02-07,ST01,CUS0246,PRD032,2,1148.98,645.2,503.78,Mobile App
SAL01953,2023-03-15,ST09,CUS0226,PRD072,2,1103.04,571.6,531.44,Marketplace
SAL01954,2023-11-13,ST02,CUS0087,PRD080,3,1049.55,525.24,524.31,Retail Store
SAL01955,2024-08-28,ST09,CUS0380,PRD055,1,366.59,188.75,177.84,Online
SAL01956,2025-04-22,ST01,CUS0333,PRD049,2,827.64,519.3,308.34,Retail Store
SAL01957,2022-10-23,ST04,CUS0306,PRD080,3,997.07,525.24,471.83,Retail Store
SAL01958,2022-12-04,ST10,CUS0055,PRD048,1,219.08,148.36,70.72,Retail Store
SAL01959,2024-10-11,ST05,CUS0279,PRD058,1,451.54,300.58,150.96,Online
SAL01960,2025-05-31,ST04,CUS0002,PRD070,1,444.72,300.33,144.39,Mobile App
SAL01961,2024-03-25,ST04,CUS0380,PRD057,3,1193.13,610.59,582.54,Retail Store
SAL01962,2023-11-06,ST04,CUS0115,PRD013,1,543.57,308.2,235.37,Retail Store
SAL01963,2023-08-17,ST05,CUS0295,PRD033,2,677.03,472.34,204.69,Online
SAL01964,2024-08-25,ST06,CUS0188,PRD040,1,151.02,93.59,57.43,Retail Store
SAL01965,2022-07-24,ST01,CUS0250,PRD057,4,1767.6,814.12,953.48,Mobile App
SAL01966,2024-02-12,ST06,CUS0183,PRD030,2,460.75,286.68,174.07,Online
SAL01967,2024-08-20,ST09,CUS0136,PRD027,1,578.41,291.25,287.16,Retail Store
SAL01968,2024-06-14,ST11,CUS0015,PRD066,1,431.95,293.37,138.58,Online
SAL01969,2022-10-28,ST12,CUS0334,PRD073,1,528.96,310.4,218.56,Mobile App
SAL01970,2023-12-16,ST12,CUS0070,PRD008,1,256.4,130.68,125.72,Mobile App
SAL01971,2023-05-11,ST10,CUS0247,PRD063,1,283.3,149.01,134.29,Online
SAL01972,2024-03-19,ST08,CUS0264,PRD044,1,550.42,340.71,209.71,Online
SAL01973,2023-10-19,ST06,CUS0036,PRD060,1,344.03,165.18,178.85,Mobile App
SAL01974,2022-09-12,ST04,CUS0165,PRD013,1,572.18,308.2,263.98,Retail Store
SAL01975,2023-04-22,ST01,CUS0396,PRD058,1,428.96,300.58,128.38,Marketplace
SAL01976,2025-06-03,ST08,CUS0349,PRD054,1,63.7,33.69,30.01,Marketplace
SAL01977,2023-08-07,ST04,CUS0392,PRD028,1,213.33,140.6,72.73,Retail Store
SAL01978,2023-09-25,ST12,CUS0036,PRD074,1,159.22,99.72,59.5,Retail Store
SAL01979,2025-05-01,ST06,CUS0303,PRD014,1,195.85,104.45,91.4,Online
SAL01980,2025-04-16,ST04,CUS0305,PRD004,3,1544.56,875.34,669.22,Online
SAL01981,2025-03-12,ST05,CUS0098,PRD015,1,534.64,270.29,264.35,Online
SAL01982,2022-11-14,ST10,CUS0253,PRD063,1,314.78,149.01,165.77,Marketplace
SAL01983,2022-12-30,ST04,CUS0397,PRD002,1,195.91,140.36,55.55,Online
SAL01984,2024-04-03,ST02,CUS0213,PRD004,3,1463.27,875.34,587.93,Online
SAL01985,2024-07-18,ST05,CUS0008,PRD007,1,384.87,217.75,167.12,Online
SAL01986,2023-11-15,ST03,CUS0245,PRD006,2,312.54,146.84,165.7,Marketplace
SAL01987,2025-07-27,ST08,CUS0139,PRD024,3,237.54,123.03,114.51,Online
SAL01988,2023-08-25,ST09,CUS0221,PRD039,3,1105.8,690.78,415.02,Marketplace
SAL01989,2023-04-23,ST06,CUS0076,PRD032,3,1914.96,967.8,947.16,Retail Store
SAL01990,2022-09-14,ST03,CUS0169,PRD055,1,329.93,188.75,141.18,Retail Store
SAL01991,2024-12-06,ST04,CUS0367,PRD043,2,524.38,327.0,197.38,Marketplace
SAL01992,2023-01-25,ST02,CUS0326,PRD080,3,1049.55,525.24,524.31,Retail Store
SAL01993,2023-10-09,ST12,CUS0082,PRD058,1,451.54,300.58,150.96,Mobile App
SAL01994,2024-03-22,ST11,CUS0281,PRD062,2,720.13,528.54,191.59,Retail Store
SAL01995,2023-03-19,ST12,CUS0161,PRD030,1,255.97,143.34,112.63,Retail Store
SAL01996,2022-12-13,ST10,CUS0051,PRD069,2,694.03,445.28,248.75,Marketplace
SAL01997,2022-11-27,ST05,CUS0383,PRD070,2,936.26,600.66,335.6,Mobile App
SAL01998,2024-08-28,ST12,CUS0168,PRD056,3,1177.19,808.86,368.33,Retail Store
SAL01999,2022-07-13,ST05,CUS0135,PRD058,1,451.54,300.58,150.96,Retail Store
SAL02000,2022-09-06,ST01,CUS0134,PRD041,1,198.13,103.96,94.17,Retail Store
SAL02001,2024-12-04,ST11,CUS0354,PRD048,1,219.08,148.36,70.72,Marketplace
SAL02002,2022-11-04,ST01,CUS0144,PRD062,1,360.06,264.27,95.79,Online
SAL02003,2024-07-19,ST12,CUS0060,PRD007,3,1096.88,653.25,443.63,Marketplace
SAL02004,2024-04-20,ST12,CUS0308,PRD041,3,534.95,311.88,223.07,Online
SAL02005,2022-07-10,ST02,CUS0013,PRD005,2,144.42,83.5,60.92,Mobile App
SAL02006,2025-03-18,ST01,CUS0156,PRD011,1,417.38,195.47,221.91,Retail Store
SAL02007,2022-12-02,ST08,CUS0323,PRD050,1,127.11,76.64,50.47,Retail Store
SAL02008,2025-05-02,ST07,CUS0140,PRD033,1,356.33,236.17,120.16,Mobile App
SAL02009,2025-02-24,ST01,CUS0132,PRD067,1,494.84,263.6,231.24,Retail Store
SAL02010,2024-12-19,ST01,CUS0151,PRD006,1,156.27,73.42,82.85,Mobile App
SAL02011,2023-01-29,ST06,CUS0131,PRD053,1,536.87,281.3,255.57,Marketplace
SAL02012,2023-12-17,ST04,CUS0271,PRD050,1,127.11,76.64,50.47,Marketplace
SAL02013,2023-12-22,ST06,CUS0088,PRD045,1,339.25,178.36,160.89,Retail Store
SAL02014,2022-10-20,ST10,CUS0283,PRD037,1,174.81,94.84,79.97,Online
SAL02015,2023-09-10,ST07,CUS0203,PRD037,1,194.23,94.84,99.39,Mobile App
SAL02016,2024-06-13,ST01,CUS0217,PRD057,6,2651.4,1221.18,1430.22,Online
SAL02017,2024-03-01,ST12,CUS0021,PRD068,1,322.43,241.43,81.0,Mobile App
SAL02018,2024-12-22,ST09,CUS0046,PRD011,2,834.76,390.94,443.82,Online
SAL02019,2022-12-12,ST06,CUS0197,PRD014,1,195.85,104.45,91.4,Mobile App
SAL02020,2022-11-20,ST11,CUS0286,PRD008,1,284.89,130.68,154.21,Mobile App
SAL02021,2024-01-26,ST10,CUS0169,PRD073,1,528.96,310.4,218.56,Mobile App
SAL02022,2025-02-24,ST06,CUS0056,PRD031,1,448.4,226.91,221.49,Marketplace
SAL02023,2022-09-15,ST08,CUS0398,PRD010,1,334.05,190.06,143.99,Retail Store
SAL02024,2024-01-30,ST05,CUS0351,PRD056,1,392.4,269.62,122.78,Marketplace
SAL02025,2025-07-16,ST02,CUS0097,PRD050,1,127.11,76.64,50.47,Online
SAL02026,2024-03-29,ST04,CUS0359,PRD021,1,165.14,117.72,47.42,Marketplace
SAL02027,2023-04-05,ST01,CUS0242,PRD052,1,330.06,174.32,155.74,Mobile App
SAL02028,2024-10-26,ST02,CUS0193,PRD040,1,143.47,93.59,49.88,Mobile App
SAL02029,2025-01-31,ST07,CUS0143,PRD038,3,720.09,569.25,150.84,Marketplace
SAL02030,2023-08-12,ST11,CUS0188,PRD037,2,349.61,189.68,159.93,Online
SAL02031,2023-03-11,ST05,CUS0350,PRD033,3,1068.99,708.51,360.48,Online
SAL02032,2023-04-22,ST02,CUS0261,PRD024,1,79.18,41.01,38.17,Online
SAL02033,2022-09-06,ST03,CUS0324,PRD057,1,441.9,203.53,238.37,Mobile App
SAL02034,2023-10-30,ST10,CUS0365,PRD064,1,170.11,103.2,66.91,Marketplace
SAL02035,2025-03-07,ST02,CUS0295,PRD042,3,1860.0,1018.23,841.77,Mobile App
SAL02036,2024-11-25,ST05,CUS0295,PRD068,1,339.4,241.43,97.97,Retail Store
SAL02037,2022-08-01,ST05,CUS0339,PRD074,2,318.44,199.44,119.0,Mobile App
SAL02038,2024-07-26,ST07,CUS0131,PRD070,2,936.26,600.66,335.6,Online
SAL02039,2025-05-14,ST12,CUS0287,PRD038,1,240.03,189.75,50.28,Marketplace
SAL02040,2023-09-14,ST11,CUS0010,PRD072,2,1047.89,571.6,476.29,Online
SAL02041,2024-05-13,ST11,CUS0204,PRD062,1,380.07,264.27,115.8,Marketplace
SAL02042,2025-03-03,ST08,CUS0293,PRD033,3,1068.99,708.51,360.48,Marketplace
SAL02043,2024-10-20,ST06,CUS0024,PRD068,2,678.8,482.86,195.94,Mobile App
SAL02044,2022-11-21,ST02,CUS0180,PRD019,1,251.05,189.52,61.53,Retail Store
SAL02045,2024-05-23,ST02,CUS0233,PRD069,2,732.58,445.28,287.3,Online
SAL02046,2024-12-07,ST08,CUS0293,PRD069,3,1156.71,667.92,488.79,Marketplace
SAL02047,2025-03-27,ST07,CUS0235,PRD056,1,392.4,269.62,122.78,Marketplace
SAL02048,2024-06-27,ST10,CUS0355,PRD008,1,284.89,130.68,154.21,Retail Store
SAL02049,2024-10-28,ST06,CUS0098,PRD077,1,343.3,182.73,160.57,Marketplace
SAL02050,2022-12-25,ST06,CUS0065,PRD033,2,641.39,472.34,169.05,Online
SAL02051,2024-05-05,ST07,CUS0230,PRD015,2,962.35,540.58,421.77,Marketplace
SAL02052,2023-05-20,ST06,CUS0272,PRD002,2,391.82,280.72,111.1,Marketplace
SAL02053,2024-11-17,ST02,CUS0295,PRD041,1,198.13,103.96,94.17,Mobile App
SAL02054,2023-10-31,ST04,CUS0376,PRD056,1,371.75,269.62,102.13,Marketplace
SAL02055,2022-08-04,ST11,CUS0024,PRD063,1,314.78,149.01,165.77,Mobile App
SAL02056,2022-09-13,ST08,CUS0245,PRD058,2,903.08,601.16,301.92,Mobile App
SAL02057,2022-10-04,ST08,CUS0182,PRD005,1,68.6,41.75,26.85,Retail Store
SAL02058,2025-03-30,ST12,CUS0187,PRD018,1,547.65,312.35,235.3,Retail Store
SAL02059,2022-12-11,ST05,CUS0189,PRD047,1,351.11,214.53,136.58,Mobile App
SAL02060,2024-06-22,ST10,CUS0328,PRD005,1,64.99,41.75,23.24,Mobile App
SAL02061,2023-08-21,ST03,CUS0166,PRD059,5,1553.1,813.0,740.1,Marketplace
SAL02062,2023-09-16,ST05,CUS0252,PRD028,3,639.99,421.8,218.19,Mobile App
SAL02063,2023-12-06,ST12,CUS0173,PRD046,3,1470.33,791.73,678.6,Marketplace
SAL02064,2024-12-25,ST11,CUS0386,PRD050,1,120.75,76.64,44.11,Online
SAL02065,2025-04-28,ST12,CUS0174,PRD031,1,448.4,226.91,221.49,Online
SAL02066,2023-06-07,ST06,CUS0363,PRD001,1,370.81,221.71,149.1,Mobile App
SAL02067,2024-02-23,ST01,CUS0400,PRD028,1,202.66,140.6,62.06,Online
SAL02068,2023-07-04,ST08,CUS0376,PRD061,1,351.38,170.32,181.06,Online
SAL02069,2023-06-12,ST10,CUS0200,PRD061,1,351.38,170.32,181.06,Marketplace
SAL02070,2025-06-03,ST09,CUS0368,PRD008,1,256.4,130.68,125.72,Mobile App
SAL02071,2024-01-27,ST11,CUS0377,PRD021,3,470.65,353.16,117.49,Marketplace
SAL02072,2023-09-08,ST07,CUS0121,PRD003,1,492.63,281.75,210.88,Retail Store
SAL02073,2025-03-07,ST08,CUS0399,PRD024,1,75.22,41.01,34.21,Mobile App
SAL02074,2024-08-14,ST03,CUS0277,PRD034,1,140.86,103.0,37.86,Mobile App
SAL02075,2024-08-21,ST06,CUS0355,PRD026,1,528.35,240.24,288.11,Retail Store
SAL02076,2025-05-05,ST07,CUS0309,PRD062,1,400.07,264.27,135.8,Marketplace
SAL02077,2024-05-12,ST08,CUS0115,PRD046,1,465.6,263.91,201.69,Marketplace
SAL02078,2024-07-14,ST03,CUS0132,PRD068,1,339.4,241.43,97.97,Marketplace
SAL02079,2024-04-07,ST05,CUS0216,PRD014,1,176.26,104.45,71.81,Retail Store
SAL02080,2023-12-11,ST07,CUS0058,PRD076,2,264.4,162.4,102.0,Marketplace
SAL02081,2022-10-11,ST01,CUS0171,PRD075,1,481.37,256.45,224.92,Online
SAL02082,2024-01-03,ST03,CUS0311,PRD044,2,1100.84,681.42,419.42,Retail Store
SAL02083,2023-07-21,ST10,CUS0199,PRD013,2,1144.36,616.4,527.96,Mobile App
SAL02084,2024-02-03,ST08,CUS0314,PRD055,1,329.93,188.75,141.18,Retail Store
