SalesID,OrderDate,StoreID,CustomerID,ProductID,EmployeeID,Quantity,UnitPrice,Discount,SalesAmount,CostAmount,Profit,Channel
SAL01232,2023-03-12,STR02,CUS0567,PRD125,EMP016,1,266.76,0.0,266.76,193.28,73.48,Retail Store
SAL01233,2025-06-10,STR19,CUS0155,PRD091,EMP022,1,273.58,0.1,246.22,142.57,103.65,Mobile App
SAL01234,2022-10-09,STR12,CUS0317,PRD024,EMP034,1,78.8,0.0,78.8,37.02,41.78,Online
SAL01235,2023-11-07,STR11,CUS0286,PRD113,EMP078,2,275.79,0.0,551.58,338.24,213.34,Online
SAL01236,2024-10-08,STR16,CUS0221,PRD106,EMP014,2,449.23,0.1,808.61,695.38,113.23,Marketplace
SAL01237,2024-09-02,STR10,CUS0633,PRD101,EMP004,2,207.03,0.1,372.65,239.48,133.17,Marketplace
SAL01238,2024-01-02,STR20,CUS0051,PRD006,EMP075,2,1065.43,0.15,1811.23,868.2,943.03,Retail Store
SAL01239,2025-05-29,STR06,CUS0105,PRD142,EMP002,2,542.72,0.1,976.9,548.0,428.9,Mobile App
SAL01240,2023-10-14,STR05,CUS0206,PRD074,EMP065,3,367.45,0.0,1102.35,818.4,283.95,Marketplace
SAL01241,2024-06-01,STR14,CUS0410,PRD074,EMP051,1,367.45,0.0,367.45,272.8,94.65,Retail Store
SAL01242,2023-12-15,STR04,CUS0571,PRD062,EMP005,3,658.74,0.0,1976.22,1237.77,738.45,Online
SAL01243,2022-12-31,STR15,CUS0215,PRD032,EMP034,1,1029.07,0.1,926.16,519.68,406.48,Online
SAL01244,2023-05-31,STR09,CUS0106,PRD095,EMP012,3,414.17,0.2,994.01,594.39,399.62,Retail Store
SAL01245,2025-05-22,STR04,CUS0611,PRD022,EMP009,3,256.54,0.0,769.62,464.64,304.98,Mobile App
SAL01246,2023-03-01,STR13,CUS0599,PRD046,EMP008,3,1051.5,0.2,2523.6,1623.42,900.18,Marketplace
SAL01247,2022-05-20,STR06,CUS0792,PRD008,EMP064,1,315.45,0.15,268.13,226.85,41.28,Marketplace
SAL01248,2022-09-20,STR20,CUS0341,PRD086,EMP010,3,1058.18,0.05,3015.81,1411.62,1604.19,Marketplace
SAL01249,2023-12-20,STR10,CUS0783,PRD089,EMP040,4,1191.6,0.15,4051.44,1986.28,2065.16,Retail Store
SAL01250,2022-11-21,STR02,CUS0526,PRD041,EMP003,2,317.51,0.0,635.02,272.46,362.56,Online
SAL01251,2023-05-02,STR06,CUS0736,PRD093,EMP009,2,36.51,0.2,58.42,50.04,8.38,Online
SAL01252,2025-08-04,STR15,CUS0524,PRD078,EMP060,3,676.26,0.15,1724.46,1222.35,502.11,Marketplace
SAL01253,2024-06-16,STR12,CUS0211,PRD147,EMP062,2,178.89,0.0,357.78,146.68,211.1,Mobile App
SAL01254,2025-02-05,STR06,CUS0761,PRD027,EMP052,2,517.78,0.0,1035.56,442.8,592.76,Retail Store
SAL01255,2023-12-30,STR10,CUS0186,PRD037,EMP029,2,451.39,0.05,857.64,395.6,462.04,Mobile App
SAL01256,2023-02-14,STR13,CUS0112,PRD078,EMP007,1,676.26,0.05,642.45,407.45,235.0,Mobile App
SAL01257,2024-03-28,STR01,CUS0237,PRD021,EMP053,1,158.66,0.1,142.79,76.48,66.31,Marketplace
SAL01258,2022-08-02,STR12,CUS0468,PRD126,EMP068,1,683.71,0.0,683.71,363.5,320.21,Mobile App
SAL01259,2023-06-19,STR01,CUS0612,PRD127,EMP056,1,659.02,0.2,527.22,457.88,69.34,Mobile App
SAL01260,2023-01-07,STR15,CUS0544,PRD069,EMP076,2,751.25,0.05,1427.38,689.96,737.42,Online
SAL01261,2023-03-05,STR06,CUS0644,PRD044,EMP017,4,87.58,0.2,280.26,209.52,70.74,Online
SAL01262,2022-03-02,STR10,CUS0438,PRD143,EMP026,1,384.27,0.1,345.84,182.41,163.43,Online
SAL01263,2023-09-16,STR06,CUS0767,PRD028,EMP062,3,140.7,0.0,422.1,236.1,186.0,Retail Store
SAL01264,2024-12-10,STR11,CUS0521,PRD026,EMP039,3,795.2,0.2,1908.48,1275.12,633.36,Retail Store
SAL01265,2025-06-30,STR03,CUS0601,PRD053,EMP062,2,115.38,0.15,196.15,110.76,85.39,Online
SAL01266,2023-08-19,STR17,CUS0487,PRD023,EMP080,1,204.51,0.15,173.83,95.89,77.94,Online
SAL01267,2022-10-31,STR20,CUS0325,PRD090,EMP037,1,1161.87,0.0,1161.87,535.16,626.71,Online
SAL01268,2025-03-01,STR12,CUS0522,PRD066,EMP072,2,612.55,0.0,1225.1,698.12,526.98,Retail Store
SAL01269,2024-05-27,STR12,CUS0008,PRD021,EMP040,4,158.66,0.1,571.18,305.92,265.26,Retail Store
SAL01270,2022-03-30,STR01,CUS0798,PRD087,EMP019,5,133.05,0.0,665.25,399.85,265.4,Retail Store
SAL01271,2023-07-15,STR01,CUS0087,PRD105,EMP009,1,351.53,0.1,316.38,208.41,107.97,Marketplace
SAL01272,2022-09-13,STR11,CUS0053,PRD037,EMP071,4,451.39,0.1,1625.0,791.2,833.8,Marketplace
SAL01273,2022-02-28,STR05,CUS0415,PRD074,EMP080,1,367.45,0.0,367.45,272.8,94.65,Online
SAL01274,2023-01-26,STR13,CUS0114,PRD025,EMP075,2,530.28,0.15,901.48,460.76,440.72,Retail Store
SAL01275,2024-08-19,STR02,CUS0446,PRD144,EMP050,2,377.82,0.0,755.64,316.0,439.64,Online
SAL01276,2024-01-20,STR11,CUS0380,PRD007,EMP040,2,849.99,0.15,1444.98,1012.22,432.76,Marketplace
SAL01277,2022-04-21,STR14,CUS0491,PRD069,EMP007,1,751.25,0.0,751.25,344.98,406.27,Mobile App
SAL01278,2023-09-20,STR09,CUS0196,PRD032,EMP075,1,1029.07,0.2,823.26,519.68,303.58,Online
SAL01279,2022-11-06,STR07,CUS0782,PRD102,EMP043,1,589.12,0.15,500.75,440.51,60.24,Mobile App
SAL01280,2024-04-12,STR01,CUS0672,PRD067,EMP025,1,250.83,0.0,250.83,140.01,110.82,Retail Store
SAL01281,2023-12-10,STR01,CUS0700,PRD109,EMP059,1,1035.44,0.1,931.9,448.09,483.81,Marketplace
SAL01282,2025-03-11,STR07,CUS0763,PRD086,EMP037,2,1058.18,0.0,2116.36,941.08,1175.28,Marketplace
SAL01283,2022-08-07,STR08,CUS0757,PRD029,EMP025,1,360.57,0.05,342.54,255.51,87.03,Online
SAL01284,2024-05-09,STR12,CUS0261,PRD058,EMP064,1,94.69,0.15,80.49,50.47,30.02,Retail Store
SAL01285,2023-09-13,STR15,CUS0217,PRD035,EMP031,2,262.64,0.0,525.28,306.72,218.56,Retail Store
SAL01286,2023-07-10,STR11,CUS0061,PRD056,EMP079,1,1182.21,0.0,1182.21,508.96,673.25,Marketplace
SAL01287,2024-10-24,STR03,CUS0720,PRD078,EMP038,2,676.26,0.0,1352.52,814.9,537.62,Retail Store
SAL01288,2024-08-23,STR20,CUS0097,PRD007,EMP046,1,849.99,0.2,679.99,506.11,173.88,Online
SAL01289,2024-03-14,STR10,CUS0710,PRD037,EMP073,1,451.39,0.2,361.11,197.8,163.31,Mobile App
SAL01290,2024-03-25,STR10,CUS0642,PRD099,EMP064,1,228.91,0.0,228.91,105.56,123.35,Marketplace
SAL01291,2022-01-01,STR15,CUS0009,PRD028,EMP068,4,140.7,0.15,478.38,314.8,163.58,Retail Store
SAL01292,2024-07-11,STR12,CUS0166,PRD088,EMP032,1,712.62,0.15,605.73,377.5,228.23,Mobile App
SAL01293,2023-02-03,STR03,CUS0515,PRD097,EMP052,2,289.76,0.0,579.52,459.36,120.16,Marketplace
SAL01294,2023-11-02,STR16,CUS0734,PRD106,EMP059,1,449.23,0.2,359.38,347.69,11.69,Marketplace
SAL01295,2024-03-28,STR18,CUS0315,PRD067,EMP053,2,250.83,0.2,401.33,280.02,121.31,Online
SAL01296,2023-05-31,STR18,CUS0698,PRD140,EMP013,2,880.78,0.1,1585.4,762.82,822.58,Marketplace
SAL01297,2024-03-21,STR17,CUS0768,PRD089,EMP023,3,1191.6,0.0,3574.8,1489.71,2085.09,Online
SAL01298,2023-04-22,STR05,CUS0375,PRD126,EMP030,1,683.71,0.15,581.15,363.5,217.65,Online
SAL01299,2023-06-19,STR10,CUS0628,PRD049,EMP043,1,105.38,0.0,105.38,42.63,62.75,Online
SAL01300,2025-01-20,STR16,CUS0178,PRD014,EMP074,2,110.38,0.0,220.76,125.32,95.44,Marketplace
SAL01301,2022-04-23,STR03,CUS0281,PRD065,EMP008,1,371.76,0.0,371.76,223.55,148.21,Online
SAL01302,2024-09-05,STR13,CUS0468,PRD110,EMP051,1,226.13,0.0,226.13,134.62,91.51,Online
SAL01303,2024-01-08,STR03,CUS0115,PRD049,EMP038,1,105.38,0.0,105.38,42.63,62.75,Retail Store
SAL01304,2024-01-01,STR08,CUS0389,PRD137,EMP030,1,891.85,0.05,847.26,481.52,365.74,Mobile App
SAL01305,2022-06-22,STR05,CUS0538,PRD078,EMP042,1,676.26,0.0,676.26,407.45,268.81,Online
SAL01306,2022-04-26,STR08,CUS0094,PRD097,EMP043,2,289.76,0.0,579.52,459.36,120.16,Online
SAL01307,2022-01-24,STR06,CUS0227,PRD149,EMP074,5,741.32,0.05,3521.27,1592.7,1928.57,Online
SAL01308,2023-10-01,STR07,CUS0303,PRD114,EMP020,6,463.43,0.0,2780.58,1616.22,1164.36,Marketplace
SAL01309,2023-10-30,STR03,CUS0747,PRD061,EMP025,1,1245.44,0.2,996.35,516.93,479.42,Retail Store
SAL01310,2023-02-08,STR14,CUS0488,PRD130,EMP073,3,56.45,0.15,143.95,94.29,49.66,Mobile App
SAL01311,2023-04-25,STR14,CUS0063,PRD002,EMP036,2,1009.51,0.05,1918.07,919.9,998.17,Mobile App
SAL01312,2024-12-09,STR15,CUS0455,PRD113,EMP050,3,275.79,0.0,827.37,507.36,320.01,Mobile App
SAL01313,2022-01-30,STR04,CUS0531,PRD120,EMP016,1,74.57,0.05,70.84,41.88,28.96,Mobile App
SAL01314,2023-10-17,STR04,CUS0276,PRD112,EMP047,1,474.27,0.0,474.27,337.84,136.43,Retail Store
SAL01315,2022-10-24,STR01,CUS0512,PRD026,EMP071,3,795.2,0.1,2147.04,1275.12,871.92,Retail Store
SAL01316,2022-09-21,STR14,CUS0559,PRD060,EMP073,1,691.7,0.0,691.7,277.26,414.44,Marketplace
SAL01317,2023-05-16,STR17,CUS0606,PRD078,EMP071,1,676.26,0.05,642.45,407.45,235.0,Retail Store
SAL01318,2022-05-30,STR07,CUS0007,PRD068,EMP020,1,144.72,0.0,144.72,78.77,65.95,Marketplace
SAL01319,2022-12-14,STR05,CUS0002,PRD110,EMP078,2,226.13,0.1,407.03,269.24,137.79,Online
SAL01320,2025-02-21,STR17,CUS0230,PRD041,EMP059,1,317.51,0.15,269.88,136.23,133.65,Online
SAL01321,2025-06-07,STR10,CUS0207,PRD073,EMP030,1,872.19,0.2,697.75,447.52,250.23,Online
SAL01322,2023-10-28,STR06,CUS0044,PRD083,EMP017,3,963.17,0.15,2456.08,1596.66,859.42,Online
SAL01323,2024-02-25,STR05,CUS0577,PRD147,EMP037,2,178.89,0.1,322.0,146.68,175.32,Retail Store
SAL01324,2025-08-04,STR16,CUS0655,PRD029,EMP036,1,360.57,0.15,306.48,255.51,50.97,Marketplace
SAL01325,2022-05-06,STR01,CUS0005,PRD067,EMP078,2,250.83,0.0,501.66,280.02,221.64,Online
SAL01326,2024-06-29,STR03,CUS0614,PRD030,EMP017,4,567.0,0.15,1927.8,1780.2,147.6,Retail Store
SAL01327,2022-06-09,STR14,CUS0039,PRD005,EMP037,1,1044.73,0.15,888.02,444.23,443.79,Mobile App
SAL01328,2023-09-23,STR05,CUS0362,PRD020,EMP039,1,554.76,0.15,471.55,443.64,27.91,Marketplace
SAL01329,2024-05-08,STR04,CUS0491,PRD023,EMP008,1,204.51,0.0,204.51,95.89,108.62,Mobile App
SAL01330,2023-12-25,STR20,CUS0006,PRD109,EMP014,1,1035.44,0.0,1035.44,448.09,587.35,Retail Store
SAL01331,2022-10-17,STR18,CUS0323,PRD145,EMP024,2,934.5,0.0,1869.0,946.4,922.6,Mobile App
SAL01332,2025-04-11,STR04,CUS0557,PRD034,EMP027,2,662.71,0.0,1325.42,759.66,565.76,Retail Store
SAL01333,2024-05-25,STR18,CUS0080,PRD057,EMP033,2,687.38,0.15,1168.55,677.98,490.57,Marketplace
SAL01334,2024-11-25,STR12,CUS0787,PRD124,EMP074,1,801.35,0.0,801.35,529.2,272.15,Retail Store
SAL01335,2025-06-27,STR11,CUS0653,PRD086,EMP031,1,1058.18,0.05,1005.27,470.54,534.73,Online
SAL01336,2025-05-27,STR06,CUS0513,PRD036,EMP009,2,1088.59,0.15,1850.6,886.5,964.1,Retail Store
SAL01337,2024-06-04,STR12,CUS0541,PRD068,EMP072,1,144.72,0.0,144.72,78.77,65.95,Marketplace
SAL01338,2022-08-14,STR09,CUS0107,PRD116,EMP063,4,763.65,0.0,3054.6,1447.0,1607.6,Mobile App
SAL01339,2022-02-08,STR13,CUS0746,PRD084,EMP014,1,761.49,0.0,761.49,322.57,438.92,Retail Store
SAL01340,2024-12-09,STR19,CUS0761,PRD067,EMP008,4,250.83,0.0,1003.32,560.04,443.28,Online
SAL01341,2024-10-15,STR17,CUS0649,PRD135,EMP055,1,570.26,0.2,456.21,312.21,144.0,Marketplace
SAL01342,2025-03-28,STR10,CUS0764,PRD004,EMP079,2,680.22,0.05,1292.42,556.52,735.9,Marketplace
SAL01343,2024-01-31,STR16,CUS0105,PRD002,EMP057,1,1009.51,0.1,908.56,459.95,448.61,Online
SAL01344,2022-07-23,STR19,CUS0245,PRD127,EMP072,1,659.02,0.1,593.12,457.88,135.24,Mobile App
SAL01345,2024-10-23,STR08,CUS0454,PRD015,EMP047,1,900.2,0.1,810.18,521.73,288.45,Online
SAL01346,2023-12-03,STR11,CUS0150,PRD138,EMP010,3,811.51,0.15,2069.35,1192.71,876.64,Online
SAL01347,2022-11-16,STR02,CUS0476,PRD073,EMP061,2,872.19,0.0,1744.38,895.04,849.34,Online
SAL01348,2022-01-15,STR09,CUS0682,PRD031,EMP020,2,178.1,0.1,320.58,173.48,147.1,Online
SAL01349,2024-11-27,STR09,CUS0506,PRD104,EMP008,6,1168.96,0.0,7013.76,3011.58,4002.18,Online
SAL01350,2023-04-10,STR06,CUS0505,PRD149,EMP025,2,741.32,0.2,1186.11,637.08,549.03,Online
SAL01351,2022-03-20,STR08,CUS0389,PRD091,EMP060,6,273.58,0.0,1641.48,855.42,786.06,Mobile App
SAL01352,2024-07-21,STR09,CUS0513,PRD070,EMP019,3,956.79,0.0,2870.37,1325.52,1544.85,Online
SAL01353,2024-01-03,STR06,CUS0433,PRD018,EMP072,1,746.19,0.0,746.19,540.07,206.12,Online
SAL01354,2023-09-03,STR02,CUS0263,PRD008,EMP063,1,315.45,0.0,315.45,226.85,88.6,Online
SAL01355,2023-06-23,STR01,CUS0340,PRD123,EMP016,2,183.07,0.0,366.14,165.66,200.48,Retail Store
SAL01356,2025-08-01,STR10,CUS0344,PRD008,EMP023,3,315.45,0.1,851.71,680.55,171.16,Mobile App
SAL01357,2022-11-22,STR15,CUS0494,PRD109,EMP049,3,1035.44,0.0,3106.32,1344.27,1762.05,Retail Store
SAL01358,2024-09-14,STR15,CUS0276,PRD094,EMP036,4,394.89,0.05,1500.58,1060.0,440.58,Mobile App
SAL01359,2024-03-29,STR11,CUS0604,PRD074,EMP006,2,367.45,0.1,661.41,545.6,115.81,Mobile App
SAL01360,2024-08-12,STR13,CUS0128,PRD001,EMP079,1,770.35,0.05,731.83,421.23,310.6,Retail Store
SAL01361,2025-02-18,STR09,CUS0305,,EMP057,2,553.6,0.0,1107.2,548.2,559.0,Marketplace
SAL01362,2023-11-04,STR02,CUS0276,PRD001,EMP077,1,770.35,0.0,770.35,421.23,349.12,Marketplace
SAL01363,2023-04-07,STR14,CUS0041,PRD114,EMP008,1,463.43,0.0,463.43,269.37,194.06,Online
SAL01364,2022-11-05,STR13,CUS0422,PRD073,EMP080,1,872.19,0.1,784.97,447.52,337.45,Mobile App
SAL01365,2025-07-25,STR17,CUS0299,PRD145,EMP074,1,934.5,0.0,934.5,473.2,461.3,Online
SAL01366,2025-04-28,STR19,CUS0697,PRD115,EMP011,3,704.07,0.0,2112.21,999.9,1112.31,Marketplace
SAL01367,2022-11-15,STR01,CUS0710,PRD135,EMP074,5,570.26,0.0,2851.3,1561.05,1290.25,Mobile App
SAL01368,2022-04-24,STR04,CUS0116,PRD088,EMP028,3,712.62,0.05,2030.97,1132.5,898.47,Marketplace
SAL01369,2024-03-17,STR14,CUS0768,PRD046,EMP013,2,1051.5,0.05,1997.85,1082.28,915.57,Marketplace
SAL01370,2024-09-27,STR09,CUS0049,PRD142,EMP001,1,542.72,0.0,542.72,274.0,268.72,Retail Store
SAL01371,2022-09-05,STR04,CUS0098,PRD023,EMP075,1,204.51,0.0,204.51,95.89,108.62,Marketplace
SAL01372,2024-08-19,STR11,CUS0405,PRD090,EMP075,1,1161.87,0.2,929.5,535.16,394.34,Retail Store
SAL01373,2022-08-06,STR20,CUS0530,PRD064,EMP042,1,396.23,0.0,396.23,173.67,222.56,Mobile App
SAL01374,2023-08-24,STR19,CUS0028,PRD056,EMP016,3,1182.21,0.1,3191.97,1526.88,1665.09,Online
SAL01375,2025-06-02,STR11,CUS0267,PRD062,EMP026,2,658.74,0.0,1317.48,825.18,492.3,Online
SAL01376,2025-04-20,STR18,CUS0164,PRD150,EMP001,1,503.81,0.2,403.05,354.76,48.29,Marketplace
SAL01377,2023-11-03,STR03,CUS0061,PRD098,EMP028,3,567.94,0.15,1448.25,817.77,630.48,Retail Store
SAL01378,2022-10-06,STR05,CUS0031,PRD050,EMP078,4,228.4,0.2,730.88,583.64,147.24,Mobile App
SAL01379,2022-03-04,STR08,CUS0319,PRD145,EMP002,1,934.5,0.0,934.5,473.2,461.3,Marketplace
SAL01380,2024-02-13,STR11,CUS0308,PRD012,EMP022,2,116.58,0.0,233.16,122.32,110.84,Mobile App
SAL01381,2024-06-28,STR19,CUS0564,PRD134,EMP066,1,578.6,0.1,520.74,374.33,146.41,Marketplace
SAL01382,2024-12-10,STR07,CUS0460,PRD048,EMP049,3,125.89,0.05,358.79,301.71,57.08,Marketplace
SAL01383,2022-07-02,STR03,CUS0328,PRD136,EMP018,1,438.89,0.0,438.89,311.71,127.18,Retail Store
SAL01384,2025-06-24,STR01,CUS0543,PRD084,EMP078,1,761.49,0.2,609.19,322.57,286.62,Retail Store
SAL01385,2022-04-15,STR17,CUS0237,PRD028,EMP074,1,140.7,0.05,133.66,78.7,54.96,Retail Store
SAL01386,2024-01-10,STR16,CUS0708,PRD077,EMP062,3,549.27,0.1,1483.03,811.59,671.44,Mobile App
SAL01387,2023-05-28,STR07,CUS0593,PRD121,EMP009,2,335.41,0.05,637.28,397.98,239.3,Online
SAL01388,2023-09-21,STR04,CUS0150,PRD117,EMP027,2,432.95,0.2,692.72,583.64,109.08,Online
SAL01389,2025-04-07,STR15,CUS0602,PRD035,EMP021,4,262.64,0.15,892.98,613.44,279.54,Retail Store
SAL01390,2023-10-14,STR16,CUS0077,PRD055,EMP040,2,259.86,0.0,519.72,318.08,201.64,Retail Store
SAL01391,2024-06-02,STR17,CUS0463,PRD135,EMP047,1,570.26,0.05,541.75,312.21,229.54,Mobile App
SAL01392,2022-06-08,STR15,CUS0795,PRD042,EMP034,1,576.17,0.0,576.17,340.73,235.44,Retail Store
SAL01393,2022-10-27,STR09,CUS0268,PRD124,EMP065,3,801.35,0.15,2043.44,1587.6,455.84,Online
SAL01394,2022-02-27,STR18,CUS0266,PRD108,EMP026,2,615.47,0.0,1230.94,535.28,695.66,Mobile App
SAL01395,2022-03-12,STR14,CUS0321,PRD011,EMP070,4,357.41,0.15,1215.19,923.92,291.27,Mobile App
SAL01396,2025-05-01,STR09,CUS0062,PRD005,EMP032,3,1044.73,0.15,2664.06,1332.69,1331.37,Marketplace
SAL01397,2025-03-02,STR08,CUS0049,PRD019,EMP071,1,718.75,0.0,718.75,317.23,401.52,Marketplace
SAL01398,2023-08-03,STR18,CUS0673,PRD131,EMP046,3,294.87,0.2,707.69,547.17,160.52,Mobile App
SAL01399,2023-10-23,STR14,CUS0278,PRD015,EMP049,3,900.2,0.15,2295.51,1565.19,730.32,Retail Store
SAL01400,2023-02-28,STR20,CUS0081,PRD050,EMP001,1,228.4,0.1,205.56,145.91,59.65,Retail Store
SAL01401,2024-10-01,STR14,CUS0012,PRD089,EMP072,1,1191.6,0.0,1191.6,496.57,695.03,Online
SAL01402,2022-12-14,STR18,CUS0472,PRD102,EMP070,1,589.12,0.0,589.12,440.51,148.61,Marketplace
SAL01403,2023-09-21,STR17,CUS0340,PRD066,EMP040,2,612.55,0.1,1102.59,698.12,404.47,Marketplace
SAL01404,2024-03-24,STR07,CUS0604,PRD032,EMP046,1,1029.07,0.15,874.71,519.68,355.03,Mobile App
SAL01405,2023-10-29,STR06,CUS0626,PRD011,EMP016,2,357.41,0.2,571.86,461.96,109.9,Marketplace
SAL01406,2024-04-27,STR05,CUS0574,PRD141,EMP057,1,407.14,0.1,366.43,201.46,164.97,Mobile App
SAL01407,2022-01-08,STR07,CUS0769,PRD092,EMP051,1,235.59,0.1,212.03,132.85,79.18,Retail Store
SAL01408,2024-11-17,STR11,CUS0464,PRD135,EMP031,2,570.26,0.1,1026.47,624.42,402.05,Mobile App
SAL01409,2022-02-07,STR06,CUS0576,PRD038,EMP073,2,442.44,0.1,796.39,624.34,172.05,Marketplace
SAL01410,2022-01-21,STR19,CUS0397,PRD042,EMP073,2,576.17,0.0,1152.34,681.46,470.88,Retail Store
SAL01411,2025-01-01,STR09,CUS0798,PRD014,EMP056,1,110.38,0.1,99.34,62.66,36.68,Mobile App
SAL01412,2022-10-30,STR18,CUS0514,PRD110,EMP073,2,226.13,0.0,452.26,269.24,183.02,Marketplace
SAL01413,2022-03-20,STR04,CUS0701,PRD076,EMP011,3,1227.35,0.0,3682.05,1565.1,2116.95,Marketplace
SAL01414,2025-01-17,STR17,CUS0515,PRD057,EMP005,2,687.38,0.0,1374.76,677.98,696.78,Online
SAL01415,2024-04-26,STR01,CUS0773,PRD001,EMP059,1,770.35,0.0,770.35,421.23,349.12,Retail Store
SAL01416,2024-08-15,STR14,CUS0433,PRD035,EMP048,1,262.64,0.2,210.11,153.36,56.75,Marketplace
SAL01417,2023-01-02,STR19,CUS0450,PRD128,EMP055,1,389.92,0.0,389.92,162.48,227.44,Mobile App
SAL01418,2023-12-28,STR13,CUS0146,PRD144,EMP045,2,377.82,0.0,755.64,316.0,439.64,Mobile App
SAL01419,2022-01-25,STR18,CUS0467,PRD041,EMP022,1,317.51,0.05,301.63,136.23,165.4,Mobile App
SAL01420,2025-04-30,STR13,CUS0658,PRD012,EMP072,1,116.58,0.0,116.58,61.16,55.42,Online
SAL01421,2022-04-16,STR09,CUS0233,PRD027,EMP038,2,517.78,0.15,880.23,442.8,437.43,Marketplace
SAL01422,2024-08-22,STR02,CUS0034,PRD074,EMP068,3,367.45,0.15,937.0,818.4,118.6,Online
SAL01423,2025-04-05,STR09,CUS0740,PRD117,EMP058,1,432.95,0.1,389.65,291.82,97.83,Retail Store
SAL01424,2025-01-12,STR20,CUS0595,PRD119,EMP020,1,978.16,0.1,880.34,412.85,467.49,Mobile App
SAL01425,2024-10-19,STR17,CUS0362,PRD027,EMP008,3,517.78,0.2,1242.67,664.2,578.47,Marketplace
SAL01426,2024-01-28,STR18,CUS0256,PRD071,EMP010,1,256.19,0.1,230.57,179.28,51.29,Online
SAL01427,2022-05-25,STR15,CUS0513,PRD093,EMP040,3,36.51,0.0,109.53,75.06,34.47,Retail Store
SAL01428,2024-05-26,STR04,CUS0500,PRD006,EMP051,1,1065.43,0.15,905.62,434.1,471.52,Marketplace
SAL01429,2024-01-12,STR03,CUS0074,PRD057,EMP078,1,687.38,0.15,584.27,338.99,245.28,Marketplace
SAL01430,2024-08-22,STR20,CUS0103,PRD079,EMP070,4,87.68,0.2,280.58,271.12,9.46,Marketplace
SAL01431,2022-04-14,STR09,CUS0546,PRD116,EMP013,3,763.65,0.2,1832.76,1085.25,747.51,Mobile App
SAL01432,2022-07-19,STR16,CUS0672,PRD096,EMP017,1,1106.48,0.1,995.83,521.34,474.49,Online
SAL01433,2024-10-15,STR15,CUS0296,PRD044,EMP036,1,87.58,0.2,70.06,52.38,17.68,Marketplace
SAL01434,2025-05-31,STR18,CUS0011,PRD004,EMP027,1,680.22,0.15,578.19,278.26,299.93,Marketplace
SAL01435,2022-12-20,STR19,CUS0654,PRD001,EMP040,2,770.35,0.05,1463.66,842.46,621.2,Retail Store
SAL01436,2022-11-28,STR17,CUS0301,PRD108,EMP001,1,615.47,0.15,523.15,267.64,255.51,Retail Store
SAL01437,2023-08-18,STR20,CUS0750,PRD086,EMP069,1,1058.18,0.0,1058.18,470.54,587.64,Online
SAL01438,2023-07-13,STR09,CUS0247,PRD108,EMP045,2,615.47,0.0,1230.94,535.28,695.66,Mobile App
SAL01439,2023-01-19,STR10,CUS0769,PRD028,EMP038,4,140.7,0.0,562.8,314.8,248.0,Marketplace
SAL01440,2023-05-16,STR11,CUS0780,PRD073,EMP019,2,872.19,0.0,1744.38,895.04,849.34,Retail Store
SAL01441,2023-11-18,STR03,CUS0766,PRD124,EMP026,1,801.35,0.05,761.28,529.2,232.08,Mobile App
SAL01442,2025-05-05,STR15,CUS0359,PRD140,EMP069,3,880.78,0.05,2510.22,1144.23,1365.99,Marketplace
SAL01443,2025-03-16,STR07,CUS0278,PRD066,EMP019,2,612.55,0.05,1163.84,698.12,465.72,Marketplace
SAL01444,2023-02-16,STR16,CUS0300,PRD088,EMP006,1,712.62,0.2,570.1,377.5,192.6,Mobile App
SAL01445,2024-01-15,STR15,CUS0240,PRD070,EMP025,1,956.79,0.0,956.79,441.84,514.95,Mobile App
SAL01446,2025-03-26,STR07,CUS0690,PRD124,EMP017,1,801.35,0.0,801.35,529.2,272.15,Mobile App
SAL01447,2023-05-11,STR03,CUS0745,PRD006,EMP038,2,1065.43,0.2,1704.69,868.2,836.49,Retail Store
SAL01448,2024-07-02,STR16,CUS0743,PRD150,EMP078,1,503.81,0.15,428.24,354.76,73.48,Retail Store
SAL01449,2023-12-25,STR09,CUS0220,PRD026,EMP002,2,795.2,0.0,1590.4,850.08,740.32,Online
SAL01450,2025-01-04,STR12,CUS0075,PRD111,EMP009,2,295.29,0.1,531.52,438.1,93.42,Mobile App
SAL01451,2022-10-01,STR06,CUS0497,PRD098,EMP027,2,567.94,0.0,1135.88,545.18,590.7,Mobile App
SAL01452,2023-06-12,STR08,CUS0696,PRD063,EMP078,1,593.83,0.15,504.76,433.45,71.31,Online
SAL01453,2023-03-12,STR13,CUS0212,PRD034,EMP076,1,662.71,0.1,596.44,379.83,216.61,Retail Store
SAL01454,2024-10-05,STR10,CUS0775,PRD017,EMP007,3,62.47,0.05,178.04,140.01,38.03,Marketplace
SAL01455,2023-02-15,STR13,CUS0498,PRD018,EMP002,1,746.19,0.0,746.19,540.07,206.12,Mobile App
SAL01456,2025-03-19,STR12,CUS0773,PRD084,EMP058,1,761.49,0.05,723.42,322.57,400.85,Marketplace
SAL01457,2025-05-19,STR10,CUS0712,PRD100,EMP011,2,1039.72,0.0,2079.44,854.7,1224.74,Retail Store
SAL01458,2024-04-15,STR07,CUS0570,PRD129,EMP007,1,761.05,0.0,761.05,459.25,301.8,Online
SAL01459,2024-02-23,STR17,CUS0432,PRD078,EMP007,1,676.26,0.0,676.26,407.45,268.81,Marketplace
