InventoryID,SnapshotDate,StoreID,ProductID,ClosingStock,StockValue,ReorderLevel,StockStatus
INV002559,2023-08-31,STR12,PRD119,15,6192.75,25,OK
INV002560,2023-08-31,STR12,PRD031,103,8934.22,8,OK
INV002561,2023-08-31,STR12,PRD023,27,2589.03,10,OK
INV002562,2023-08-31,STR12,PRD138,144,57250.08,28,OK
INV002563,2023-08-31,STR12,PRD091,69,9837.33,20,OK
INV002564,2023-08-31,STR12,PRD131,103,18786.17,12,OK
INV002565,2023-08-31,STR12,PRD123,6,496.98,11,Low
INV002566,2023-08-31,STR12,PRD021,38,2906.24,21,OK
INV002567,2023-08-31,STR12,PRD088,4,1510.0,14,Low
INV002568,2023-08-31,STR12,PRD132,83,19226.12,18,OK
INV002569,2023-08-31,STR12,PRD081,24,8702.16,15,OK
INV002570,2023-08-31,STR12,PRD097,114,26183.52,8,OK
INV002571,2023-08-31,STR12,PRD135,150,46831.5,5,OK
INV002572,2023-08-31,STR12,PRD068,2,157.54,14,Low
INV002573,2023-08-31,STR12,PRD108,65,17396.6,28,OK
INV002574,2023-08-31,STR12,PRD115,53,17664.9,14,OK
INV002575,2023-08-31,STR12,PRD122,59,5862.24,19,OK
INV002576,2023-08-31,STR12,PRD045,49,16400.79,30,OK
INV002577,2023-08-31,STR12,PRD101,143,17122.82,26,OK
INV002578,2023-08-31,STR12,PRD048,22,2212.54,30,OK
INV002579,2023-08-31,STR12,PRD075,93,25491.3,21,OK
INV002580,2023-08-31,STR12,PRD033,10,1155.4,26,OK
INV002581,2023-08-31,STR20,PRD022,106,16417.28,21,OK
INV002582,2023-08-31,STR20,PRD021,71,5430.08,24,OK
INV002583,2023-08-31,STR20,PRD084,121,39030.97,17,OK
INV002584,2023-08-31,STR20,PRD032,71,36897.28,18,OK
INV002585,2023-08-31,STR20,PRD025,28,6450.64,18,OK
INV002586,2023-08-31,STR20,PRD085,33,4084.74,26,OK
INV002587,2023-08-31,STR20,PRD136,29,9039.59,19,OK
INV002588,2023-08-31,STR20,PRD058,136,6863.92,17,OK
INV002589,2023-08-31,STR20,PRD010,33,14072.19,24,OK
INV002590,2023-08-31,STR20,PRD126,119,43256.5,19,OK
INV002591,2023-08-31,STR20,PRD007,115,58202.65,16,OK
INV002592,2023-08-31,STR20,PRD142,76,20824.0,20,OK
INV002593,2023-08-31,STR20,PRD062,29,11965.11,24,OK
INV002594,2023-08-31,STR20,PRD135,118,36840.78,25,OK
INV002595,2023-08-31,STR20,PRD081,19,6889.21,21,OK
INV002596,2023-08-31,STR20,PRD077,60,16231.8,19,OK
INV002597,2023-08-31,STR20,PRD116,83,30025.25,9,OK
INV002598,2023-08-31,STR20,PRD067,80,11200.8,6,OK
INV002599,2023-08-31,STR20,PRD091,143,20387.51,14,OK
INV002600,2023-08-31,STR20,PRD106,27,9387.63,29,OK
INV002601,2023-08-31,STR20,PRD051,36,11394.72,7,OK
INV002602,2023-08-31,STR20,PRD094,124,32860.0,10,OK
INV002603,2023-08-31,STR20,PRD089,9,4469.13,9,Low
INV002604,2023-08-31,STR20,PRD124,28,14817.6,17,OK
INV002605,2023-08-31,STR20,PRD070,64,28277.76,24,OK
INV002606,2023-08-31,STR20,PRD030,52,23142.6,9,OK
INV002607,2023-08-31,STR20,PRD134,128,47914.24,26,OK
INV002608,2023-08-31,STR20,PRD033,13,1502.02,6,OK
INV002609,2023-08-31,STR20,PRD078,112,45634.4,25,OK
INV002610,2023-08-31,STR20,PRD009,120,63164.4,8,OK
INV002611,2023-08-31,STR09,PRD113,94,15897.28,16,OK
INV002612,2023-08-31,STR09,PRD028,115,9050.5,24,OK
INV002613,2023-08-31,STR09,PRD102,93,40967.43,16,OK
INV002614,2023-08-31,STR09,PRD092,72,9565.2,9,OK
INV002615,2023-08-31,STR09,PRD070,52,22975.68,17,OK
INV002616,2023-08-31,STR09,PRD105,103,21466.23,10,OK
INV002617,2023-08-31,STR09,PRD129,109,50058.25,6,OK
INV002618,2023-08-31,STR09,PRD003,88,29599.68,12,OK
INV002619,2023-08-31,STR09,PRD065,27,6035.85,19,OK
INV002620,2023-08-31,STR09,PRD148,150,48355.5,20,OK
INV002621,2023-08-31,STR09,PRD101,23,2754.02,25,OK
INV002622,2023-08-31,STR09,PRD060,49,13585.74,17,OK
INV002623,2023-08-31,STR09,PRD055,27,4294.08,25,OK
INV002624,2023-08-31,STR09,PRD018,70,37804.9,30,OK
INV002625,2023-08-31,STR09,PRD082,141,68094.54,13,OK
INV002626,2023-08-31,STR09,PRD100,81,34615.35,20,OK
INV002627,2023-08-31,STR09,PRD098,95,25896.05,9,OK
INV002628,2023-08-31,STR09,PRD013,24,6791.76,24,OK
INV002629,2023-08-31,STR09,PRD005,28,12438.44,29,OK
INV002630,2023-08-31,STR09,PRD104,51,25598.43,18,OK
INV002631,2023-08-31,STR09,PRD107,142,64665.38,23,OK
INV002632,2023-08-31,STR09,PRD029,103,26317.53,22,OK
INV002633,2023-08-31,STR09,PRD040,54,18774.18,30,OK
INV002634,2023-08-31,STR09,PRD120,43,1800.84,8,OK
INV002635,2023-08-31,STR09,PRD061,46,23778.78,24,OK
INV002636,2023-08-31,STR09,PRD030,68,30263.4,11,OK
INV002637,2023-08-31,STR09,PRD035,135,20703.6,23,OK
INV002638,2023-08-31,STR09,PRD046,88,47620.32,16,OK
INV002639,2023-08-31,STR09,PRD073,138,61757.76,6,OK
INV002640,2023-08-31,STR09,PRD004,128,35617.28,12,OK
INV002641,2023-08-31,STR15,PRD097,47,10794.96,15,OK
INV002642,2023-08-31,STR15,PRD074,101,27552.8,19,OK
INV002643,2023-08-31,STR15,PRD044,66,3457.08,10,OK
INV002644,2023-08-31,STR15,PRD037,118,23340.4,5,OK
INV002645,2023-08-31,STR15,PRD069,67,23113.66,12,OK
INV002646,2023-08-31,STR15,PRD112,124,41892.16,23,OK
INV002647,2023-08-31,STR15,PRD122,134,13314.24,21,OK
INV002648,2023-08-31,STR15,PRD134,33,12352.89,13,OK
INV002649,2023-08-31,STR15,PRD031,63,5464.62,22,OK
INV002650,2023-08-31,STR15,PRD017,60,2800.2,25,OK
INV002651,2023-08-31,STR15,PRD136,20,6234.2,16,OK
INV002652,2023-08-31,STR15,PRD038,92,28719.64,11,OK
INV002653,2023-08-31,STR15,PRD086,115,54112.1,18,OK
INV002654,2023-08-31,STR15,PRD096,149,77679.66,21,OK
INV002655,2023-08-31,STR15,PRD099,4,422.24,21,Low
INV002656,2023-08-31,STR15,PRD057,79,26780.21,30,OK
INV002657,2023-08-31,STR15,PRD114,136,36634.32,16,OK
INV002658,2023-08-31,STR15,PRD023,15,1438.35,24,OK
INV002659,2023-08-31,STR15,PRD016,94,41360.94,16,OK
INV002660,2023-08-31,STR15,PRD137,131,63079.12,7,OK
INV002661,2023-08-31,STR15,PRD090,111,59402.76,16,OK
INV002662,2023-08-31,STR15,PRD087,134,10715.98,6,OK
INV002663,2023-08-31,STR15,PRD107,95,43262.05,17,OK
INV002664,2023-08-31,STR15,PRD025,5,1151.9,7,Low
INV002665,2023-08-31,STR15,PRD101,148,17721.52,24,OK
INV002666,2023-08-31,STR15,PRD032,73,37936.64,9,OK
INV002667,2023-08-31,STR15,PRD144,133,21014.0,7,OK
INV002668,2023-08-31,STR15,PRD048,119,11967.83,12,OK
INV002669,2023-08-31,STR15,PRD131,34,6201.26,18,OK
INV002670,2023-08-31,STR15,PRD108,117,31313.88,5,OK
INV002671,2023-08-31,STR10,PRD127,101,46245.88,28,OK
INV002672,2023-08-31,STR10,PRD056,66,33591.36,5,OK
INV002673,2023-08-31,STR10,PRD076,3,1565.1,22,Low
INV002674,2023-08-31,STR10,PRD097,20,4593.6,10,OK
INV002675,2023-08-31,STR10,PRD077,149,40308.97,18,OK
INV002676,2023-08-31,STR10,PRD139,71,11615.6,23,OK
INV002677,2023-08-31,STR10,PRD009,148,77902.76,18,OK
INV002678,2023-08-31,STR10,PRD150,115,40797.4,24,OK
INV002679,2023-08-31,STR10,PRD045,67,22425.57,7,OK
INV002680,2023-08-31,STR10,PRD066,98,34207.88,29,OK
INV002681,2023-08-31,STR10,PRD033,11,1270.94,11,OK
INV002682,2023-08-31,STR10,PRD068,119,9373.63,26,OK
INV002683,2023-08-31,STR10,PRD136,103,32106.13,18,OK
INV002684,2023-08-31,STR10,PRD012,89,5443.24,17,OK
INV002685,2023-08-31,STR10,PRD027,14,3099.6,5,OK
INV002686,2023-08-31,STR10,PRD082,111,53606.34,10,OK
INV002687,2023-08-31,STR10,PRD057,35,11864.65,9,OK
INV002688,2023-08-31,STR10,PRD118,98,36600.06,9,OK
INV002689,2023-08-31,STR10,PRD040,57,19817.19,9,OK
INV002690,2023-08-31,STR10,PRD131,122,22251.58,26,OK
INV002691,2023-08-31,STR10,PRD085,14,1732.92,18,OK
INV002692,2023-08-31,STR10,PRD126,124,45074.0,13,OK
INV002693,2023-08-31,STR10,PRD053,96,5316.48,16,OK
INV002694,2023-08-31,STR10,PRD125,144,27832.32,19,OK
INV002695,2023-08-31,STR10,PRD022,12,1858.56,26,OK
INV002696,2023-08-31,STR10,PRD109,30,13442.7,23,OK
INV002697,2023-08-31,STR10,PRD134,137,51283.21,17,OK
INV002698,2023-08-31,STR10,PRD037,80,15824.0,29,OK
INV002699,2023-08-31,STR10,PRD062,99,40846.41,12,OK
INV002700,2023-08-31,STR10,PRD104,130,65250.9,6,OK
INV002701,2023-08-31,STR16,PRD062,37,15265.83,25,OK
INV002702,2023-08-31,STR16,PRD027,64,14169.6,9,OK
INV002703,2023-08-31,STR16,PRD040,83,28856.61,26,OK
INV002704,2023-08-31,STR16,PRD053,67,3710.46,11,OK
INV002705,2023-08-31,STR16,PRD107,13,5920.07,29,OK
INV002706,2023-08-31,STR16,PRD013,146,41316.54,21,OK
INV002707,2023-08-31,STR16,PRD101,26,3113.24,16,OK
INV002708,2023-08-31,STR16,PRD099,23,2427.88,30,OK
INV002709,2023-08-31,STR16,PRD069,66,22768.68,16,OK
INV002710,2023-08-31,STR16,PRD023,66,6328.74,8,OK
INV002711,2023-08-31,STR16,PRD115,96,31996.8,8,OK
INV002712,2023-08-31,STR16,PRD025,133,30640.54,10,OK
INV002713,2023-08-31,STR16,PRD120,90,3769.2,24,OK
INV002714,2023-08-31,STR16,PRD142,141,38634.0,11,OK
INV002715,2023-08-31,STR16,PRD085,128,15843.84,7,OK
INV002716,2023-08-31,STR16,PRD112,36,12162.24,13,OK
INV002717,2023-08-31,STR16,PRD087,124,9916.28,19,OK
INV002718,2023-08-31,STR16,PRD133,112,45466.4,22,OK
INV002719,2023-08-31,STR16,PRD147,146,10707.64,17,OK
INV002720,2023-08-31,STR16,PRD018,129,69669.03,22,OK
INV002721,2023-08-31,STR16,PRD117,47,13715.54,20,OK
INV002722,2023-08-31,STR16,PRD128,63,10236.24,18,OK
INV002723,2023-08-31,STR16,PRD019,108,34260.84,12,OK
INV002724,2023-08-31,STR16,PRD056,122,62093.12,8,OK
INV002725,2023-08-31,STR16,PRD034,136,51656.88,19,OK
INV002726,2023-08-31,STR16,PRD124,59,31222.8,13,OK
INV002727,2023-08-31,STR16,PRD110,96,12923.52,17,OK
INV002728,2023-08-31,STR16,PRD057,46,15593.54,27,OK
INV002729,2023-08-31,STR16,PRD020,120,53236.8,6,OK
INV002730,2023-08-31,STR16,PRD055,45,7156.8,23,OK
INV002731,2023-08-31,STR07,PRD015,141,73563.93,8,OK
INV002732,2023-08-31,STR07,PRD142,107,29318.0,10,OK
INV002733,2023-08-31,STR07,PRD029,24,6132.24,11,OK
INV002734,2023-08-31,STR07,PRD059,70,32540.2,30,OK
INV002735,2023-08-31,STR07,PRD043,58,4557.64,24,OK
INV002736,2023-08-31,STR07,PRD098,105,28621.95,17,OK
INV002737,2023-08-31,STR07,PRD111,133,29133.65,25,OK
INV002738,2023-08-31,STR07,PRD100,68,29059.8,14,OK
INV002739,2023-08-31,STR07,PRD119,120,49542.0,20,OK
INV002740,2023-08-31,STR07,PRD112,117,39527.28,16,OK
INV002741,2023-08-31,STR07,PRD037,49,9692.2,9,OK
INV002742,2023-08-31,STR07,PRD087,56,4478.32,21,OK
INV002743,2023-08-31,STR07,PRD045,4,1338.84,25,Low
INV002744,2023-08-31,STR07,PRD146,35,15152.55,12,OK
INV002745,2023-08-31,STR07,PRD123,57,4721.31,16,OK
INV002746,2023-08-31,STR07,PRD067,144,20161.44,9,OK
INV002747,2023-08-31,STR07,PRD042,126,42931.98,10,OK
INV002748,2023-08-31,STR07,PRD034,76,28867.08,6,OK
INV002749,2023-08-31,STR07,PRD006,146,63378.6,30,OK
INV002750,2023-08-31,STR07,PRD004,135,37565.1,14,OK
INV002751,2023-08-31,STR07,PRD148,115,37072.55,11,OK
INV002752,2023-08-31,STR07,PRD032,128,66519.04,21,OK
INV002753,2023-08-31,STR07,PRD101,141,16883.34,6,OK
INV002754,2023-08-31,STR07,PRD126,89,32351.5,19,OK
INV002755,2023-08-31,STR07,PRD138,19,7553.83,9,OK
INV002756,2023-08-31,STR07,PRD049,119,5072.97,17,OK
INV002757,2023-08-31,STR07,PRD109,138,61836.42,19,OK
INV002758,2023-08-31,STR07,PRD117,0,0.0,18,Out of Stock
INV002759,2023-08-31,STR07,PRD137,3,1444.56,29,Low
INV002760,2023-08-31,STR07,PRD044,113,5918.94,26,OK
INV002761,2023-08-31,STR04,PRD085,105,12996.9,20,OK
INV002762,2023-08-31,STR04,PRD055,4,636.16,8,Low
INV002763,2023-08-31,STR04,PRD021,83,6347.84,16,OK
INV002764,2023-08-31,STR04,PRD144,62,9796.0,16,OK
INV002765,2023-08-31,STR04,PRD071,124,22230.72,17,OK
INV002766,2023-08-31,STR04,PRD088,128,48320.0,5,OK
INV002767,2023-08-31,STR04,PRD024,139,5145.78,29,OK
INV002768,2023-08-31,STR04,PRD133,6,2435.7,13,Low
INV002769,2023-08-31,STR04,PRD025,68,15665.84,19,OK
INV002770,2023-08-31,STR04,PRD069,150,51747.0,23,OK
INV002771,2023-08-31,STR04,PRD096,127,66210.18,19,OK
INV002772,2023-08-31,STR04,PRD148,20,6447.4,7,OK
INV002773,2023-08-31,STR04,PRD031,135,11709.9,17,OK
INV002774,2023-08-31,STR04,PRD057,90,30509.1,7,OK
INV002775,2023-08-31,STR04,PRD052,73,30667.3,8,OK
INV002776,2023-08-31,STR04,PRD094,115,30475.0,13,OK
INV002777,2023-08-31,STR04,PRD097,3,689.04,13,Low
INV002778,2023-08-31,STR04,PRD073,24,10740.48,18,OK
INV002779,2023-08-31,STR04,PRD119,138,56973.3,21,OK
INV002780,2023-08-31,STR04,PRD012,132,8073.12,20,OK
INV002781,2023-08-31,STR04,PRD104,41,20579.13,24,OK
INV002782,2023-08-31,STR04,PRD026,143,60780.72,11,OK
INV002783,2023-08-31,STR04,PRD044,52,2723.76,29,OK
INV002784,2023-08-31,STR04,PRD122,106,10532.16,17,OK
INV002785,2023-08-31,STR04,PRD109,94,42120.46,11,OK
INV002786,2023-08-31,STR04,PRD029,132,33727.32,5,OK
INV002787,2023-08-31,STR04,PRD045,91,30458.61,20,OK
INV002788,2023-08-31,STR04,PRD143,100,18241.0,23,OK
INV002789,2023-08-31,STR04,PRD008,21,4763.85,24,OK
INV002790,2023-08-31,STR04,PRD090,134,71711.44,13,OK
INV002791,2023-08-31,STR17,PRD095,10,1981.3,17,OK
INV002792,2023-08-31,STR17,PRD001,148,62342.04,7,OK
INV002793,2023-08-31,STR17,PRD107,55,25046.45,9,OK
INV002794,2023-08-31,STR17,PRD056,144,73290.24,25,OK
INV002795,2023-08-31,STR17,PRD128,137,22259.76,16,OK
INV002796,2023-08-31,STR17,PRD061,100,51693.0,26,OK
INV002797,2023-08-31,STR17,PRD040,105,36505.35,16,OK
INV002798,2023-08-31,STR17,PRD108,96,25693.44,24,OK
INV002799,2023-08-31,STR17,PRD104,111,55714.23,13,OK
INV002800,2023-08-31,STR17,PRD150,84,29799.84,5,OK
INV002801,2023-08-31,STR17,PRD091,53,7556.21,30,OK
INV002802,2023-08-31,STR17,PRD115,148,49328.4,25,OK
INV002803,2023-08-31,STR17,PRD003,101,33972.36,17,OK
INV002804,2023-08-31,STR17,PRD114,96,25859.52,26,OK
INV002805,2023-08-31,STR17,PRD045,9,3012.39,9,Low
INV002806,2023-08-31,STR17,PRD015,73,38086.29,21,OK
INV002807,2023-08-31,STR17,PRD063,65,28174.25,8,OK
INV002808,2023-08-31,STR17,PRD074,34,9275.2,24,OK
INV002809,2023-08-31,STR17,PRD041,93,12669.39,21,OK
INV002810,2023-08-31,STR17,PRD075,48,13156.8,6,OK
INV002811,2023-08-31,STR17,PRD028,104,8184.8,18,OK
INV002812,2023-08-31,STR17,PRD036,12,5319.0,24,OK
INV002813,2023-08-31,STR17,PRD002,66,30356.7,30,OK
INV002814,2023-08-31,STR17,PRD088,85,32087.5,13,OK
INV002815,2023-08-31,STR17,PRD025,56,12901.28,13,OK
INV002816,2023-08-31,STR17,PRD050,36,5252.76,10,OK
INV002817,2023-08-31,STR17,PRD092,36,4782.6,8,OK
INV002818,2023-08-31,STR17,PRD079,125,8472.5,23,OK
INV002819,2023-08-31,STR17,PRD096,136,70902.24,21,OK
INV002820,2023-08-31,STR17,PRD047,127,33742.63,10,OK
INV002821,2023-08-31,STR01,PRD010,104,44348.72,8,OK
INV002822,2023-08-31,STR01,PRD055,122,19402.88,8,OK
INV002823,2023-08-31,STR01,PRD027,17,3763.8,24,OK
INV002824,2023-08-31,STR01,PRD056,75,38172.0,6,OK
INV002825,2023-08-31,STR01,PRD131,138,25169.82,13,OK
INV002826,2023-08-31,STR01,PRD076,124,64690.8,5,OK
INV002827,2023-08-31,STR01,PRD003,119,40026.84,11,OK
INV002828,2023-08-31,STR01,PRD101,83,9938.42,22,OK
INV002829,2023-08-31,STR01,PRD128,96,15598.08,9,OK
INV002830,2023-08-31,STR01,PRD074,144,39283.2,23,OK
INV002831,2023-08-31,STR01,PRD008,30,6805.5,9,OK
INV002832,2023-08-31,STR01,PRD045,19,6359.49,29,OK
INV002833,2023-08-31,STR01,PRD044,53,2776.14,27,OK
INV002834,2023-08-31,STR01,PRD112,62,20946.08,10,OK
INV002835,2023-08-31,STR01,PRD088,120,45300.0,16,OK
INV002836,2023-08-31,STR01,PRD025,47,10827.86,11,OK
INV002837,2023-08-31,STR01,PRD093,60,1501.2,14,OK
INV002838,2023-08-31,STR01,PRD146,40,17317.2,10,OK
INV002839,2023-08-31,STR01,PRD103,108,54394.2,23,OK
INV002840,2023-08-31,STR01,PRD085,85,10521.3,22,OK
INV002841,2023-08-31,STR01,PRD138,98,38961.86,29,OK
INV002842,2023-08-31,STR01,PRD105,38,7919.58,27,OK
INV002843,2023-08-31,STR01,PRD077,56,15149.68,19,OK
INV002844,2023-08-31,STR01,PRD016,132,58081.32,21,OK
INV002845,2023-08-31,STR01,PRD125,43,8311.04,27,OK
INV002846,2023-08-31,STR01,PRD041,85,11579.55,28,OK
INV002847,2023-08-31,STR01,PRD072,138,56045.94,5,OK
INV002848,2023-08-31,STR01,PRD136,109,33976.39,13,OK
INV002849,2023-08-31,STR01,PRD023,81,7767.09,8,OK
INV002850,2023-08-31,STR01,PRD050,135,19697.85,9,OK
INV002851,2023-08-31,STR14,PRD065,149,33308.95,27,OK
INV002852,2023-08-31,STR14,PRD132,91,21079.24,13,OK
INV002853,2023-08-31,STR14,PRD055,5,795.2,25,Low
INV002854,2023-08-31,STR14,PRD140,129,49201.89,24,OK
INV002855,2023-08-31,STR14,PRD052,137,57553.7,20,OK
INV002856,2023-08-31,STR14,PRD062,29,11965.11,7,OK
INV002857,2023-08-31,STR14,PRD049,87,3708.81,16,OK
INV002858,2023-08-31,STR14,PRD033,72,8318.88,19,OK
INV002859,2023-08-31,STR14,PRD115,56,18664.8,19,OK
INV002860,2023-08-31,STR14,PRD090,86,46023.76,17,OK
INV002861,2023-08-31,STR14,PRD107,124,56468.36,5,OK
INV002862,2023-08-31,STR14,PRD148,115,37072.55,24,OK
INV002863,2023-08-31,STR14,PRD077,56,15149.68,5,OK
INV002864,2023-08-31,STR14,PRD039,107,34578.12,10,OK
INV002865,2023-08-31,STR14,PRD036,77,34130.25,25,OK
INV002866,2023-08-31,STR14,PRD042,140,47702.2,20,OK
INV002867,2023-08-31,STR14,PRD047,91,24177.79,28,OK
INV002868,2023-08-31,STR14,PRD098,84,22897.56,6,OK
INV002869,2023-08-31,STR14,PRD101,119,14249.06,11,OK
INV002870,2023-08-31,STR14,PRD103,126,63459.9,30,OK
INV002871,2023-08-31,STR14,PRD067,23,3220.23,11,OK
INV002872,2023-08-31,STR14,PRD117,137,39979.34,26,OK
INV002873,2023-08-31,STR14,PRD129,128,58784.0,12,OK
INV002874,2023-08-31,STR14,PRD087,83,6637.51,6,OK
INV002875,2023-08-31,STR14,PRD096,90,46920.6,19,OK
INV002876,2023-08-31,STR14,PRD085,66,8169.48,26,OK
INV002877,2023-08-31,STR14,PRD074,103,28098.4,27,OK
INV002878,2023-08-31,STR14,PRD126,124,45074.0,30,OK
INV002879,2023-08-31,STR14,PRD075,40,10964.0,10,OK
INV002880,2023-08-31,STR14,PRD119,140,57799.0,26,OK
INV002881,2023-09-30,STR04,PRD018,126,68048.82,24,OK
INV002882,2023-09-30,STR04,PRD117,128,37352.96,18,OK
INV002883,2023-09-30,STR04,PRD104,114,57220.02,13,OK
INV002884,2023-09-30,STR04,PRD094,86,22790.0,15,OK
INV002885,2023-09-30,STR04,PRD069,33,11384.34,28,OK
INV002886,2023-09-30,STR04,PRD037,37,7318.6,7,OK
INV002887,2023-09-30,STR04,PRD024,53,1962.06,25,OK
INV002888,2023-09-30,STR04,PRD023,52,4986.28,18,OK
INV002889,2023-09-30,STR04,PRD146,60,25975.8,19,OK
INV002890,2023-09-30,STR04,PRD124,44,23284.8,10,OK
INV002891,2023-09-30,STR04,PRD081,104,37709.36,18,OK
INV002892,2023-09-30,STR04,PRD141,39,7856.94,6,OK
INV002893,2023-09-30,STR04,PRD017,86,4013.62,28,OK
INV002894,2023-09-30,STR04,PRD025,63,14513.94,24,OK
INV002895,2023-09-30,STR04,PRD150,77,27316.52,8,OK
INV002896,2023-09-30,STR04,PRD135,125,39026.25,14,OK
INV002897,2023-09-30,STR04,PRD053,46,2547.48,21,OK
INV002898,2023-09-30,STR04,PRD148,150,48355.5,11,OK
INV002899,2023-09-30,STR04,PRD041,25,3405.75,11,OK
INV002900,2023-09-30,STR04,PRD009,102,53689.74,16,OK
INV002901,2023-09-30,STR04,PRD061,14,7237.02,12,OK
INV002902,2023-09-30,STR04,PRD043,61,4793.38,5,OK
INV002903,2023-09-30,STR04,PRD036,127,56292.75,5,OK
INV002904,2023-09-30,STR04,PRD126,29,10541.5,21,OK
INV002905,2023-09-30,STR04,PRD065,118,26378.9,8,OK
INV002906,2023-09-30,STR04,PRD147,114,8360.76,8,OK
INV002907,2023-09-30,STR04,PRD007,107,54153.77,27,OK
INV002908,2023-09-30,STR04,PRD114,76,20472.12,17,OK
INV002909,2023-09-30,STR04,PRD012,145,8868.2,10,OK
INV002910,2023-09-30,STR04,PRD137,49,23594.48,17,OK
INV002911,2023-09-30,STR03,PRD104,84,42162.12,28,OK
INV002912,2023-09-30,STR03,PRD044,113,5918.94,22,OK
INV002913,2023-09-30,STR03,PRD122,21,2086.56,12,OK
INV002914,2023-09-30,STR03,PRD118,73,27263.31,18,OK
INV002915,2023-09-30,STR03,PRD099,27,2850.12,23,OK
INV002916,2023-09-30,STR03,PRD086,60,28232.4,27,OK
INV002917,2023-09-30,STR03,PRD124,19,10054.8,6,OK
INV002918,2023-09-30,STR03,PRD102,72,31716.72,29,OK
INV002919,2023-09-30,STR03,PRD080,102,46107.06,8,OK
INV002920,2023-09-30,STR03,PRD082,76,36703.44,23,OK
INV002921,2023-09-30,STR03,PRD029,76,19418.76,12,OK
INV002922,2023-09-30,STR03,PRD096,94,49005.96,20,OK
INV002923,2023-09-30,STR03,PRD006,88,38200.8,9,OK
INV002924,2023-09-30,STR03,PRD125,144,27832.32,19,OK
INV002925,2023-09-30,STR03,PRD014,60,3759.6,20,OK
INV002926,2023-09-30,STR03,PRD016,1,440.01,25,Low
INV002927,2023-09-30,STR03,PRD009,46,24213.02,27,OK
INV002928,2023-09-30,STR03,PRD024,49,1813.98,5,OK
INV002929,2023-09-30,STR03,PRD071,25,4482.0,22,OK
INV002930,2023-09-30,STR03,PRD079,72,4880.16,25,OK
INV002931,2023-09-30,STR03,PRD005,13,5774.99,26,OK
INV002932,2023-09-30,STR03,PRD144,96,15168.0,6,OK
INV002933,2023-09-30,STR03,PRD072,49,19900.37,25,OK
INV002934,2023-09-30,STR03,PRD033,119,13749.26,20,OK
INV002935,2023-09-30,STR03,PRD061,102,52726.86,13,OK
INV002936,2023-09-30,STR03,PRD088,133,50207.5,16,OK
INV002937,2023-09-30,STR03,PRD031,86,7459.64,18,OK
INV002938,2023-09-30,STR03,PRD126,27,9814.5,8,OK
INV002939,2023-09-30,STR03,PRD011,71,16399.58,15,OK
INV002940,2023-09-30,STR03,PRD065,56,12518.8,5,OK
INV002941,2023-09-30,STR18,PRD086,29,13645.66,24,OK
INV002942,2023-09-30,STR18,PRD148,109,35138.33,26,OK
INV002943,2023-09-30,STR18,PRD142,71,19454.0,22,OK
INV002944,2023-09-30,STR18,PRD032,61,31700.48,24,OK
INV002945,2023-09-30,STR18,PRD077,63,17043.39,28,OK
INV002946,2023-09-30,STR18,PRD034,100,37983.0,18,OK
INV002947,2023-09-30,STR18,PRD074,40,10912.0,26,OK
INV002948,2023-09-30,STR18,PRD082,121,58435.74,6,OK
INV002949,2023-09-30,STR18,PRD056,142,72272.32,17,OK
INV002950,2023-09-30,STR18,PRD124,11,5821.2,13,OK
INV002951,2023-09-30,STR18,PRD075,63,17268.3,13,OK
INV002952,2023-09-30,STR18,PRD065,42,9389.1,9,OK
INV002953,2023-09-30,STR18,PRD088,59,22272.5,22,OK
INV002954,2023-09-30,STR18,PRD112,0,0.0,27,Out of Stock
INV002955,2023-09-30,STR18,PRD091,3,427.71,30,Low
INV002956,2023-09-30,STR18,PRD003,72,24217.92,30,OK
INV002957,2023-09-30,STR18,PRD122,119,11823.84,23,OK
INV002958,2023-09-30,STR18,PRD097,41,9416.88,22,OK
INV002959,2023-09-30,STR18,PRD137,121,58263.92,14,OK
INV002960,2023-09-30,STR18,PRD093,39,975.78,18,OK
INV002961,2023-09-30,STR18,PRD076,78,40692.6,30,OK
INV002962,2023-09-30,STR18,PRD057,95,32204.05,15,OK
INV002963,2023-09-30,STR18,PRD027,54,11955.6,25,OK
INV002964,2023-09-30,STR18,PRD109,94,42120.46,12,OK
INV002965,2023-09-30,STR18,PRD055,73,11609.92,9,OK
INV002966,2023-09-30,STR18,PRD041,126,17164.98,12,OK
INV002967,2023-09-30,STR18,PRD064,139,24140.13,6,OK
INV002968,2023-09-30,STR18,PRD144,54,8532.0,28,OK
INV002969,2023-09-30,STR18,PRD134,112,41924.96,13,OK
INV002970,2023-09-30,STR18,PRD021,9,688.32,20,Low
INV002971,2023-09-30,STR11,PRD001,55,23167.65,22,OK
INV002972,2023-09-30,STR11,PRD068,86,6774.22,7,OK
INV002973,2023-09-30,STR11,PRD061,92,47557.56,9,OK
INV002974,2023-09-30,STR11,PRD039,84,27145.44,8,OK
INV002975,2023-09-30,STR11,PRD125,87,16815.36,24,OK
INV002976,2023-09-30,STR11,PRD107,80,36431.2,17,OK
INV002977,2023-09-30,STR11,PRD040,92,31985.64,18,OK
INV002978,2023-09-30,STR11,PRD117,124,36185.68,24,OK
INV002979,2023-09-30,STR11,PRD102,114,50218.14,10,OK
INV002980,2023-09-30,STR11,PRD081,9,3263.31,17,Low
