ReturnID,SalesID,ReturnDate,ProductID,StoreID,CustomerID,ReturnQuantity,RefundAmount,ReturnReason
RET00308,SAL04327,2023-05-21,PRD057,STR01,CUS0482,1,1114.27,Wrong Item
RET00309,SAL07688,2024-06-15,PRD104,STR03,CUS0105,1,981.21,Changed Mind
RET00310,SAL11579,2022-11-22,PRD097,STR03,CUS0321,1,173.39,Not as Described
RET00311,SAL09367,2023-02-10,PRD033,STR15,CUS0104,1,453.53,Not as Described
RET00312,SAL12495,2022-06-17,PRD002,STR09,CUS0045,1,1207.52,Defective
RET00313,SAL12517,2025-05-24,PRD051,STR12,CUS0753,1,349.83,Wrong Item
RET00314,SAL08761,2022-12-01,PRD101,STR04,CUS0011,1,305.98,Changed Mind
RET00315,SAL12370,2024-12-17,PRD073,STR19,CUS0608,1,400.71,Damaged
RET00316,SAL00970,2023-11-27,PRD024,STR15,CUS0122,1,53.73,Not as Described
RET00317,SAL04911,2022-11-19,PRD092,STR04,CUS0015,1,251.33,Damaged
RET00318,SAL07238,2023-09-18,PRD122,STR12,CUS0768,1,125.94,Changed Mind
RET00319,SAL11736,2024-06-03,PRD026,STR15,CUS0752,1,1213.24,Wrong Item
RET00320,SAL09232,2023-06-23,PRD143,STR15,CUS0108,1,482.06,Performance Issues
RET00321,SAL03611,2022-09-21,PRD034,STR11,CUS0696,1,418.77,Wrong Item
RET00322,SAL01551,2024-01-28,PRD110,STR08,CUS0314,3,648.14,Not as Described
RET00323,SAL07485,2022-05-23,PRD083,STR16,CUS0621,3,3622.52,Wrong Item
RET00324,SAL07878,2023-10-20,PRD004,STR08,CUS0292,2,1266.01,Wrong Item
RET00325,SAL07265,2023-09-22,PRD005,STR19,CUS0589,1,1156.28,Not as Described
RET00326,SAL01750,2024-08-06,PRD060,STR20,CUS0738,1,394.7,Not as Described
RET00327,SAL04957,2022-09-25,PRD130,STR03,CUS0503,1,167.24,Performance Issues
RET00328,SAL08194,2023-05-10,PRD037,STR18,CUS0548,1,337.2,Performance Issues
RET00329,SAL01956,2022-09-12,PRD040,STR02,CUS0698,1,1683.85,Changed Mind
RET00330,SAL13798,2025-07-20,PRD133,STR06,CUS0180,1,972.05,Damaged
RET00331,SAL07911,2022-11-13,PRD057,STR16,CUS0270,2,1369.51,Damaged
RET00332,SAL08986,2025-08-27,PRD144,STR05,CUS0422,1,246.29,Changed Mind
RET00333,SAL09013,2024-05-13,PRD118,STR07,CUS0366,1,495.94,Not as Described
RET00334,SAL08399,2023-12-02,PRD086,STR09,CUS0550,1,2050.76,Not as Described
RET00335,SAL04531,2024-03-17,PRD027,STR14,CUS0426,1,569.12,Defective
RET00336,SAL09849,2022-02-23,PRD109,STR04,CUS0436,1,785.13,Wrong Item
RET00337,SAL09999,2024-04-19,PRD089,STR02,CUS0144,1,2273.42,Not as Described
RET00338,SAL12923,2022-01-29,PRD097,STR08,CUS0528,1,711.14,Changed Mind
RET00339,SAL03170,2022-12-24,PRD136,STR12,CUS0702,1,665.32,Damaged
RET00340,SAL04103,2022-06-15,PRD114,STR03,CUS0795,1,820.1,Not as Described
RET00341,SAL01058,2024-09-20,PRD108,STR09,CUS0495,1,369.74,Performance Issues
RET00342,SAL11739,2022-06-29,PRD023,STR05,CUS0695,1,279.6,Damaged
RET00343,SAL09293,2022-08-06,PRD050,STR17,CUS0659,1,320.07,Defective
RET00344,SAL00759,2023-12-26,PRD146,STR01,CUS0720,4,5151.7,Damaged
RET00345,SAL08647,2022-03-15,PRD111,STR08,CUS0520,1,292.75,Damaged
RET00346,SAL06262,2022-08-06,PRD142,STR19,CUS0376,2,1463.56,Changed Mind
RET00347,SAL10086,2024-09-28,PRD061,STR15,CUS0241,1,1689.78,Not as Described
RET00348,SAL08790,2023-11-01,PRD096,STR17,CUS0128,1,1822.53,Damaged
RET00349,SAL09375,2023-07-28,PRD055,STR03,CUS0467,1,223.2,Defective
RET00350,SAL01320,2025-03-18,PRD041,STR17,CUS0230,1,216.7,Damaged
RET00351,SAL00180,2022-12-31,PRD141,STR03,CUS0313,1,551.8,Wrong Item
RET00352,SAL12168,2025-03-17,PRD030,STR16,CUS0676,1,743.88,Damaged
RET00353,SAL10234,2022-09-19,PRD120,STR16,CUS0696,1,109.71,Performance Issues
RET00354,SAL06687,2023-12-10,PRD135,STR07,CUS0143,1,827.4,Changed Mind
RET00355,SAL11127,2024-02-04,PRD071,STR13,CUS0141,2,679.87,Defective
RET00356,SAL14696,2023-01-04,PRD045,STR11,CUS0384,1,905.23,Defective
RET00357,SAL08961,2024-05-17,PRD083,STR16,CUS0671,1,591.69,Defective
RET00358,SAL12361,2023-11-15,PRD024,STR19,CUS0517,2,230.02,Performance Issues
RET00359,SAL09000,2023-08-26,PRD122,STR18,CUS0768,2,425.95,Not as Described
RET00360,SAL07147,2024-01-04,PRD135,STR03,CUS0366,1,355.87,Wrong Item
RET00361,SAL13004,2023-08-10,PRD054,STR10,CUS0796,1,336.13,Wrong Item
RET00362,SAL11982,2023-06-15,PRD139,STR14,CUS0425,1,243.78,Performance Issues
RET00363,SAL11098,2024-01-20,PRD065,STR03,CUS0720,1,730.61,Damaged
RET00364,SAL13171,2022-10-02,PRD069,STR01,CUS0428,1,469.77,Not as Described
RET00365,SAL00548,2023-01-31,PRD128,STR18,CUS0685,1,277.64,Damaged
RET00366,SAL05145,2022-03-12,PRD147,STR19,CUS0238,1,93.68,Defective
RET00367,SAL01486,2025-02-22,PRD077,STR02,CUS0487,1,366.27,Not as Described
RET00368,SAL11928,2022-10-31,PRD078,STR15,CUS0646,1,903.54,Changed Mind
RET00369,SAL06584,2023-05-04,PRD136,STR03,CUS0161,1,239.96,Defective
RET00370,SAL13818,2023-11-17,PRD078,STR05,CUS0165,2,1064.53,Not as Described
RET00371,SAL11192,2023-07-16,PRD071,STR12,CUS0295,1,131.4,Defective
RET00372,SAL05050,2024-12-13,PRD042,STR12,CUS0666,1,531.0,Damaged
RET00373,SAL10620,2025-04-16,PRD113,STR05,CUS0385,2,703.51,Performance Issues
RET00374,SAL10255,2023-03-15,PRD107,STR17,CUS0704,1,478.14,Damaged
RET00375,SAL09195,2023-02-16,PRD114,STR04,CUS0162,1,699.07,Damaged
RET00376,SAL12790,2025-01-29,PRD059,STR12,CUS0129,2,3550.03,Performance Issues
RET00377,SAL02501,2024-05-10,PRD136,STR01,CUS0658,1,931.47,Wrong Item
RET00378,SAL00389,2024-04-27,PRD090,STR12,CUS0590,1,616.93,Performance Issues
RET00379,SAL04579,2024-09-14,PRD047,STR10,CUS0300,2,888.49,Damaged
RET00380,SAL04126,2022-09-24,PRD039,STR19,CUS0037,1,1373.96,Wrong Item
RET00381,SAL10288,2025-03-28,PRD025,STR07,CUS0762,1,522.53,Not as Described
RET00382,SAL12289,2024-06-30,PRD090,STR20,CUS0356,1,802.58,Damaged
RET00383,SAL09814,2022-07-11,PRD146,STR20,CUS0769,1,626.02,Wrong Item
RET00384,SAL02485,2025-04-25,PRD110,STR14,CUS0141,1,178.42,Defective
RET00385,SAL08381,2024-05-12,PRD020,STR10,CUS0048,1,874.58,Defective
RET00386,SAL14358,2025-01-09,PRD113,STR06,CUS0510,2,646.22,Defective
RET00387,SAL00934,2023-03-08,PRD022,STR12,CUS0656,1,145.09,Damaged
RET00388,SAL10132,2023-02-02,PRD074,STR02,CUS0324,1,1081.96,Damaged
RET00389,SAL02242,2022-06-10,PRD012,STR20,CUS0473,1,290.94,Not as Described
RET00390,SAL01109,2024-02-14,PRD032,STR12,CUS0777,1,1341.74,Performance Issues
RET00391,SAL08164,2024-08-05,PRD038,STR13,CUS0025,2,1141.16,Wrong Item
RET00392,SAL09504,2022-12-10,PRD007,STR06,CUS0061,1,527.0,Damaged
RET00393,SAL07308,2024-05-30,PRD091,STR12,CUS0409,2,557.54,Changed Mind
RET00394,SAL11399,2025-04-12,PRD093,STR16,CUS0409,1,37.97,Performance Issues
RET00395,SAL10631,2025-02-19,PRD036,STR01,CUS0544,1,1531.01,Performance Issues
RET00396,SAL04134,2022-07-16,PRD132,STR13,CUS0407,1,263.1,Changed Mind
RET00397,SAL04441,2023-01-14,PRD029,STR02,CUS0635,1,1174.46,Not as Described
RET00398,SAL02115,2025-09-04,PRD089,STR15,CUS0163,1,2020.83,Damaged
RET00399,SAL14760,2023-06-06,PRD049,STR12,CUS0634,1,76.97,Damaged
RET00400,SAL13104,2022-08-02,PRD025,STR15,CUS0623,1,871.63,Not as Described
RET00401,SAL12943,2022-07-16,PRD008,STR11,CUS0042,2,1103.51,Damaged
RET00402,SAL13890,2024-04-14,PRD115,STR18,CUS0136,1,725.85,Defective
RET00403,SAL11979,2023-09-22,PRD027,STR09,CUS0302,1,973.05,Damaged
RET00404,SAL05646,2025-04-27,PRD034,STR19,CUS0160,2,2453.45,Performance Issues
RET00405,SAL12631,2022-10-31,PRD103,STR06,CUS0020,1,1773.33,Wrong Item
RET00406,SAL09542,2024-10-18,PRD047,STR17,CUS0524,1,696.18,Performance Issues
RET00407,SAL13236,2023-08-07,PRD067,STR20,CUS0790,1,175.8,Wrong Item
RET00408,SAL13010,2022-09-06,PRD095,STR03,CUS0750,1,302.45,Performance Issues
RET00409,SAL00415,2023-04-08,PRD033,STR13,CUS0760,1,175.81,Wrong Item
RET00410,SAL09180,2025-05-07,PRD116,STR13,CUS0689,1,493.26,Defective
RET00411,SAL10289,2022-02-14,PRD011,STR19,CUS0589,1,215.74,Wrong Item
RET00412,SAL03841,2023-10-09,PRD086,STR09,CUS0138,1,683.2,Not as Described
RET00413,SAL12773,2023-07-09,PRD069,STR17,CUS0610,1,322.39,Performance Issues
RET00414,SAL09549,2023-11-30,PRD067,STR19,CUS0174,1,299.91,Not as Described
RET00415,SAL10133,2022-04-24,PRD013,STR09,CUS0098,2,1068.31,Not as Described
RET00416,SAL00779,2023-05-24,PRD147,STR16,CUS0600,1,146.84,Not as Described
RET00417,SAL02355,2023-01-20,PRD069,STR04,CUS0038,1,386.66,Changed Mind
RET00418,SAL11018,2022-02-18,PRD028,STR03,CUS0055,1,395.0,Wrong Item
RET00419,SAL12510,2023-11-03,PRD001,STR01,CUS0585,1,1332.53,Wrong Item
RET00420,SAL10517,2022-10-31,PRD029,STR15,CUS0143,1,472.93,Not as Described
RET00421,SAL14678,2025-01-24,PRD071,STR19,CUS0561,1,444.58,Defective
RET00422,SAL09679,2024-06-26,PRD058,STR04,CUS0293,1,134.59,Changed Mind
RET00423,SAL08270,2024-02-01,PRD074,STR01,CUS0285,1,299.16,Damaged
RET00424,SAL05452,2025-02-15,PRD051,STR04,CUS0423,1,658.53,Changed Mind
RET00425,SAL12965,2023-02-19,PRD026,STR12,CUS0099,1,860.35,Wrong Item
RET00426,SAL00571,2024-07-31,PRD049,STR17,CUS0555,1,70.02,Defective
RET00427,SAL06392,2024-11-19,PRD013,STR17,CUS0009,2,1426.93,Defective
RET00428,SAL12650,2022-06-13,PRD131,STR04,CUS0247,1,440.3,Changed Mind
RET00429,SAL13274,2022-07-05,PRD076,STR17,CUS0305,1,3150.56,Wrong Item
RET00430,SAL07377,2023-05-27,PRD017,STR12,CUS0586,1,47.26,Not as Described
RET00431,SAL07761,2022-10-08,PRD138,STR05,CUS0684,1,613.32,Performance Issues
RET00432,SAL07964,2023-02-15,PRD075,STR04,CUS0096,1,678.07,Wrong Item
RET00433,SAL00024,2025-08-13,PRD079,STR08,CUS0582,1,80.59,Wrong Item
RET00434,SAL00115,2022-11-27,PRD121,STR09,CUS0120,2,1003.8,Changed Mind
RET00435,SAL12492,2023-04-09,PRD123,STR12,CUS0370,2,713.84,Wrong Item
RET00436,SAL10301,2022-01-14,PRD129,STR06,CUS0143,1,734.48,Performance Issues
RET00437,SAL11909,2024-04-01,PRD025,STR20,CUS0629,1,321.72,Performance Issues
RET00438,SAL01769,2025-03-12,PRD057,STR06,CUS0216,1,1041.65,Changed Mind
RET00439,SAL04069,2024-06-24,PRD082,STR17,CUS0358,1,982.78,Wrong Item
RET00440,SAL09117,2025-02-16,PRD128,STR11,CUS0276,1,374.45,Not as Described
RET00441,SAL12875,2022-02-15,PRD044,STR07,CUS0498,6,522.1,Performance Issues
RET00442,SAL07174,2023-12-30,PRD147,STR16,CUS0680,1,129.35,Damaged
RET00443,SAL02801,2023-08-02,PRD140,STR17,CUS0522,1,462.48,Damaged
RET00444,SAL03629,2024-06-11,PRD145,STR16,CUS0366,1,1464.37,Damaged
RET00445,SAL01803,2022-08-03,PRD059,STR16,CUS0603,1,721.54,Defective
RET00446,SAL02502,2025-07-31,PRD013,STR20,CUS0049,2,1153.76,Damaged
RET00447,SAL05995,2023-12-21,PRD109,STR05,CUS0432,1,870.78,Not as Described
RET00448,SAL08759,2025-02-28,PRD143,STR08,CUS0085,1,278.8,Performance Issues
RET00449,SAL05589,2022-12-14,PRD030,STR07,CUS0560,1,454.94,Damaged
RET00450,SAL04117,2023-06-22,PRD073,STR02,CUS0784,1,847.69,Changed Mind
RET00451,SAL09476,2024-07-21,PRD089,STR18,CUS0349,1,503.37,Wrong Item
RET00452,SAL01820,2023-03-24,PRD134,STR05,CUS0405,1,554.41,Changed Mind
RET00453,SAL02933,2022-12-23,PRD107,STR16,CUS0733,1,444.38,Damaged
RET00454,SAL13713,2025-01-27,PRD079,STR15,CUS0543,2,184.27,Not as Described
RET00455,SAL12377,2023-02-17,PRD104,STR07,CUS0606,2,3359.76,Performance Issues
RET00456,SAL00625,2024-03-04,PRD085,STR18,CUS0473,1,167.43,Defective
RET00457,SAL06386,2022-07-02,PRD095,STR05,CUS0124,2,980.27,Wrong Item
RET00458,SAL05616,2023-02-07,PRD126,STR17,CUS0348,1,304.27,Not as Described
RET00459,SAL03241,2025-05-24,PRD140,STR03,CUS0253,2,1930.13,Performance Issues
RET00460,SAL06930,2024-02-03,PRD061,STR09,CUS0772,1,626.57,Performance Issues
RET00461,SAL11248,2024-01-28,PRD026,STR01,CUS0691,3,2988.68,Changed Mind
RET00462,SAL13846,2024-01-22,PRD069,STR03,CUS0307,2,1537.08,Not as Described
RET00463,SAL07968,2025-07-06,PRD112,STR20,CUS0283,1,290.19,Changed Mind
RET00464,SAL08972,2022-03-10,PRD112,STR05,CUS0467,1,388.47,Performance Issues
RET00465,SAL03100,2024-08-16,PRD127,STR10,CUS0271,1,357.53,Changed Mind
RET00466,SAL11661,2025-08-29,PRD014,STR15,CUS0396,1,69.3,Defective
RET00467,SAL05461,2023-01-06,PRD063,STR18,CUS0256,2,1029.38,Damaged
RET00468,SAL12057,2025-08-18,PRD024,STR19,CUS0234,1,37.81,Not as Described
RET00469,SAL09570,2025-05-05,PRD066,STR01,CUS0712,1,642.7,Performance Issues
RET00470,SAL08757,2023-12-24,PRD044,STR17,CUS0314,3,222.5,Performance Issues
RET00471,SAL01390,2023-10-30,PRD055,STR16,CUS0077,1,406.7,Damaged
RET00472,SAL02319,2025-02-18,PRD134,STR12,CUS0088,1,497.17,Wrong Item
RET00473,SAL04951,2023-08-25,PRD036,STR19,CUS0111,1,961.46,Defective
RET00474,SAL00491,2022-03-10,PRD138,STR19,CUS0689,1,686.72,Performance Issues
RET00475,SAL10690,2025-05-28,PRD146,STR19,CUS0557,2,2020.79,Changed Mind
RET00476,SAL12560,2024-09-23,PRD106,STR08,CUS0293,1,291.6,Defective
RET00477,SAL09643,2025-06-12,PRD058,STR01,CUS0712,1,131.79,Wrong Item
RET00478,SAL13682,2025-06-14,PRD016,STR04,CUS0075,1,994.51,Defective
RET00479,SAL07974,2025-07-19,PRD140,STR17,CUS0054,1,1204.37,Defective
RET00480,SAL07340,2025-05-11,PRD054,STR01,CUS0761,2,1829.96,Changed Mind
RET00481,SAL13238,2024-10-14,PRD109,STR01,CUS0786,1,766.81,Changed Mind
RET00482,SAL13991,2024-09-20,PRD104,STR03,CUS0549,2,2976.63,Wrong Item
RET00483,SAL05437,2022-01-30,PRD076,STR06,CUS0672,1,1218.38,Defective
RET00484,SAL04203,2025-03-22,PRD068,STR13,CUS0061,1,210.93,Not as Described
RET00485,SAL04738,2024-02-26,PRD067,STR16,CUS0775,1,171.6,Damaged
RET00486,SAL06809,2023-08-01,PRD046,STR20,CUS0741,1,589.9,Not as Described
RET00487,SAL11914,2025-08-20,PRD027,STR17,CUS0285,1,371.66,Defective
RET00488,SAL13251,2022-06-05,PRD016,STR03,CUS0285,1,1994.97,Damaged
RET00489,SAL08495,2022-05-11,PRD052,STR17,CUS0628,1,601.63,Defective
RET00490,SAL00137,2023-04-03,PRD113,STR18,CUS0140,2,726.92,Wrong Item
RET00491,SAL09624,2025-04-13,PRD106,STR19,CUS0160,1,452.47,Changed Mind
RET00492,SAL14162,2024-02-10,PRD020,STR03,CUS0357,1,676.63,Wrong Item
RET00493,SAL05060,2025-05-03,PRD125,STR09,CUS0077,1,227.51,Wrong Item
RET00494,SAL12844,2023-01-20,PRD063,STR20,CUS0310,1,774.81,Damaged
RET00495,SAL06503,2024-11-12,PRD122,STR05,CUS0016,1,112.41,Not as Described
RET00496,SAL06402,2025-02-17,PRD007,STR06,CUS0209,2,2179.1,Defective
RET00497,SAL12762,2023-06-10,PRD068,STR04,CUS0100,1,151.67,Performance Issues
RET00498,SAL06788,2023-07-30,PRD046,STR17,CUS0559,1,1858.21,Wrong Item
RET00499,SAL02035,2023-05-22,PRD015,STR09,CUS0139,1,801.38,Wrong Item
RET00500,SAL13370,2022-04-15,PRD085,STR04,CUS0133,1,267.54,Performance Issues
RET00501,SAL01070,2024-12-07,PRD143,STR04,CUS0068,1,763.17,Wrong Item
RET00502,SAL14342,2023-11-17,PRD015,STR04,CUS0576,1,2645.87,Defective
RET00503,SAL11432,2022-04-12,PRD143,STR09,CUS0049,1,204.07,Performance Issues
RET00504,SAL07059,2023-04-22,PRD026,STR19,CUS0118,1,708.81,Defective
RET00505,SAL10541,2024-10-29,PRD142,STR14,CUS0213,1,295.21,Performance Issues
RET00506,SAL13362,2022-06-12,PRD129,STR06,CUS0070,1,502.75,Damaged
RET00507,SAL11831,2023-05-08,PRD118,STR09,CUS0707,1,952.27,Wrong Item
RET00508,SAL10906,2022-02-15,PRD140,STR06,CUS0455,1,793.07,Defective
RET00509,SAL05820,2022-09-28,PRD090,STR09,CUS0189,1,876.31,Wrong Item
RET00510,SAL08632,2022-04-14,PRD113,STR13,CUS0621,1,535.31,Not as Described
RET00511,SAL02686,2022-09-08,PRD018,STR16,CUS0114,1,984.55,Not as Described
RET00512,SAL13438,2025-03-04,PRD061,STR12,CUS0217,1,1499.06,Defective
RET00513,SAL10589,2023-05-01,PRD073,STR19,CUS0073,1,1495.47,Wrong Item
RET00514,SAL07095,2022-11-20,PRD010,STR19,CUS0554,1,1165.73,Performance Issues
RET00515,SAL11504,2025-04-10,PRD039,STR18,CUS0146,1,340.51,Wrong Item
RET00516,SAL06721,2023-10-10,PRD063,STR03,CUS0601,1,499.34,Performance Issues
RET00517,SAL06163,2023-05-31,PRD079,STR01,CUS0024,1,87.29,Defective
RET00518,SAL02714,2022-05-13,PRD044,STR18,CUS0773,1,52.88,Defective
RET00519,SAL14816,2024-10-13,PRD013,STR04,CUS0662,1,406.9,Performance Issues
RET00520,SAL08702,2023-06-22,PRD055,STR13,CUS0153,1,172.71,Defective
RET00521,SAL08748,2024-01-27,PRD114,STR11,CUS0005,1,588.92,Wrong Item
RET00522,SAL04294,2023-03-22,PRD113,STR01,CUS0023,1,398.9,Wrong Item
RET00523,SAL09348,2025-09-11,PRD150,STR06,CUS0125,2,791.44,Damaged
RET00524,SAL01940,2024-10-10,PRD012,STR17,CUS0275,1,70.14,Not as Described
RET00525,SAL14631,2023-07-27,PRD035,STR13,CUS0376,1,239.7,Damaged
RET00526,SAL10871,2022-02-08,PRD112,STR08,CUS0680,1,321.81,Performance Issues
RET00527,SAL05675,2023-12-24,PRD140,STR06,CUS0179,1,437.11,Wrong Item
RET00528,SAL01521,2022-11-18,PRD084,STR18,CUS0261,2,1399.96,Wrong Item
RET00529,SAL06105,2022-12-01,PRD059,STR01,CUS0454,2,5122.29,Not as Described
RET00530,SAL13380,2025-03-30,PRD129,STR19,CUS0430,1,1217.61,Defective
RET00531,SAL04087,2022-03-26,PRD117,STR16,CUS0277,1,225.04,Wrong Item
RET00532,SAL08845,2024-01-10,PRD056,STR19,CUS0243,1,820.03,Defective
RET00533,SAL01166,2025-07-16,PRD060,STR07,CUS0039,1,357.26,Changed Mind
RET00534,SAL02807,2022-05-18,PRD072,STR14,CUS0242,1,523.0,Wrong Item
RET00535,SAL06931,2024-07-18,PRD002,STR09,CUS0520,1,1179.79,Changed Mind
RET00536,SAL08916,2022-11-11,PRD005,STR05,CUS0434,1,1969.01,Performance Issues
RET00537,SAL11343,2022-12-16,PRD059,STR20,CUS0574,1,973.3,Defective
RET00538,SAL12268,2022-10-07,PRD007,STR14,CUS0009,1,463.19,Performance Issues
RET00539,SAL14546,2023-05-23,PRD118,STR03,CUS0686,1,719.27,Not as Described
RET00540,SAL12251,2025-08-21,PRD116,STR08,CUS0709,1,1433.5,Defective
RET00541,SAL08561,2025-07-09,PRD015,STR06,CUS0154,1,1544.44,Defective
RET00542,SAL09166,2025-01-14,PRD008,STR20,CUS0685,1,175.58,Defective
RET00543,SAL12621,2023-01-06,PRD094,STR16,CUS0759,4,2235.13,Wrong Item
RET00544,SAL03324,2024-04-05,PRD050,STR05,CUS0754,1,183.43,Damaged
RET00545,SAL13892,2022-08-06,PRD139,STR14,CUS0436,1,217.84,Defective
RET00546,SAL08542,2025-01-28,PRD078,STR17,CUS0669,2,1952.07,Wrong Item
RET00547,SAL07455,2023-06-18,PRD044,STR10,CUS0404,1,37.34,Changed Mind
RET00548,SAL08983,2025-06-26,PRD147,STR15,CUS0052,1,80.62,Performance Issues
RET00549,SAL07161,2022-04-14,PRD017,STR19,CUS0377,1,120.87,Wrong Item
RET00550,SAL11824,2024-06-11,PRD038,STR14,CUS0455,1,304.49,Wrong Item
RET00551,SAL02232,2023-12-20,PRD015,STR05,CUS0383,1,2480.42,Changed Mind
RET00552,SAL06972,2025-01-10,PRD016,STR12,CUS0438,4,5056.28,Wrong Item
RET00553,SAL13581,2023-01-12,PRD067,STR20,CUS0724,1,654.26,Defective
RET00554,SAL13042,2025-06-21,PRD100,STR11,CUS0517,1,895.08,Damaged
RET00555,SAL06041,2024-11-20,PRD069,STR17,CUS0252,1,348.93,Damaged
RET00556,SAL02775,2025-07-09,PRD018,STR20,CUS0552,1,1468.47,Defective
RET00557,SAL06859,2022-01-14,PRD006,STR12,CUS0472,1,634.17,Changed Mind
RET00558,SAL07849,2022-05-26,PRD077,STR14,CUS0775,1,1211.96,Not as Described
RET00559,SAL02982,2025-05-07,PRD015,STR03,CUS0625,1,808.57,Wrong Item
RET00560,SAL01008,2023-02-05,PRD005,STR07,CUS0211,1,590.44,Not as Described
RET00561,SAL10792,2024-08-13,PRD100,STR05,CUS0324,1,596.41,Damaged
RET00562,SAL07040,2023-03-26,PRD133,STR03,CUS0510,1,951.53,Damaged
RET00563,SAL06682,2025-05-11,PRD103,STR05,CUS0382,1,2158.56,Wrong Item
RET00564,SAL00157,2023-04-29,PRD027,STR20,CUS0762,1,439.78,Performance Issues
RET00565,SAL10251,2025-06-01,PRD138,STR14,CUS0169,1,597.28,Not as Described
RET00566,SAL12931,2024-07-16,PRD027,STR11,CUS0744,1,447.52,Changed Mind
RET00567,SAL02093,2024-04-13,PRD126,STR11,CUS0193,1,1172.12,Defective
RET00568,SAL03328,2023-11-22,PRD081,STR19,CUS0661,1,311.97,Wrong Item
RET00569,SAL09453,2022-07-16,PRD085,STR01,CUS0188,3,1077.09,Defective
RET00570,SAL10290,2024-07-08,PRD012,STR05,CUS0277,1,84.31,Changed Mind
RET00571,SAL03390,2024-05-06,PRD068,STR18,CUS0773,1,114.3,Wrong Item
RET00572,SAL04549,2024-08-26,PRD108,STR04,CUS0666,1,1026.49,Not as Described
RET00573,SAL08442,2023-09-27,PRD126,STR03,CUS0074,1,491.63,Damaged
RET00574,SAL14931,2024-04-11,PRD005,STR18,CUS0629,2,2560.81,Not as Described
RET00575,SAL08587,2024-11-14,PRD059,STR17,CUS0487,1,714.9,Not as Described
RET00576,SAL03769,2022-04-05,PRD129,STR14,CUS0245,2,2037.07,Changed Mind
RET00577,SAL05588,2022-06-14,PRD096,STR14,CUS0500,1,1025.73,Damaged
RET00578,SAL11077,2022-02-23,PRD112,STR16,CUS0784,1,1668.73,Defective
RET00579,SAL13904,2025-01-06,PRD041,STR06,CUS0721,1,238.33,Changed Mind
RET00580,SAL04802,2024-04-06,PRD071,STR15,CUS0753,1,748.77,Defective
RET00581,SAL12799,2024-04-04,PRD112,STR03,CUS0278,3,1511.32,Performance Issues
RET00582,SAL10979,2023-12-20,PRD070,STR05,CUS0533,1,1584.96,Not as Described
RET00583,SAL05029,2022-02-18,PRD056,STR20,CUS0197,1,788.72,Wrong Item
RET00584,SAL07295,2023-02-01,PRD065,STR01,CUS0353,1,297.52,Performance Issues
RET00585,SAL13769,2023-02-22,PRD097,STR03,CUS0200,1,158.04,Damaged
RET00586,SAL00521,2024-06-04,PRD047,STR08,CUS0712,2,1188.24,Defective
RET00587,SAL01159,2023-02-19,PRD003,STR11,CUS0019,1,1035.26,Damaged
RET00588,SAL01534,2022-11-29,PRD132,STR01,CUS0540,2,526.81,Damaged
RET00589,SAL13812,2025-05-09,PRD115,STR05,CUS0013,2,1592.61,Damaged
RET00590,SAL09091,2025-06-24,PRD069,STR13,CUS0017,1,1980.66,Not as Described
RET00591,SAL13629,2025-07-24,PRD039,STR02,CUS0613,2,1218.67,Wrong Item
RET00592,SAL00371,2022-07-11,PRD059,STR14,CUS0333,1,1346.17,Performance Issues
RET00593,SAL04213,2023-07-09,PRD039,STR10,CUS0666,1,923.45,Defective
RET00594,SAL12864,2022-07-26,PRD107,STR11,CUS0755,1,479.74,Not as Described
RET00595,SAL05505,2023-03-16,PRD025,STR13,CUS0633,1,655.43,Defective
RET00596,SAL08120,2022-10-10,PRD099,STR05,CUS0119,1,94.42,Performance Issues
RET00597,SAL07591,2025-02-05,PRD044,STR10,CUS0249,1,124.85,Damaged
RET00598,SAL11194,2022-12-22,PRD143,STR02,CUS0154,1,189.28,Wrong Item
RET00599,SAL02185,2025-07-07,PRD082,STR20,CUS0356,1,639.16,Defective
RET00600,SAL07732,2023-12-24,PRD016,STR17,CUS0212,2,2745.24,Performance Issues
RET00601,SAL14256,2024-10-19,PRD003,STR01,CUS0020,1,320.57,Changed Mind
RET00602,SAL07397,2022-09-07,PRD034,STR07,CUS0379,3,1642.7,Defective
RET00603,SAL09257,2023-05-22,PRD083,STR15,CUS0351,1,856.2,Defective
RET00604,SAL11477,2023-10-22,PRD123,STR19,CUS0521,1,340.94,Defective
RET00605,SAL06782,2024-12-06,PRD014,STR11,CUS0497,1,57.03,Defective
RET00606,SAL09748,2023-01-11,PRD072,STR11,CUS0193,1,2137.62,Defective
RET00607,SAL04652,2023-04-17,PRD016,STR16,CUS0330,1,1063.87,Defective
RET00608,SAL02164,2023-03-30,PRD009,STR09,CUS0604,2,3623.03,Damaged
RET00609,SAL01331,2022-11-18,PRD145,STR18,CUS0323,1,1624.47,Performance Issues
RET00610,SAL06286,2023-02-04,PRD106,STR02,CUS0095,1,264.03,Not as Described
RET00611,SAL13999,2023-02-17,PRD122,STR18,CUS0641,1,277.42,Defective
RET00612,SAL11894,2022-04-18,PRD083,STR09,CUS0295,2,2404.3,Performance Issues
RET00613,SAL10381,2024-03-28,PRD074,STR10,CUS0610,1,184.68,Wrong Item
RET00614,SAL12145,2022-06-18,PRD097,STR17,CUS0017,1,203.74,Not as Described
RET00615,SAL09739,2025-01-06,PRD059,STR04,CUS0445,2,3332.13,Changed Mind
