Date,Year,Quarter,Month,MonthName,MonthYear,Week,DayName,IsWeekend
2024-04-09,2024,2,4,April,2024-04,15,Tuesday,0
2024-04-10,2024,2,4,April,2024-04,15,Wednesday,0
2024-04-11,2024,2,4,April,2024-04,15,Thursday,0
2024-04-12,2024,2,4,April,2024-04,15,Friday,0
2024-04-13,2024,2,4,April,2024-04,15,Saturday,1
2024-04-14,2024,2,4,April,2024-04,15,Sunday,1
2024-04-15,2024,2,4,April,2024-04,16,Monday,0
2024-04-16,2024,2,4,April,2024-04,16,Tuesday,0
2024-04-17,2024,2,4,April,2024-04,16,Wednesday,0
2024-04-18,2024,2,4,April,2024-04,16,Thursday,0
2024-04-19,2024,2,4,April,2024-04,16,Friday,0
2024-04-20,2024,2,4,April,2024-04,16,Saturday,1
2024-04-21,2024,2,4,April,2024-04,16,Sunday,1
2024-04-22,2024,2,4,April,2024-04,17,Monday,0
2024-04-23,2024,2,4,April,2024-04,17,Tuesday,0
2024-04-24,2024,2,4,April,2024-04,17,Wednesday,0
2024-04-25,2024,2,4,April,2024-04,17,Thursday,0
2024-04-26,2024,2,4,April,2024-04,17,Friday,0
2024-04-27,2024,2,4,April,2024-04,17,Saturday,1
2024-04-28,2024,2,4,April,2024-04,17,Sunday,1
2024-04-29,2024,2,4,April,2024-04,18,Monday,0
2024-04-30,2024,2,4,April,2024-04,18,Tuesday,0
2024-05-01,2024,2,5,May,2024-05,18,Wednesday,0
2024-05-02,2024,2,5,May,2024-05,18,Thursday,0
2024-05-03,2024,2,5,May,2024-05,18,Friday,0
2024-05-04,2024,2,5,May,2024-05,18,Saturday,1
2024-05-05,2024,2,5,May,2024-05,18,Sunday,1
2024-05-06,2024,2,5,May,2024-05,19,Monday,0
2024-05-07,2024,2,5,May,2024-05,19,Tuesday,0
2024-05-08,2024,2,5,May,2024-05,19,Wednesday,0
2024-05-09,2024,2,5,May,2024-05,19,Thursday,0
2024-05-10,2024,2,5,May,2024-05,19,Friday,0
2024-05-11,2024,2,5,May,2024-05,19,Saturday,1
2024-05-12,2024,2,5,May,2024-05,19,Sunday,1
2024-05-13,2024,2,5,May,2024-05,20,Monday,0
2024-05-14,2024,2,5,May,2024-05,20,Tuesday,0
2024-05-15,2024,2,5,May,2024-05,20,Wednesday,0
2024-05-16,2024,2,5,May,2024-05,20,Thursday,0
2024-05-17,2024,2,5,May,2024-05,20,Friday,0
2024-05-18,2024,2,5,May,2024-05,20,Saturday,1
2024-05-19,2024,2,5,May,2024-05,20,Sunday,1
2024-05-20,2024,2,5,May,2024-05,21,Monday,0
2024-05-21,2024,2,5,May,2024-05,21,Tuesday,0
2024-05-22,2024,2,5,May,2024-05,21,Wednesday,0
2024-05-23,2024,2,5,May,2024-05,21,Thursday,0
2024-05-24,2024,2,5,May,2024-05,21,Friday,0
2024-05-25,2024,2,5,May,2024-05,21,Saturday,1
2024-05-26,2024,2,5,May,2024-05,21,Sunday,1
2024-05-27,2024,2,5,May,2024-05,22,Monday,0
2024-05-28,2024,2,5,May,2024-05,22,Tuesday,0
2024-05-29,2024,2,5,May,2024-05,22,Wednesday,0
2024-05-30,2024,2,5,May,2024-05,22,Thursday,0
2024-05-31,2024,2,5,May,2024-05,22,Friday,0
2024-06-01,2024,2,6,June,2024-06,22,Saturday,1
2024-06-02,2024,2,6,June,2024-06,22,Sunday,1
2024-06-03,2024,2,6,June,2024-06,23,Monday,0
2024-06-04,2024,2,6,June,2024-06,23,Tuesday,0
2024-06-05,2024,2,6,June,2024-06,23,Wednesday,0
2024-06-06,2024,2,6,June,2024-06,23,Thursday,0
2024-06-07,2024,2,6,June,2024-06,23,Friday,0
2024-06-08,2024,2,6,June,2024-06,23,Saturday,1
2024-06-09,2024,2,6,June,2024-06,23,Sunday,1
2024-06-10,2024,2,6,June,2024-06,24,Monday,0
2024-06-11,2024,2,6,June,2024-06,24,Tuesday,0
2024-06-12,2024,2,6,June,2024-06,24,Wednesday,0
2024-06-13,2024,2,6,June,2024-06,24,Thursday,0
2024-06-14,2024,2,6,June,2024-06,24,Friday,0
2024-06-15,2024,2,6,June,2024-06,24,Saturday,1
2024-06-16,2024,2,6,June,2024-06,24,Sunday,1
2024-06-17,2024,2,6,June,2024-06,25,Monday,0
2024-06-18,2024,2,6,June,2024-06,25,Tuesday,0
2024-06-19,2024,2,6,June,2024-06,25,Wednesday,0
2024-06-20,2024,2,6,June,2024-06,25,Thursday,0
2024-06-21,2024,2,6,June,2024-06,25,Friday,0
2024-06-22,2024,2,6,June,2024-06,25,Saturday,1
2024-06-23,2024,2,6,June,2024-06,25,Sunday,1
2024-06-24,2024,2,6,June,2024-06,26,Monday,0
2024-06-25,2024,2,6,June,2024-06,26,Tuesday,0
2024-06-26,2024,2,6,June,2024-06,26,Wednesday,0
2024-06-27,2024,2,6,June,2024-06,26,Thursday,0
2024-06-28,2024,2,6,June,2024-06,26,Friday,0
2024-06-29,2024,2,6,June,2024-06,26,Saturday,1
2024-06-30,2024,2,6,June,2024-06,26,Sunday,1
2024-07-01,2024,3,7,July,2024-07,27,Monday,0
2024-07-02,2024,3,7,July,2024-07,27,Tuesday,0
2024-07-03,2024,3,7,July,2024-07,27,Wednesday,0
2024-07-04,2024,3,7,July,2024-07,27,Thursday,0
2024-07-05,2024,3,7,July,2024-07,27,Friday,0
2024-07-06,2024,3,7,July,2024-07,27,Saturday,1
2024-07-07,2024,3,7,July,2024-07,27,Sunday,1
2024-07-08,2024,3,7,July,2024-07,28,Monday,0
2024-07-09,2024,3,7,July,2024-07,28,Tuesday,0
2024-07-10,2024,3,7,July,2024-07,28,Wednesday,0
2024-07-11,2024,3,7,July,2024-07,28,Thursday,0
2024-07-12,2024,3,7,July,2024-07,28,Friday,0
2024-07-13,2024,3,7,July,2024-07,28,Saturday,1
2024-07-14,2024,3,7,July,2024-07,28,Sunday,1
2024-07-15,2024,3,7,July,2024-07,29,Monday,0
2024-07-16,2024,3,7,July,2024-07,29,Tuesday,0
2024-07-17,2024,3,7,July,2024-07,29,Wednesday,0
2024-07-18,2024,3,7,July,2024-07,29,Thursday,0
2024-07-19,2024,3,7,July,2024-07,29,Friday,0
2024-07-20,2024,3,7,July,2024-07,29,Saturday,1
2024-07-21,2024,3,7,July,2024-07,29,Sunday,1
2024-07-22,2024,3,7,July,2024-07,30,Monday,0
2024-07-23,2024,3,7,July,2024-07,30,Tuesday,0
2024-07-24,2024,3,7,July,2024-07,30,Wednesday,0
2024-07-25,2024,3,7,July,2024-07,30,Thursday,0
2024-07-26,2024,3,7,July,2024-07,30,Friday,0
2024-07-27,2024,3,7,July,2024-07,30,Saturday,1
2024-07-28,2024,3,7,July,2024-07,30,Sunday,1
2024-07-29,2024,3,7,July,2024-07,31,Monday,0
2024-07-30,2024,3,7,July,2024-07,31,Tuesday,0
2024-07-31,2024,3,7,July,2024-07,31,Wednesday,0
2024-08-01,2024,3,8,August,2024-08,31,Thursday,0
2024-08-02,2024,3,8,August,2024-08,31,Friday,0
2024-08-03,2024,3,8,August,2024-08,31,Saturday,1
2024-08-04,2024,3,8,August,2024-08,31,Sunday,1
2024-08-05,2024,3,8,August,2024-08,32,Monday,0
2024-08-06,2024,3,8,August,2024-08,32,Tuesday,0
2024-08-07,2024,3,8,August,2024-08,32,Wednesday,0
2024-08-08,2024,3,8,August,2024-08,32,Thursday,0
2024-08-09,2024,3,8,August,2024-08,32,Friday,0
2024-08-10,2024,3,8,August,2024-08,32,Saturday,1
2024-08-11,2024,3,8,August,2024-08,32,Sunday,1
2024-08-12,2024,3,8,August,2024-08,33,Monday,0
2024-08-13,2024,3,8,August,2024-08,33,Tuesday,0
2024-08-14,2024,3,8,August,2024-08,33,Wednesday,0
2024-08-15,2024,3,8,August,2024-08,33,Thursday,0
2024-08-16,2024,3,8,August,2024-08,33,Friday,0
2024-08-17,2024,3,8,August,2024-08,33,Saturday,1
2024-08-18,2024,3,8,August,2024-08,33,Sunday,1
2024-08-19,2024,3,8,August,2024-08,34,Monday,0
2024-08-20,2024,3,8,August,2024-08,34,Tuesday,0
2024-08-21,2024,3,8,August,2024-08,34,Wednesday,0
2024-08-22,2024,3,8,August,2024-08,34,Thursday,0
2024-08-23,2024,3,8,August,2024-08,34,Friday,0
2024-08-24,2024,3,8,August,2024-08,34,Saturday,1
2024-08-25,2024,3,8,August,2024-08,34,Sunday,1
2024-08-26,2024,3,8,August,2024-08,35,Monday,0
2024-08-27,2024,3,8,August,2024-08,35,Tuesday,0
2024-08-28,2024,3,8,August,2024-08,35,Wednesday,0
2024-08-29,2024,3,8,August,2024-08,35,Thursday,0
2024-08-30,2024,3,8,August,2024-08,35,Friday,0
2024-08-31,2024,3,8,August,2024-08,35,Saturday,1
2024-09-01,2024,3,9,September,2024-09,35,Sunday,1
2024-09-02,2024,3,9,September,2024-09,36,Monday,0
2024-09-03,2024,3,9,September,2024-09,36,Tuesday,0
2024-09-04,2024,3,9,September,2024-09,36,Wednesday,0
2024-09-05,2024,3,9,September,2024-09,36,Thursday,0
2024-09-06,2024,3,9,September,2024-09,36,Friday,0
2024-09-07,2024,3,9,September,2024-09,36,Saturday,1
2024-09-08,2024,3,9,September,2024-09,36,Sunday,1
2024-09-09,2024,3,9,September,2024-09,37,Monday,0
2024-09-10,2024,3,9,September,2024-09,37,Tuesday,0
2024-09-11,2024,3,9,September,2024-09,37,Wednesday,0
2024-09-12,2024,3,9,September,2024-09,37,Thursday,0
2024-09-13,2024,3,9,September,2024-09,37,Friday,0
2024-09-14,2024,3,9,September,2024-09,37,Saturday,1
2024-09-15,2024,3,9,September,2024-09,37,Sunday,1
2024-09-16,2024,3,9,September,2024-09,38,Monday,0
2024-09-17,2024,3,9,September,2024-09,38,Tuesday,0
2024-09-18,2024,3,9,September,2024-09,38,Wednesday,0
2024-09-19,2024,3,9,September,2024-09,38,Thursday,0
2024-09-20,2024,3,9,September,2024-09,38,Friday,0
2024-09-21,2024,3,9,September,2024-09,38,Saturday,1
2024-09-22,2024,3,9,September,2024-09,38,Sunday,1
2024-09-23,2024,3,9,September,2024-09,39,Monday,0
2024-09-24,2024,3,9,September,2024-09,39,Tuesday,0
2024-09-25,2024,3,9,September,2024-09,39,Wednesday,0
2024-09-26,2024,3,9,September,2024-09,39,Thursday,0
2024-09-27,2024,3,9,September,2024-09,39,Friday,0
2024-09-28,2024,3,9,September,2024-09,39,Saturday,1
2024-09-29,2024,3,9,September,2024-09,39,Sunday,1
2024-09-30,2024,3,9,September,2024-09,40,Monday,0
2024-10-01,2024,4,10,October,2024-10,40,Tuesday,0
2024-10-02,2024,4,10,October,2024-10,40,Wednesday,0
2024-10-03,2024,4,10,October,2024-10,40,Thursday,0
2024-10-04,2024,4,10,October,2024-10,40,Friday,0
2024-10-05,2024,4,10,October,2024-10,40,Saturday,1
2024-10-06,2024,4,10,October,2024-10,40,Sunday,1
2024-10-07,2024,4,10,October,2024-10,41,Monday,0
2024-10-08,2024,4,10,October,2024-10,41,Tuesday,0
2024-10-09,2024,4,10,October,2024-10,41,Wednesday,0
2024-10-10,2024,4,10,October,2024-10,41,Thursday,0
2024-10-11,2024,4,10,October,2024-10,41,Friday,0
2024-10-12,2024,4,10,October,2024-10,41,Saturday,1
2024-10-13,2024,4,10,October,2024-10,41,Sunday,1
2024-10-14,2024,4,10,October,2024-10,42,Monday,0
2024-10-15,2024,4,10,October,2024-10,42,Tuesday,0
2024-10-16,2024,4,10,October,2024-10,42,Wednesday,0
2024-10-17,2024,4,10,October,2024-10,42,Thursday,0
2024-10-18,2024,4,10,October,2024-10,42,Friday,0
2024-10-19,2024,4,10,October,2024-10,42,Saturday,1
2024-10-20,2024,4,10,October,2024-10,42,Sunday,1
2024-10-21,2024,4,10,October,2024-10,43,Monday,0
2024-10-22,2024,4,10,October,2024-10,43,Tuesday,0
2024-10-23,2024,4,10,October,2024-10,43,Wednesday,0
2024-10-24,2024,4,10,October,2024-10,43,Thursday,0
2024-10-25,2024,4,10,October,2024-10,43,Friday,0
2024-10-26,2024,4,10,October,2024-10,43,Saturday,1
2024-10-27,2024,4,10,October,2024-10,43,Sunday,1
2024-10-28,2024,4,10,October,2024-10,44,Monday,0
2024-10-29,2024,4,10,October,2024-10,44,Tuesday,0
2024-10-30,2024,4,10,October,2024-10,44,Wednesday,0
2024-10-31,2024,4,10,October,2024-10,44,Thursday,0
2024-11-01,2024,4,11,November,2024-11,44,Friday,0
2024-11-02,2024,4,11,November,2024-11,44,Saturday,1
2024-11-03,2024,4,11,November,2024-11,44,Sunday,1
2024-11-04,2024,4,11,November,2024-11,45,Monday,0
2024-11-05,2024,4,11,November,2024-11,45,Tuesday,0
2024-11-06,2024,4,11,November,2024-11,45,Wednesday,0
2024-11-07,2024,4,11,November,2024-11,45,Thursday,0
2024-11-08,2024,4,11,November,2024-11,45,Friday,0
2024-11-09,2024,4,11,November,2024-11,45,Saturday,1
2024-11-10,2024,4,11,November,2024-11,45,Sunday,1
2024-11-11,2024,4,11,November,2024-11,46,Monday,0
2024-11-12,2024,4,11,November,2024-11,46,Tuesday,0
2024-11-13,2024,4,11,November,2024-11,46,Wednesday,0
2024-11-14,2024,4,11,November,2024-11,46,Thursday,0
2024-11-15,2024,4,11,November,2024-11,46,Friday,0
2024-11-16,2024,4,11,November,2024-11,46,Saturday,1
2024-11-17,2024,4,11,November,2024-11,46,Sunday,1
2024-11-18,2024,4,11,November,2024-11,47,Monday,0
2024-11-19,2024,4,11,November,2024-11,47,Tuesday,0
2024-11-20,2024,4,11,November,2024-11,47,Wednesday,0
2024-11-21,2024,4,11,November,2024-11,47,Thursday,0
2024-11-22,2024,4,11,November,2024-11,47,Friday,0
2024-11-23,2024,4,11,November,2024-11,47,Saturday,1
2024-11-24,2024,4,11,November,2024-11,47,Sunday,1
2024-11-25,2024,4,11,November,2024-11,48,Monday,0
2024-11-26,2024,4,11,November,2024-11,48,Tuesday,0
2024-11-27,2024,4,11,November,2024-11,48,Wednesday,0
2024-11-28,2024,4,11,November,2024-11,48,Thursday,0
2024-11-29,2024,4,11,November,2024-11,48,Friday,0
2024-11-30,2024,4,11,November,2024-11,48,Saturday,1
2024-12-01,2024,4,12,December,2024-12,48,Sunday,1
2024-12-02,2024,4,12,December,2024-12,49,Monday,0
2024-12-03,2024,4,12,December,2024-12,49,Tuesday,0
2024-12-04,2024,4,12,December,2024-12,49,Wednesday,0
2024-12-05,2024,4,12,December,2024-12,49,Thursday,0
2024-12-06,2024,4,12,December,2024-12,49,Friday,0
2024-12-07,2024,4,12,December,2024-12,49,Saturday,1
2024-12-08,2024,4,12,December,2024-12,49,Sunday,1
2024-12-09,2024,4,12,December,2024-12,50,Monday,0
2024-12-10,2024,4,12,December,2024-12,50,Tuesday,0
2024-12-11,2024,4,12,December,2024-12,50,Wednesday,0
2024-12-12,2024,4,12,December,2024-12,50,Thursday,0
2024-12-13,2024,4,12,December,2024-12,50,Friday,0
2024-12-14,2024,4,12,December,2024-12,50,Saturday,1
2024-12-15,2024,4,12,December,2024-12,50,Sunday,1
2024-12-16,2024,4,12,December,2024-12,51,Monday,0
2024-12-17,2024,4,12,December,2024-12,51,Tuesday,0
2024-12-18,2024,4,12,December,2024-12,51,Wednesday,0
2024-12-19,2024,4,12,December,2024-12,51,Thursday,0
2024-12-20,2024,4,12,December,2024-12,51,Friday,0
2024-12-21,2024,4,12,December,2024-12,51,Saturday,1
2024-12-22,2024,4,12,December,2024-12,51,Sunday,1
2024-12-23,2024,4,12,December,2024-12,52,Monday,0
2024-12-24,2024,4,12,December,2024-12,52,Tuesday,0
2024-12-25,2024,4,12,December,2024-12,52,Wednesday,0
2024-12-26,2024,4,12,December,2024-12,52,Thursday,0
2024-12-27,2024,4,12,December,2024-12,52,Friday,0
2024-12-28,2024,4,12,December,2024-12,52,Saturday,1
2024-12-29,2024,4,12,December,2024-12,52,Sunday,1
2024-12-30,2024,4,12,December,2024-12,1,Monday,0
2024-12-31,2024,4,12,December,2024-12,1,Tuesday,0
2025-01-01,2025,1,1,January,2025-01,1,Wednesday,0
2025-01-02,2025,1,1,January,2025-01,1,Thursday,0
2025-01-03,2025,1,1,January,2025-01,1,Friday,0
2025-01-04,2025,1,1,January,2025-01,1,Saturday,1
2025-01-05,2025,1,1,January,2025-01,1,Sunday,1
2025-01-06,2025,1,1,January,2025-01,2,Monday,0
2025-01-07,2025,1,1,January,2025-01,2,Tuesday,0
2025-01-08,2025,1,1,January,2025-01,2,Wednesday,0
2025-01-09,2025,1,1,January,2025-01,2,Thursday,0
2025-01-10,2025,1,1,January,2025-01,2,Friday,0
2025-01-11,2025,1,1,January,2025-01,2,Saturday,1
2025-01-12,2025,1,1,January,2025-01,2,Sunday,1
2025-01-13,2025,1,1,January,2025-01,3,Monday,0
2025-01-14,2025,1,1,January,2025-01,3,Tuesday,0
2025-01-15,2025,1,1,January,2025-01,3,Wednesday,0
2025-01-16,2025,1,1,January,2025-01,3,Thursday,0
2025-01-17,2025,1,1,January,2025-01,3,Friday,0
2025-01-18,2025,1,1,January,2025-01,3,Saturday,1
2025-01-19,2025,1,1,January,2025-01,3,Sunday,1
2025-01-20,2025,1,1,January,2025-01,4,Monday,0
2025-01-21,2025,1,1,January,2025-01,4,Tuesday,0
2025-01-22,2025,1,1,January,2025-01,4,Wednesday,0
2025-01-23,2025,1,1,January,2025-01,4,Thursday,0
2025-01-24,2025,1,1,January,2025-01,4,Friday,0
2025-01-25,2025,1,1,January,2025-01,4,Saturday,1
2025-01-26,2025,1,1,January,2025-01,4,Sunday,1
2025-01-27,2025,1,1,January,2025-01,5,Monday,0
2025-01-28,2025,1,1,January,2025-01,5,Tuesday,0
2025-01-29,2025,1,1,January,2025-01,5,Wednesday,0
2025-01-30,2025,1,1,January,2025-01,5,Thursday,0
2025-01-31,2025,1,1,January,2025-01,5,Friday,0
2025-02-01,2025,1,2,February,2025-02,5,Saturday,1
2025-02-02,2025,1,2,February,2025-02,5,Sunday,1
2025-02-03,2025,1,2,February,2025-02,6,Monday,0
2025-02-04,2025,1,2,February,2025-02,6,Tuesday,0
2025-02-05,2025,1,2,February,2025-02,6,Wednesday,0
2025-02-06,2025,1,2,February,2025-02,6,Thursday,0
2025-02-07,2025,1,2,February,2025-02,6,Friday,0
2025-02-08,2025,1,2,February,2025-02,6,Saturday,1
2025-02-09,2025,1,2,February,2025-02,6,Sunday,1
2025-02-10,2025,1,2,February,2025-02,7,Monday,0
2025-02-11,2025,1,2,February,2025-02,7,Tuesday,0
2025-02-12,2025,1,2,February,2025-02,7,Wednesday,0
2025-02-13,2025,1,2,February,2025-02,7,Thursday,0
2025-02-14,2025,1,2,February,2025-02,7,Friday,0
2025-02-15,2025,1,2,February,2025-02,7,Saturday,1
2025-02-16,2025,1,2,February,2025-02,7,Sunday,1
2025-02-17,2025,1,2,February,2025-02,8,Monday,0
2025-02-18,2025,1,2,February,2025-02,8,Tuesday,0
2025-02-19,2025,1,2,February,2025-02,8,Wednesday,0
2025-02-20,2025,1,2,February,2025-02,8,Thursday,0
2025-02-21,2025,1,2,February,2025-02,8,Friday,0
2025-02-22,2025,1,2,February,2025-02,8,Saturday,1
2025-02-23,2025,1,2,February,2025-02,8,Sunday,1
2025-02-24,2025,1,2,February,2025-02,9,Monday,0
2025-02-25,2025,1,2,February,2025-02,9,Tuesday,0
2025-02-26,2025,1,2,February,2025-02,9,Wednesday,0
2025-02-27,2025,1,2,February,2025-02,9,Thursday,0
2025-02-28,2025,1,2,February,2025-02,9,Friday,0
2025-03-01,2025,1,3,March,2025-03,9,Saturday,1
2025-03-02,2025,1,3,March,2025-03,9,Sunday,1
2025-03-03,2025,1,3,March,2025-03,10,Monday,0
2025-03-04,2025,1,3,March,2025-03,10,Tuesday,0
2025-03-05,2025,1,3,March,2025-03,10,Wednesday,0
2025-03-06,2025,1,3,March,2025-03,10,Thursday,0
2025-03-07,2025,1,3,March,2025-03,10,Friday,0
2025-03-08,2025,1,3,March,2025-03,10,Saturday,1
2025-03-09,2025,1,3,March,2025-03,10,Sunday,1
2025-03-10,2025,1,3,March,2025-03,11,Monday,0
2025-03-11,2025,1,3,March,2025-03,11,Tuesday,0
2025-03-12,2025,1,3,March,2025-03,11,Wednesday,0
2025-03-13,2025,1,3,March,2025-03,11,Thursday,0
2025-03-14,2025,1,3,March,2025-03,11,Friday,0
2025-03-15,2025,1,3,March,2025-03,11,Saturday,1
2025-03-16,2025,1,3,March,2025-03,11,Sunday,1
2025-03-17,2025,1,3,March,2025-03,12,Monday,0
2025-03-18,2025,1,3,March,2025-03,12,Tuesday,0
2025-03-19,2025,1,3,March,2025-03,12,Wednesday,0
2025-03-20,2025,1,3,March,2025-03,12,Thursday,0
2025-03-21,2025,1,3,March,2025-03,12,Friday,0
2025-03-22,2025,1,3,March,2025-03,12,Saturday,1
2025-03-23,2025,1,3,March,2025-03,12,Sunday,1
2025-03-24,2025,1,3,March,2025-03,13,Monday,0
2025-03-25,2025,1,3,March,2025-03,13,Tuesday,0
2025-03-26,2025,1,3,March,2025-03,13,Wednesday,0
2025-03-27,2025,1,3,March,2025-03,13,Thursday,0
2025-03-28,2025,1,3,March,2025-03,13,Friday,0
2025-03-29,2025,1,3,March,2025-03,13,Saturday,1
2025-03-30,2025,1,3,March,2025-03,13,Sunday,1
2025-03-31,2025,1,3,March,2025-03,14,Monday,0
2025-04-01,2025,2,4,April,2025-04,14,Tuesday,0
2025-04-02,2025,2,4,April,2025-04,14,Wednesday,0
2025-04-03,2025,2,4,April,2025-04,14,Thursday,0
2025-04-04,2025,2,4,April,2025-04,14,Friday,0
2025-04-05,2025,2,4,April,2025-04,14,Saturday,1
2025-04-06,2025,2,4,April,2025-04,14,Sunday,1
2025-04-07,2025,2,4,April,2025-04,15,Monday,0
2025-04-08,2025,2,4,April,2025-04,15,Tuesday,0
2025-04-09,2025,2,4,April,2025-04,15,Wednesday,0
2025-04-10,2025,2,4,April,2025-04,15,Thursday,0
2025-04-11,2025,2,4,April,2025-04,15,Friday,0
2025-04-12,2025,2,4,April,2025-04,15,Saturday,1
2025-04-13,2025,2,4,April,2025-04,15,Sunday,1
2025-04-14,2025,2,4,April,2025-04,16,Monday,0
2025-04-15,2025,2,4,April,2025-04,16,Tuesday,0
2025-04-16,2025,2,4,April,2025-04,16,Wednesday,0
2025-04-17,2025,2,4,April,2025-04,16,Thursday,0
2025-04-18,2025,2,4,April,2025-04,16,Friday,0
2025-04-19,2025,2,4,April,2025-04,16,Saturday,1
2025-04-20,2025,2,4,April,2025-04,16,Sunday,1
2025-04-21,2025,2,4,April,2025-04,17,Monday,0
2025-04-22,2025,2,4,April,2025-04,17,Tuesday,0
2025-04-23,2025,2,4,April,2025-04,17,Wednesday,0
2025-04-24,2025,2,4,April,2025-04,17,Thursday,0
2025-04-25,2025,2,4,April,2025-04,17,Friday,0
2025-04-26,2025,2,4,April,2025-04,17,Saturday,1
2025-04-27,2025,2,4,April,2025-04,17,Sunday,1
2025-04-28,2025,2,4,April,2025-04,18,Monday,0
2025-04-29,2025,2,4,April,2025-04,18,Tuesday,0
2025-04-30,2025,2,4,April,2025-04,18,Wednesday,0
2025-05-01,2025,2,5,May,2025-05,18,Thursday,0
2025-05-02,2025,2,5,May,2025-05,18,Friday,0
2025-05-03,2025,2,5,May,2025-05,18,Saturday,1
2025-05-04,2025,2,5,May,2025-05,18,Sunday,1
2025-05-05,2025,2,5,May,2025-05,19,Monday,0
2025-05-06,2025,2,5,May,2025-05,19,Tuesday,0
2025-05-07,2025,2,5,May,2025-05,19,Wednesday,0
2025-05-08,2025,2,5,May,2025-05,19,Thursday,0
2025-05-09,2025,2,5,May,2025-05,19,Friday,0
2025-05-10,2025,2,5,May,2025-05,19,Saturday,1
2025-05-11,2025,2,5,May,2025-05,19,Sunday,1
2025-05-12,2025,2,5,May,2025-05,20,Monday,0
2025-05-13,2025,2,5,May,2025-05,20,Tuesday,0
2025-05-14,2025,2,5,May,2025-05,20,Wednesday,0
2025-05-15,2025,2,5,May,2025-05,20,Thursday,0
2025-05-16,2025,2,5,May,2025-05,20,Friday,0
2025-05-17,2025,2,5,May,2025-05,20,Saturday,1
2025-05-18,2025,2,5,May,2025-05,20,Sunday,1
2025-05-19,2025,2,5,May,2025-05,21,Monday,0
2025-05-20,2025,2,5,May,2025-05,21,Tuesday,0
2025-05-21,2025,2,5,May,2025-05,21,Wednesday,0
2025-05-22,2025,2,5,May,2025-05,21,Thursday,0
2025-05-23,2025,2,5,May,2025-05,21,Friday,0
2025-05-24,2025,2,5,May,2025-05,21,Saturday,1
2025-05-25,2025,2,5,May,2025-05,21,Sunday,1
2025-05-26,2025,2,5,May,2025-05,22,Monday,0
2025-05-27,2025,2,5,May,2025-05,22,Tuesday,0
2025-05-28,2025,2,5,May,2025-05,22,Wednesday,0
2025-05-29,2025,2,5,May,2025-05,22,Thursday,0
2025-05-30,2025,2,5,May,2025-05,22,Friday,0
2025-05-31,2025,2,5,May,2025-05,22,Saturday,1
2025-06-01,2025,2,6,June,2025-06,22,Sunday,1
2025-06-02,2025,2,6,June,2025-06,23,Monday,0
2025-06-03,2025,2,6,June,2025-06,23,Tuesday,0
2025-06-04,2025,2,6,June,2025-06,23,Wednesday,0
2025-06-05,2025,2,6,June,2025-06,23,Thursday,0
2025-06-06,2025,2,6,June,2025-06,23,Friday,0
2025-06-07,2025,2,6,June,2025-06,23,Saturday,1
2025-06-08,2025,2,6,June,2025-06,23,Sunday,1
2025-06-09,2025,2,6,June,2025-06,24,Monday,0
2025-06-10,2025,2,6,June,2025-06,24,Tuesday,0
2025-06-11,2025,2,6,June,2025-06,24,Wednesday,0
2025-06-12,2025,2,6,June,2025-06,24,Thursday,0
2025-06-13,2025,2,6,June,2025-06,24,Friday,0
2025-06-14,2025,2,6,June,2025-06,24,Saturday,1
2025-06-15,2025,2,6,June,2025-06,24,Sunday,1
2025-06-16,2025,2,6,June,2025-06,25,Monday,0
2025-06-17,2025,2,6,June,2025-06,25,Tuesday,0
2025-06-18,2025,2,6,June,2025-06,25,Wednesday,0
2025-06-19,2025,2,6,June,2025-06,25,Thursday,0
2025-06-20,2025,2,6,June,2025-06,25,Friday,0
2025-06-21,2025,2,6,June,2025-06,25,Saturday,1
2025-06-22,2025,2,6,June,2025-06,25,Sunday,1
2025-06-23,2025,2,6,June,2025-06,26,Monday,0
2025-06-24,2025,2,6,June,2025-06,26,Tuesday,0
2025-06-25,2025,2,6,June,2025-06,26,Wednesday,0
2025-06-26,2025,2,6,June,2025-06,26,Thursday,0
2025-06-27,2025,2,6,June,2025-06,26,Friday,0
2025-06-28,2025,2,6,June,2025-06,26,Saturday,1
2025-06-29,2025,2,6,June,2025-06,26,Sunday,1
2025-06-30,2025,2,6,June,2025-06,27,Monday,0
2025-07-01,2025,3,7,July,2025-07,27,Tuesday,0
2025-07-02,2025,3,7,July,2025-07,27,Wednesday,0
2025-07-03,2025,3,7,July,2025-07,27,Thursday,0
2025-07-04,2025,3,7,July,2025-07,27,Friday,0
2025-07-05,2025,3,7,July,2025-07,27,Saturday,1
2025-07-06,2025,3,7,July,2025-07,27,Sunday,1
2025-07-07,2025,3,7,July,2025-07,28,Monday,0
2025-07-08,2025,3,7,July,2025-07,28,Tuesday,0
2025-07-09,2025,3,7,July,2025-07,28,Wednesday,0
2025-07-10,2025,3,7,July,2025-07,28,Thursday,0
2025-07-11,2025,3,7,July,2025-07,28,Friday,0
2025-07-12,2025,3,7,July,2025-07,28,Saturday,1
2025-07-13,2025,3,7,July,2025-07,28,Sunday,1
2025-07-14,2025,3,7,July,2025-07,29,Monday,0
2025-07-15,2025,3,7,July,2025-07,29,Tuesday,0
2025-07-16,2025,3,7,July,2025-07,29,Wednesday,0
2025-07-17,2025,3,7,July,2025-07,29,Thursday,0
