OrderID,OrderDate,OrderTime,Product,Category,Quantity,UnitPrice,SalesAmount,PaymentMethod,DayOfWeek
ORD0305,2024-12-09,13:32,Cold Brew,Coffee,1,3.8,3.8,Card,Monday
ORD0306,2024-06-07,09:13,Cold Brew,Coffee,4,3.8,15.2,Cash,Friday
ORD0307,2024-04-25,09:09,Cappuccino,Coffee,3,3.5,10.5,Cash,Thursday
ORD0308,2024-09-16,19:34,Muffin,Food,1,2.2,2.2,Mobile,Monday
ORD0309,2024-06-21,19:39,Latte,Coffee,4,4.0,16.0,Cash,Friday
ORD0310,2024-03-24,09:53,Sandwich,Food,2,5.5,11.0,Mobile,Sunday
ORD0311,2024-08-12,07:26,Cold Brew,Coffee,2,3.8,7.6,Card,Monday
ORD0312,2024-11-08,11:48,Croissant,Food,2,2.5,5.0,Mobile,Friday
ORD0313,2024-05-02,11:51,Croissant,Food,2,2.5,5.0,Card,Thursday
ORD0314,2024-12-13,16:28,Croissant,Food,3,2.5,7.5,Card,Friday
ORD0315,2024-09-14,15:26,Latte,Coffee,2,4.0,8.0,Mobile,Saturday
ORD0316,2024-03-11,20:16,Espresso,Coffee,4,2.5,10.0,Card,Monday
ORD0317,2024-10-10,08:45,Muffin,Food,1,2.2,2.2,Card,Thursday
ORD0318,2024-02-12,19:10,Mocha,Coffee,4,4.5,18.0,Mobile,Monday
ORD0319,2024-03-16,20:27,Cappuccino,Coffee,2,3.5,7.0,Card,Saturday
ORD0320,2024-06-27,07:26,Espresso,Coffee,4,2.5,10.0,Mobile,Thursday
ORD0321,2024-07-10,10:24,Cappuccino,Coffee,3,3.5,10.5,Cash,Wednesday
ORD0322,2024-01-15,12:59,Cappuccino,Coffee,3,3.5,10.5,Cash,Monday
ORD0323,2024-03-11,07:18,Croissant,Food,2,2.5,5.0,Mobile,Monday
ORD0324,2024-08-28,14:39,Espresso,Coffee,1,2.5,2.5,Cash,Wednesday
ORD0325,2024-05-11,10:53,Latte,Coffee,4,4.0,16.0,Cash,Saturday
ORD0326,2024-05-27,10:19,Cappuccino,Coffee,1,3.5,3.5,Cash,Monday
ORD0327,2024-08-02,17:50,Sandwich,Food,4,5.5,22.0,Cash,Friday
ORD0328,2024-02-26,20:57,Croissant,Food,1,2.5,2.5,Mobile,Monday
ORD0329,2024-09-20,16:15,Latte,Coffee,3,4.0,12.0,Card,Friday
ORD0330,2024-01-01,16:22,Americano,Coffee,4,3.0,12.0,Cash,Monday
ORD0331,2024-12-06,17:05,Muffin,Food,3,2.2,6.6,Cash,Friday
ORD0332,2024-09-26,15:32,Muffin,Food,1,2.2,2.2,Card,Thursday
ORD0333,2024-08-28,07:40,Tea,Tea,3,2.8,8.4,Card,Wednesday
ORD0334,2024-01-09,12:50,Cappuccino,Coffee,3,3.5,10.5,Cash,Tuesday
ORD0335,2024-12-02,17:06,Sandwich,Food,3,5.5,16.5,Cash,Monday
ORD0336,2024-01-23,12:34,Cold Brew,Coffee,2,3.8,7.6,Mobile,Tuesday
ORD0337,2024-08-25,18:30,Latte,Coffee,2,4.0,8.0,Cash,Sunday
ORD0338,2024-08-22,07:18,Americano,Coffee,1,3.0,3.0,Cash,Thursday
ORD0339,2024-01-22,12:59,Mocha,Coffee,4,4.5,18.0,Mobile,Monday
ORD0340,2024-08-30,11:02,Americano,Coffee,3,3.0,9.0,Card,Friday
ORD0341,2024-01-25,20:41,Cold Brew,Coffee,3,3.8,11.4,Cash,Thursday
ORD0342,2024-07-07,13:56,Tea,Tea,4,2.8,11.2,Card,Sunday
ORD0343,2024-06-22,09:31,Croissant,Food,3,2.5,7.5,Mobile,Saturday
ORD0344,2024-05-16,19:05,Tea,Tea,1,2.8,2.8,Card,Thursday
ORD0345,2024-11-04,20:11,Muffin,Food,3,2.2,6.6,Card,Monday
ORD0346,2024-02-22,08:20,Mocha,Coffee,3,4.5,13.5,Card,Thursday
ORD0347,2024-11-04,18:27,Latte,Coffee,4,4.0,16.0,Card,Monday
ORD0348,2024-08-16,07:46,Cold Brew,Coffee,4,3.8,15.2,Card,Friday
ORD0349,2024-11-23,19:03,Cappuccino,Coffee,4,3.5,14.0,Card,Saturday
ORD0350,2024-09-19,19:47,Latte,Coffee,1,4.0,4.0,Cash,Thursday
ORD0351,2024-11-07,17:50,Croissant,Food,1,2.5,2.5,Cash,Thursday
ORD0352,2024-02-04,10:49,Cold Brew,Coffee,3,3.8,11.4,Card,Sunday
ORD0353,2024-10-17,07:38,Latte,Coffee,4,4.0,16.0,Card,Thursday
ORD0354,2024-07-09,14:48,Cappuccino,Coffee,2,3.5,7.0,Mobile,Tuesday
ORD0355,2024-07-06,13:20,Mocha,Coffee,2,4.5,9.0,Cash,Saturday
ORD0356,2024-01-14,18:11,Croissant,Food,4,2.5,10.0,Mobile,Sunday
ORD0357,2024-03-01,11:49,Mocha,Coffee,4,4.5,18.0,Cash,Friday
ORD0358,2024-11-09,11:44,Croissant,Food,2,2.5,5.0,Cash,Saturday
ORD0359,2024-03-10,20:04,Croissant,Food,2,2.5,5.0,Mobile,Sunday
ORD0360,2024-08-15,08:51,Cold Brew,Coffee,3,3.8,11.4,Mobile,Thursday
ORD0361,2024-02-03,15:34,Mocha,Coffee,3,4.5,13.5,Cash,Saturday
ORD0362,2024-12-30,18:59,Latte,Coffee,3,4.0,12.0,Mobile,Monday
ORD0363,2024-04-24,08:12,Latte,Coffee,2,4.0,8.0,Card,Wednesday
ORD0364,2024-01-14,12:35,Sandwich,Food,3,5.5,16.5,Card,Sunday
ORD0365,2024-10-09,09:39,Cappuccino,Coffee,1,3.5,3.5,Card,Wednesday
ORD0366,2024-07-22,18:46,Croissant,Food,4,2.5,10.0,Card,Monday
ORD0367,2024-10-21,08:08,Cold Brew,Coffee,1,3.8,3.8,Card,Monday
ORD0368,2024-08-26,17:33,Cold Brew,Coffee,2,3.8,7.6,Mobile,Monday
ORD0369,2024-11-23,16:11,Latte,Coffee,4,4.0,16.0,Mobile,Saturday
ORD0370,2024-01-29,20:07,Muffin,Food,2,2.2,4.4,Card,Monday
ORD0371,2024-03-25,09:20,Americano,Coffee,3,3.0,9.0,Mobile,Monday
ORD0372,2024-05-25,20:05,Mocha,Coffee,2,4.5,9.0,Mobile,Saturday
ORD0373,2024-10-09,11:08,Mocha,Coffee,1,4.5,4.5,Mobile,Wednesday
ORD0374,2024-11-24,09:37,Sandwich,Food,2,5.5,11.0,Cash,Sunday
ORD0375,2024-12-03,16:46,Sandwich,Food,3,5.5,16.5,Mobile,Tuesday
ORD0376,2024-01-22,20:55,Espresso,Coffee,1,2.5,2.5,Cash,Monday
ORD0377,2024-11-24,19:36,Mocha,Coffee,2,4.5,9.0,Mobile,Sunday
ORD0378,2024-08-01,16:40,Espresso,Coffee,4,2.5,10.0,Mobile,Thursday
ORD0379,2024-10-06,11:41,Mocha,Coffee,4,4.5,18.0,Cash,Sunday
ORD0380,2024-12-16,13:19,Croissant,Food,1,2.5,2.5,Mobile,Monday
ORD0381,2024-01-31,09:28,Tea,Tea,4,2.8,11.2,Card,Wednesday
ORD0382,2024-04-14,12:38,Latte,Coffee,3,4.0,12.0,Mobile,Sunday
ORD0383,2024-06-12,18:55,Cold Brew,Coffee,4,3.8,15.2,Cash,Wednesday
ORD0384,2024-07-08,15:35,Cappuccino,Coffee,3,3.5,10.5,Cash,Monday
ORD0385,2024-08-26,08:17,Croissant,Food,2,2.5,5.0,Cash,Monday
ORD0386,2024-02-19,07:18,Tea,Tea,4,2.8,11.2,Cash,Monday
ORD0387,2024-03-22,20:20,Sandwich,Food,3,5.5,16.5,Cash,Friday
ORD0388,2024-03-22,14:32,Croissant,Food,4,2.5,10.0,Card,Friday
ORD0389,2024-09-11,07:05,Tea,Tea,4,2.8,11.2,Cash,Wednesday
ORD0390,2024-04-20,16:22,Espresso,Coffee,1,2.5,2.5,Card,Saturday
ORD0391,2024-09-10,16:56,Croissant,Food,3,2.5,7.5,Mobile,Tuesday
ORD0392,2024-01-05,20:06,Tea,Tea,2,2.8,5.6,Card,Friday
ORD0393,2024-07-06,19:25,Cold Brew,Coffee,1,3.8,3.8,Card,Saturday
ORD0394,2024-01-27,16:35,Americano,Coffee,3,3.0,9.0,Mobile,Saturday
ORD0395,2024-05-27,08:24,Muffin,Food,4,2.2,8.8,Mobile,Monday
ORD0396,2024-05-23,20:39,Sandwich,Food,1,5.5,5.5,Cash,Thursday
ORD0397,2024-02-19,13:23,Cold Brew,Coffee,3,3.8,11.4,Cash,Monday
ORD0398,2024-04-11,16:32,Tea,Tea,1,2.8,2.8,Cash,Thursday
ORD0399,2024-01-20,09:45,Cold Brew,Coffee,4,3.8,15.2,Mobile,Saturday
ORD0400,2024-08-21,09:38,Muffin,Food,2,2.2,4.4,Card,Wednesday
ORD0401,2024-11-09,12:10,Tea,Tea,3,2.8,8.4,Mobile,Saturday
ORD0402,2024-06-21,15:53,Muffin,Food,4,2.2,8.8,Mobile,Friday
ORD0403,2024-10-15,11:30,Espresso,Coffee,3,2.5,7.5,Card,Tuesday
ORD0404,2024-12-10,08:26,Sandwich,Food,3,5.5,16.5,Mobile,Tuesday
ORD0405,2024-12-18,17:01,Sandwich,Food,4,5.5,22.0,Card,Wednesday
ORD0406,2024-12-01,19:49,Sandwich,Food,2,5.5,11.0,Mobile,Sunday
ORD0407,2024-01-27,16:30,Latte,Coffee,4,4.0,16.0,Cash,Saturday
ORD0408,2024-12-14,10:02,Sandwich,Food,1,5.5,5.5,Cash,Saturday
ORD0409,2024-01-10,14:20,Tea,Tea,2,2.8,5.6,Card,Wednesday
ORD0410,2024-12-19,10:26,Muffin,Food,4,2.2,8.8,Mobile,Thursday
ORD0411,2024-02-01,18:08,Muffin,Food,2,2.2,4.4,Mobile,Thursday
ORD0412,2024-06-15,17:30,Muffin,Food,4,2.2,8.8,Card,Saturday
ORD0413,2024-03-29,14:58,Muffin,Food,3,2.2,6.6,Mobile,Friday
ORD0414,2024-06-30,17:49,Mocha,Coffee,4,4.5,18.0,Cash,Sunday
ORD0415,2024-05-06,11:35,Mocha,Coffee,2,4.5,9.0,Card,Monday
ORD0416,2024-05-27,18:13,Croissant,Food,3,2.5,7.5,Card,Monday
ORD0417,2024-06-27,15:59,Mocha,Coffee,3,4.5,13.5,Cash,Thursday
ORD0418,2024-10-20,17:34,Tea,Tea,4,2.8,11.2,Card,Sunday
ORD0419,2024-03-15,11:02,Mocha,Coffee,1,4.5,4.5,Card,Friday
ORD0420,2024-08-14,17:16,Croissant,Food,2,2.5,5.0,Cash,Wednesday
ORD0421,2024-10-02,11:59,Muffin,Food,3,2.2,6.6,Cash,Wednesday
ORD0422,2024-02-25,16:47,Sandwich,Food,2,5.5,11.0,Cash,Sunday
ORD0423,2024-01-26,17:57,Muffin,Food,2,2.2,4.4,Mobile,Friday
ORD0424,2024-04-29,07:06,Tea,Tea,3,2.8,8.4,Mobile,Monday
ORD0425,2024-08-29,08:43,Latte,Coffee,1,4.0,4.0,Mobile,Thursday
ORD0426,2024-03-21,13:41,Croissant,Food,4,2.5,10.0,Mobile,Thursday
ORD0427,2024-04-12,19:18,Cold Brew,Coffee,3,3.8,11.4,Mobile,Friday
ORD0428,2024-01-31,19:05,Sandwich,Food,2,5.5,11.0,Mobile,Wednesday
ORD0429,2024-01-20,09:26,Latte,Coffee,1,4.0,4.0,Card,Saturday
ORD0430,2024-09-10,09:59,Mocha,Coffee,1,4.5,4.5,Cash,Tuesday
ORD0431,2024-06-01,16:38,Cappuccino,Coffee,3,3.5,10.5,Card,Saturday
ORD0432,2024-08-20,17:34,Muffin,Food,4,2.2,8.8,Cash,Tuesday
ORD0433,2024-09-15,14:17,Americano,Coffee,1,3.0,3.0,Card,Sunday
ORD0434,2024-03-24,18:29,Mocha,Coffee,2,4.5,9.0,Cash,Sunday
ORD0435,2024-06-21,19:18,Sandwich,Food,2,5.5,11.0,Cash,Friday
ORD0436,2024-11-08,20:40,Tea,Tea,4,2.8,11.2,Mobile,Friday
ORD0437,2024-06-16,08:25,Cappuccino,Coffee,2,3.5,7.0,Cash,Sunday
ORD0438,2024-09-01,12:59,Americano,Coffee,1,3.0,3.0,Card,Sunday
ORD0439,2024-07-15,10:28,Mocha,Coffee,3,4.5,13.5,Card,Monday
ORD0440,2024-10-25,18:36,Espresso,Coffee,3,2.5,7.5,Mobile,Friday
ORD0441,2024-07-03,18:15,Espresso,Coffee,1,2.5,2.5,Card,Wednesday
ORD0442,2024-06-06,09:25,Muffin,Food,3,2.2,6.6,Mobile,Thursday
ORD0443,2024-03-01,17:58,Mocha,Coffee,3,4.5,13.5,Mobile,Friday
ORD0444,2024-04-23,10:08,Croissant,Food,2,2.5,5.0,Card,Tuesday
ORD0445,2024-11-06,12:26,Muffin,Food,4,2.2,8.8,Mobile,Wednesday
ORD0446,2024-12-06,20:13,Americano,Coffee,1,3.0,3.0,Mobile,Friday
ORD0447,2024-08-16,15:45,Cold Brew,Coffee,1,3.8,3.8,Mobile,Friday
ORD0448,2024-02-27,07:53,Muffin,Food,2,2.2,4.4,Mobile,Tuesday
ORD0449,2024-10-01,09:10,Cold Brew,Coffee,4,3.8,15.2,Cash,Tuesday
ORD0450,2024-12-14,10:45,Sandwich,Food,4,5.5,22.0,Cash,Saturday
ORD0451,2024-09-18,14:51,Espresso,Coffee,4,2.5,10.0,Cash,Wednesday
ORD0452,2024-09-19,13:29,Sandwich,Food,1,5.5,5.5,Mobile,Thursday
ORD0453,2024-08-24,17:51,Mocha,Coffee,1,4.5,4.5,Card,Saturday
ORD0454,2024-05-10,20:00,Americano,Coffee,1,3.0,3.0,Cash,Friday
ORD0455,2024-08-04,12:44,Cappuccino,Coffee,1,3.5,3.5,Cash,Sunday
ORD0456,2024-08-29,07:18,Tea,Tea,2,2.8,5.6,Cash,Thursday
ORD0457,2024-11-24,18:41,Tea,Tea,3,2.8,8.4,Card,Sunday
ORD0458,2024-08-17,20:58,Tea,Tea,4,2.8,11.2,Cash,Saturday
ORD0459,2024-12-15,17:55,Muffin,Food,2,2.2,4.4,Mobile,Sunday
ORD0460,2024-06-27,08:11,Muffin,Food,4,2.2,8.8,Mobile,Thursday
ORD0461,2024-03-06,18:14,Espresso,Coffee,1,2.5,2.5,Card,Wednesday
ORD0462,2024-08-25,17:46,Muffin,Food,4,2.2,8.8,Mobile,Sunday
ORD0463,2024-07-13,20:14,Americano,Coffee,4,3.0,12.0,Card,Saturday
ORD0464,2024-03-20,11:12,Cappuccino,Coffee,1,3.5,3.5,Mobile,Wednesday
ORD0465,2024-08-02,16:49,Espresso,Coffee,2,2.5,5.0,Cash,Friday
ORD0466,2024-02-04,08:38,Espresso,Coffee,4,2.5,10.0,Mobile,Sunday
ORD0467,2024-12-10,18:55,Espresso,Coffee,2,2.5,5.0,Mobile,Tuesday
ORD0468,2024-01-23,13:28,Americano,Coffee,2,3.0,6.0,Cash,Tuesday
ORD0469,2024-03-12,15:18,Americano,Coffee,3,3.0,9.0,Mobile,Tuesday
ORD0470,2024-11-02,19:43,Cold Brew,Coffee,2,3.8,7.6,Card,Saturday
ORD0471,2024-03-14,17:33,Americano,Coffee,4,3.0,12.0,Card,Thursday
ORD0472,2024-05-20,07:35,Sandwich,Food,2,5.5,11.0,Mobile,Monday
ORD0473,2024-12-13,13:35,Croissant,Food,1,2.5,2.5,Card,Friday
ORD0474,2024-11-25,17:24,Muffin,Food,3,2.2,6.6,Mobile,Monday
ORD0475,2024-08-01,13:09,Mocha,Coffee,4,4.5,18.0,Cash,Thursday
ORD0476,2024-10-02,14:15,Americano,Coffee,3,3.0,9.0,Mobile,Wednesday
ORD0477,2024-03-14,19:29,Espresso,Coffee,4,2.5,10.0,Card,Thursday
ORD0478,2024-10-12,15:08,Tea,Tea,2,2.8,5.6,Card,Saturday
ORD0479,2024-04-14,12:41,Cappuccino,Coffee,4,3.5,14.0,Card,Sunday
ORD0480,2024-02-17,15:46,Americano,Coffee,1,3.0,3.0,Card,Saturday
ORD0481,2024-07-12,17:38,Sandwich,Food,1,5.5,5.5,Cash,Friday
ORD0482,2024-04-06,19:48,Sandwich,Food,2,5.5,11.0,Card,Saturday
ORD0483,2024-04-16,20:58,Cold Brew,Coffee,3,3.8,11.4,Cash,Tuesday
ORD0484,2024-04-18,10:47,Cappuccino,Coffee,4,3.5,14.0,Cash,Thursday
ORD0485,2024-12-22,16:45,Americano,Coffee,4,3.0,12.0,Cash,Sunday
ORD0486,2024-10-09,12:49,Mocha,Coffee,4,4.5,18.0,Card,Wednesday
ORD0487,2024-09-30,17:22,Mocha,Coffee,3,4.5,13.5,Card,Monday
ORD0488,2024-09-19,14:29,Cappuccino,Coffee,4,3.5,14.0,Card,Thursday
ORD0489,2024-04-14,12:20,Tea,Tea,1,2.8,2.8,Mobile,Sunday
ORD0490,2024-04-23,18:09,Espresso,Coffee,3,2.5,7.5,Mobile,Tuesday
ORD0491,2024-10-26,16:46,Tea,Tea,3,2.8,8.4,Cash,Saturday
ORD0492,2024-04-10,12:14,Tea,Tea,2,2.8,5.6,Card,Wednesday
ORD0493,2024-10-08,17:43,Cold Brew,Coffee,3,3.8,11.4,Card,Tuesday
ORD0494,2024-11-24,18:31,Croissant,Food,2,2.5,5.0,Mobile,Sunday
ORD0495,2024-06-29,09:08,Muffin,Food,4,2.2,8.8,Cash,Saturday
ORD0496,2024-10-04,17:03,Muffin,Food,1,2.2,2.2,Cash,Friday
ORD0497,2024-12-08,07:48,Espresso,Coffee,4,2.5,10.0,Cash,Sunday
ORD0498,2024-11-18,10:04,Latte,Coffee,1,4.0,4.0,Cash,Monday
ORD0499,2024-09-15,14:23,Espresso,Coffee,4,2.5,10.0,Mobile,Sunday
ORD0500,2024-09-06,07:00,Muffin,Food,4,2.2,8.8,Cash,Friday
